title,link,description
Mariupol steelworks: 'We have wounded and dead inside the bunkers',https://www.bbc.co.uk/news/world-europe-61183062?at_medium=RSS&at_campaign=KARANGA,One of the last defenders in Mariupol tells the BBC conditions are dire but they won't surrender.
Mariupol: Satellite images suggest mass graves dug near besieged city,https://www.bbc.co.uk/news/world-europe-61183056?at_medium=RSS&at_campaign=KARANGA,"The satellite images appear to show more than 200 graves, as Ukraine accuses Russian troops of mass killings."
Ukraine round-up: Putin backs off storming of Azovstal as Mariupol 'mass graves' found,https://www.bbc.co.uk/news/world-europe-61179734?at_medium=RSS&at_campaign=KARANGA,"Russia's president says the Azovstal steel plant must be sealed off, and satellite images suggest mass graves."
The German towns in Paraguay with a surge in European immigrants,https://www.bbc.co.uk/news/world-latin-america-61184479?at_medium=RSS&at_campaign=KARANGA,Thousands of German nationals have migrated to Paraguay to escape Covid restrictions and immigration in Europe.
Juan Orlando Hernández: Honduran ex-leader extradited to US,https://www.bbc.co.uk/news/world-latin-america-61174692?at_medium=RSS&at_campaign=KARANGA,Former President Juan Orlando Hernández is accused of involvement in a cocaine trafficking ring.
Have we seen peak Netflix?,https://www.bbc.co.uk/news/business-61178311?at_medium=RSS&at_campaign=KARANGA,The streaming giant is losing subscribers despite huge hits like Squid Game and Bridgerton.
Afghanistan: 'Blood and fear everywhere' after deadly IS blast,https://www.bbc.co.uk/news/world-asia-61174991?at_medium=RSS&at_campaign=KARANGA,"Dozens of people are dead or hurt in four blasts in Afghanistan, two claimed by the Islamic State."
Ukrainians injured or killed by unexploded ammunition,https://www.bbc.co.uk/news/world-europe-61181978?at_medium=RSS&at_campaign=KARANGA,"Across Ukraine’s Kyiv region, efforts have begun to clear the countless pieces of unexploded ammunition left behind after fierce fighting."
Haiti: Small plane crashes on to main road killing six,https://www.bbc.co.uk/news/world-latin-america-61176973?at_medium=RSS&at_campaign=KARANGA,"The pilot is among those who died when the aircraft came down in Haiti, injuring people on the ground."
Sophie Wilmes: Belgian foreign minister resigns to care for sick husband,https://www.bbc.co.uk/news/world-europe-61174351?at_medium=RSS&at_campaign=KARANGA,Sophie Wilmes will temporarily resign to care for her husband who has been diagnosed with brain cancer.
Florida lawmakers have stripped Disney of special tax status,https://www.bbc.co.uk/news/world-us-canada-61179262?at_medium=RSS&at_campaign=KARANGA,Governor Ron DeSantis has taken aim at Disney over its opposition to the so-called Don't Say Gay bill.
Rare tiny Brontë book could set $1.25m sale record,https://www.bbc.co.uk/news/world-us-canada-61178869?at_medium=RSS&at_campaign=KARANGA,The world's first tennis guide and Amy Winehouse's library are also on offer at the NY Antiquarian Book Fair.
Rudy Giuliani revealed on The Masked Singer TV show,https://www.bbc.co.uk/news/entertainment-arts-61173811?at_medium=RSS&at_campaign=KARANGA,The appearance of Donald Trump's former lawyer prompted one of the show's judges to walk off.
Russia releases video of intercontinental ballistic missile launch,https://www.bbc.co.uk/news/world-61170853?at_medium=RSS&at_campaign=KARANGA,President Putin says the new Sarmat missile is food for thought for those who try to threaten Russia.
Mid-day meal plan struggles to feed India's hungry students,https://www.bbc.co.uk/news/world-asia-india-61162642?at_medium=RSS&at_campaign=KARANGA,"The world's most ambitious free school food programme resumes post pandemic, but problems remain."
Why Argentina is embracing cryptocurrency,https://www.bbc.co.uk/news/business-60912789?at_medium=RSS&at_campaign=KARANGA,The nation that has seen economic trauma is open to the possibility of alternative money like Bitcoin.
What weapons has the US given Ukraine - and how much do they help?,https://www.bbc.co.uk/news/world-us-canada-60774098?at_medium=RSS&at_campaign=KARANGA,President Biden has announced a new $800m assistance package that includes ammunition and drones.
The young rebels fighting for democracy in Myanmar,https://www.bbc.co.uk/news/world-asia-61151314?at_medium=RSS&at_campaign=KARANGA,The BBC gained rare access to Myanmar's jungle training camps where protesters are turned into soldiers.
French election: Le Pen impresses but Macron holds firm in TV debate,https://www.bbc.co.uk/news/world-europe-61171539?at_medium=RSS&at_campaign=KARANGA,Marine Le Pen's last presidential debate was a disaster - but five years on things are different.
Struggling to survive in cash-starved Afghanistan,https://www.bbc.co.uk/news/world-asia-60926471?at_medium=RSS&at_campaign=KARANGA,"Eight months into Taliban rule, the economy and health services have been shattered as funding dries up."
France election: What far-right leader Marine Le Pen said before… and now,https://www.bbc.co.uk/news/world-europe-61168776?at_medium=RSS&at_campaign=KARANGA,"Has Marine Le Pen's strong views on immigration, the EU and Nato shifted since the last election?"
"Jacinda Ardern on China, Aukus and leadership",https://www.bbc.co.uk/news/world-asia-61161660?at_medium=RSS&at_campaign=KARANGA,New Zealand's PM sat down with the BBC to discuss everything from China to her wedding.
The Zomato and Swiggy riders risking their lives to deliver food in 10 minutes,https://www.bbc.co.uk/news/world-asia-india-61147690?at_medium=RSS&at_campaign=KARANGA,The BBC followed overworked delivery riders as they raced against time to take food to customers.
"Climate change, albinism and me",https://www.bbc.co.uk/news/world-africa-61150865?at_medium=RSS&at_campaign=KARANGA,Coco shares her experience of living with albinism in Nigeria.
Wayne Quilliam: Photographing the diversity of Aboriginal Australia,https://www.bbc.co.uk/news/world-australia-61033360?at_medium=RSS&at_campaign=KARANGA,Australia has hundreds of Indigenous groups - and Wayne Quilliam is hoping to photograph them all.
