titles,descriptions,links,pubDates
Harvey Weinstein found guilty in second sex crimes trial ,The 70-year-old is already serving 23 years in jail after he was convicted in New York two years ago. ,https://www.bbc.co.uk/news/world-us-canada-63867784?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 03:10:41 GMT "
Panel calls for Trump to face insurrection charge ,"The committee airs critical testimony by a Trump loyalist and criticises his daughter, Ivanka Trump. ",https://www.bbc.co.uk/news/world-us-canada-64034559?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 22:48:26 GMT "
Ukraine to boost Belarus border defences as Putin meets Lukashenko ,Kyiv fears a fresh Russian assault is on the horizon after President Putin travelled to Minsk. ,https://www.bbc.co.uk/news/world-europe-64030975?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 02:01:00 GMT "
Venezuelans ignore dangers of Darién jungle ,A record number of people attempt the trek this year on foot in search of a better life in the US. ,https://www.bbc.co.uk/news/world-latin-america-63919161?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 00:05:59 GMT "
In pictures: France receive heroes' welcome in Paris after World Cup heartbreak ,The French national team are met by thousands in Paris after losing to Argentina on Sunday. ,https://www.bbc.co.uk/news/world-europe-64034720?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 23:51:31 GMT "
At Hanukkah event Biden slams 'venom' of antisemitism ,"At the Jewish festival of lights, Mr Biden took a moment to slam a ""venom"" of hatred on the rise globally. ",https://www.bbc.co.uk/news/world-us-canada-64035123?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 02:52:15 GMT "
Amber Heard settles defamation case against Johnny Depp ,Ms Heard will pay her ex-husband $1m after jury found she had defamed him in a Washington Post article. ,https://www.bbc.co.uk/news/world-us-canada-64031252?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 17:24:31 GMT "
British Airways: Flights leaving US grounded over technical issue ,British Airways apologises to passengers left waiting in airports and on runways across the US. ,https://www.bbc.co.uk/news/business-64035534?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 04:19:57 GMT "
Elon Musk: Twitter users vote in favour of boss resigning ,"Some 57.5% of users voted ""yes"" when Elon Musk asked them if he should quit as Twitter's chief executive. ",https://www.bbc.co.uk/news/business-your-money-64021412?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 17:19:30 GMT "
Vaughan condo shooting: Three victims were on condo board ,"Police said the gunman, who lived in the building, killed five people in three separate units. ",https://www.bbc.co.uk/news/world-us-canada-64024023?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 01:52:43 GMT "
Chaos as severe turbulence hits Hawaiian Airlines plane ,"At least 36 people were injured, 11 seriously, during the passenger jet's flight to Honolulu. ",https://www.bbc.co.uk/news/world-us-canada-64034756?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 02:04:33 GMT "
EU nations agree gas price cap to shield consumers ,The cap will kick in if prices breach 180 euros per megawatt hour for three days running. ,https://www.bbc.co.uk/news/business-64032130?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 18:46:14 GMT "
Fortnite settles child privacy and trickery claims ,Epic Games pays $520m over claims it violated child privacy laws and tricked players into making purchases. ,https://www.bbc.co.uk/news/business-64030272?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 16:52:37 GMT "
Ethiopia civil war: The boy named 'Wealthy' who weighs half what he should ,"Ethiopia's civil war has left tens of thousands, including large numbers of children, malnourished. ",https://www.bbc.co.uk/news/world-africa-63994851?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 01:34:58 GMT "
Poachers target hippos for giant teeth in place of ivory ,"As bans on elephant ivory are tightened, poachers are killing hippos for their teeth, experts warn. ",https://www.bbc.co.uk/news/science-environment-63931103?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 01:37:47 GMT "
'We long for Ukraine - but our son has chances here' ,"For some disabled refugees, fleeing Ukraine has given a better quality of life, provoking a dilemma. ",https://www.bbc.co.uk/news/disability-64000114?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 01:11:56 GMT "
The cargo hauling aircraft with no pilots on board ,"Rejecting deliveries to the doorstep, some drone makers are betting on bigger pilot-free aircraft. ",https://www.bbc.co.uk/news/business-63595481?at_medium=RSS&at_campaign=KARANGA ,"Tue, 20 Dec 2022 00:04:17 GMT "
Explaining the criminal charges January 6 committee recommended for Trump ,The 6 January committee says there's enough evidence to prosecute the former president on four charges. ,https://www.bbc.co.uk/news/world-us-canada-64034782?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 23:13:50 GMT "
Thailand warship capsizes during storm ,"Video from the Thai Navy shows the ship on its side, as it is about to capsize. ",https://www.bbc.co.uk/news/world-asia-64024305?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 07:09:11 GMT "
World Cup 2022: 'Argentina really needed this win' ,Victory in the 2022 World Cup has bought relief to many in a country facing continuing economic problems. ,https://www.bbc.co.uk/news/world-latin-america-64022968?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 06:44:28 GMT "
"German cathedral school allows girl choristers after 1,000 years ","In Germany, the Regensburg cathedral school has founded a separate girls choir. ",https://www.bbc.co.uk/news/world-europe-64022963?at_medium=RSS&at_campaign=KARANGA ,"Mon, 19 Dec 2022 02:19:26 GMT "
Ukrainians install Christmas 'tree of invincibility' ,The tree in Mykolaiv is made from camouflage nets which will be donated to soldiers in the new year. ,https://www.bbc.co.uk/news/world-europe-64016356?at_medium=RSS&at_campaign=KARANGA ,"Sun, 18 Dec 2022 05:45:27 GMT "
Peru-Bolivia border blocked by protesters ,"Demonstrators have prevented travellers crossing a border between Peru and Bolivia, after protesting for early elections. ",https://www.bbc.co.uk/news/world-latin-america-64015658?at_medium=RSS&at_campaign=KARANGA ,"Sun, 18 Dec 2022 01:14:06 GMT "
Ukraine missile struck as mum sat with child to do homework ,Several people die after an attack on a residential building in the central Ukrainian city of Kryvyi Rih. ,https://www.bbc.co.uk/news/world-europe-64009960?at_medium=RSS&at_campaign=KARANGA ,"Sat, 17 Dec 2022 05:02:06 GMT "
