titles,descriptions,links,pubDates
Putin sorry for Lavrov's claim Hitler was part Jewish - Israel PM ,"Russia's foreign minister claimed that Nazi leader Adolf Hitler had Jewish blood, sparking outrage. ",https://www.bbc.co.uk/news/world-middle-east-61339749?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 17:16:42 GMT "
"Ukraine war has dragged on, admits Putin ally Lukashenko ",Belarus's authoritarian leader Lukashenko has defended the war but wants it to end. ,https://www.bbc.co.uk/news/world-europe-61339742?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 17:06:51 GMT "
Donbas fighting: Risking capture to evacuate the vulnerable from the front line ,"Civilian volunteers are going to the front line, but some have been detained by Russian forces. ",https://www.bbc.co.uk/news/world-europe-61328947?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 04:57:33 GMT "
"Covid: World's true pandemic death toll nearly 15 million, says WHO ",These include deaths from Covid and from the indirect effects of the pandemic over two years worldwide. ,https://www.bbc.co.uk/news/health-61327778?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 12:00:40 GMT "
China building collapse: Woman rescued from rubble after six days ,The collapse of a building in the city of Changsha is now known to have killed at least 26 people. ,https://www.bbc.co.uk/news/world-asia-china-61332324?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 13:48:41 GMT "
Kenya alarm after carrier bag mistaken for stray lion ,The Kenyan villagers were on alert after some of their livestock had recently gone missing. ,https://www.bbc.co.uk/news/world-africa-61335539?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 14:11:29 GMT "
Elon Musk lines up $7bn backing for Twitter deal ,The billionaire has tapped the likes of Oracle's Larry Ellison and Sequoia to finance the takeover. ,https://www.bbc.co.uk/news/business-61337622?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 15:34:30 GMT "
"Iraq dust storm leaves 5,000 people needing treatment ","It is the seventh severe dust storm in weeks, turning skies orange and causing breathing problems. ",https://www.bbc.co.uk/news/world-middle-east-61335124?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 13:26:42 GMT "
Senegal midwives go on trial in Louga over Astou Sokhna's death ,"Astou Sokhna died after reportedly being refused a Caesarean, sparking a national outcry. ",https://www.bbc.co.uk/news/world-africa-61335534?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 16:59:33 GMT "
Turkey's cost of living soars nearly 70% ,Everyday goods including food and transport costs have seen among the biggest annual increases. ,https://www.bbc.co.uk/news/business-61332272?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 13:12:25 GMT "
Why 9 May Victory Day is so important for Russia ,"Vladimir Putin has made it an annual event, but amid war in Ukraine 9 May has taken on new significance. ",https://www.bbc.co.uk/news/world-europe-61332283?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 15:30:06 GMT "
'There's power in names': Antigua unearths lost ancestors ,A landmark genealogy project is unearthing the names of enslaved people whose stories were erased. ,https://www.bbc.co.uk/news/world-latin-america-61174988?at_medium=RSS&at_campaign=KARANGA ,"Wed, 04 May 2022 23:08:42 GMT "
Wealthy Russians flee to Dubai to avoid sanctions ,"Property purchases by Russians in Dubai surged by 67% in the first quarter of 2022, a report says. ",https://www.bbc.co.uk/news/business-61257448?at_medium=RSS&at_campaign=KARANGA ,"Thu, 05 May 2022 08:20:40 GMT "
Myanmar civil war: 'I saw my son's body on Facebook' ,"After the Myanmar military entered his village, Joseph fled into the jungle but his 13-year-old was killed. ",https://www.bbc.co.uk/news/world-asia-india-61327821?at_medium=RSS&at_campaign=KARANGA ,"Wed, 04 May 2022 23:01:13 GMT "
Africa's digital business: The women swapping shops for smartphones ,Three African women explain how they have boosted their income by going digital since Covid. ,https://www.bbc.co.uk/news/world-africa-61318779?at_medium=RSS&at_campaign=KARANGA ,"Wed, 04 May 2022 23:20:27 GMT "
