titles,descriptions,links,pubDates
Ukraine war: Russia 'plans to seize southern Ukraine' ,"A senior general says the aim is to open a route into a separatist region of Moldova, Transnistria. ",https://www.bbc.co.uk/news/world-europe-61188943?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 17:15:32 GMT "
Ukraine war: The Russia I knew no longer exists - Steve Rosenberg ,The BBC's Steve Rosenberg takes in the sites of Moscow apparently distorted by the war against Ukraine. ,https://www.bbc.co.uk/news/world-europe-61188783?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 10:08:04 GMT "
Afghanistan: Kunduz mosque attacked during Friday prayers ,The deadly explosion comes amid a revival of violence claimed by Islamic State militants. ,https://www.bbc.co.uk/news/world-asia-61191643?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 16:59:48 GMT "
Gun deaths were the leading killer of US children in 2020 ,Guns have overtaken car crashes as the leading cause of death among young Americans. ,https://www.bbc.co.uk/news/world-us-canada-61192975?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 15:16:17 GMT "
Imran Khan: Inside the huge rally in Lahore for Pakistan's ousted PM ,The former prime minister's narrative of a US-led conspiracy to oust him is resonating with his supporters. ,https://www.bbc.co.uk/news/world-asia-61189745?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 11:12:07 GMT "
Mike Tyson punched plane passenger 'after bottle thrown' ,Video shows the former heavyweight boxer repeatedly punching a man in the head. ,https://www.bbc.co.uk/news/world-us-canada-61192417?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 18:42:39 GMT "
#JusticeForSheila: Kenyan anger after lesbian's murder ,People in Kenyan are expressing their upset about LGBTQ discrimination after ,https://www.bbc.co.uk/news/world-africa-61192594?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 16:23:44 GMT "
Mariupol steelworks: 'We have wounded and dead inside the bunkers' ,One of the last defenders in Mariupol tells the BBC conditions are dire but they won't surrender. ,https://www.bbc.co.uk/news/world-europe-61183062?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 22:29:02 GMT "
Shanghai escalates Covid lockdown restrictions ,The latest measures will include placing door alarms to prevent those infected from leaving. ,https://www.bbc.co.uk/news/world-asia-china-61137649?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 05:27:57 GMT "
Jerusalem holy site clashes fuel fears of return to war ,Tensions are high following several days of violence in and around the al-Aqsa Mosque compound. ,https://www.bbc.co.uk/news/world-middle-east-61154373?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 10:17:39 GMT "
Johnny Depp and Amber Heard face off in court ,"Depp says she stubbed a cigarette on his face. The court sees a Depp text saying: ""Lets burn Amber!!!"" ",https://www.bbc.co.uk/news/world-us-canada-61156743?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 01:48:45 GMT "
Mwai Kibaki: Kenya's first opposition president dies aged 90 ,Mwai Kibaki ended 40 years of one-party rule but his 2007 re-election sparked nationwide violence. ,https://www.bbc.co.uk/news/world-africa-61188963?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 13:44:17 GMT "
Kenya's Mwai Kibaki: The hope and disappointment ,Ex-Kenyan President Mwai Kibaki is remembered for ending the stranglehold of the former ruling party. ,https://www.bbc.co.uk/news/world-africa-61191761?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 15:09:10 GMT "
Mariupol: Driving into the 'apocalypse' to save mum and dad ,How a young Ukrainian woman travelled into the besieged city of Mariupol to save her parents. ,https://www.bbc.co.uk/news/world-europe-61178199?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 01:29:42 GMT "
Africa's week in pictures: 15-21 April 2022 ,A selection of the best photos from across Africa and beyond this week. ,https://www.bbc.co.uk/news/world-africa-61173922?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 01:11:29 GMT "
Mid-day meal plan struggles to feed India's hungry students ,"The world's most ambitious free school food programme resumes post pandemic, but problems remain. ",https://www.bbc.co.uk/news/world-asia-india-61162642?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 00:11:43 GMT "
Why Argentina is embracing cryptocurrency ,The nation that has seen economic trauma is open to the possibility of alternative money like Bitcoin. ,https://www.bbc.co.uk/news/business-60912789?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 23:09:39 GMT "
What weapons has the US given Ukraine - and how much do they help? ,President Biden has announced a new $800m assistance package that includes ammunition and drones. ,https://www.bbc.co.uk/news/world-us-canada-60774098?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 19:26:30 GMT "
Ukraine war: Inside Kyiv's trench defences ,"Kyiv's defence force remains on high alert, dug into trenches in case of the return of Russian troops. ",https://www.bbc.co.uk/news/world-europe-61191111?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 16:00:02 GMT "
Khodorkovsky: Oil ban would deal Putin 'very serious blow' ,Exiled Russian tycoon says oil embargo could halve country's cash and damage Putin's war capability. ,https://www.bbc.co.uk/news/world-europe-61187658?at_medium=RSS&at_campaign=KARANGA ,"Fri, 22 Apr 2022 14:50:18 GMT "
The German towns in Paraguay with a surge in European immigrants ,Thousands of German nationals have migrated to Paraguay to escape Covid restrictions and immigration in Europe. ,https://www.bbc.co.uk/news/world-latin-america-61184479?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 23:25:20 GMT "
