name,alternate_names,code,population,latitude,longitude
Kotelva,"Kotel'va,Kotelva,Котельва",PPLA2,12122,50.06849,34.74697
Slobozhans’ke,"Komsomol's'ke,Komsomol'skoye,Komsomolskoe,Komsomol’skoye,Komsomol’s’ke,Slobojanske,Sloboschanske,Slobozanske,Slobozhans'ke,Slobozhanskoe,Slobožanske,Słobożanśke,ke mu suo mo li xi ke,Комсомольське,Слобожанское,Слобожанське,Կոմսոմոլսկոե,科姆索莫利西克",PPL,15825,49.59701,36.52618
Kol’chugino,"Bulganak,Kol'chugine,Kol'chugino,Kol’chugino,Kronental',Булгана́к,Кольчугине,Кольчугино,Кронента́ль",PPLA3,3992,44.94367,33.78865
Khrystoforivka,"Khristoforivka,Khristoforovka,Khrystoforivka,Христофоровка,Христофорівка",PPL,1415,47.98295,33.0943
Kholodna Balka,"Cholodna Balka,Chołodna Bałka,Holodna Balka,Jolodna Balka,Kholodna Balka,Kholodnaja Balka,huo luo de na ba er ka,Холодна Балка,Холодная Балка,霍洛德納巴爾卡",PPL,2582,46.60626,30.58363
Khodoriv,"Chodoriv,Chodoriw,Chodorov,Chodorow,Chodorów,Hodoriv,Hodoriva,Jodoriv,Jódoriv,Khodoriv,Khodorov,Xodorov,huo duo luo fu,hwdwrwb,khodorovi,khwdwryf,Ходоров,Ходорів,Խոդորով,חודורוב,خودوریف,ხოდოროვი,霍多羅夫",PPL,9108,49.40681,24.3113
Kozatske,"Gura Rosha,Gura-Rosie,Gura-Roșie,Kazackoe,Kazacʻkoe,Kizil Punar,Kozac'ke,Kozatske,Kozatské,ke zha qi ke,Гура Роша,Казацкое,Кизил Пунар,Козацьке,Կազացկոե,科扎齊克",PPL,1550,46.34881,30.0452
Kazanka,"Kanzanka,Kazanka,Kazanko,Kazavka,Kazenka,Казанка",PPLA2,6972,47.82691,32.83057
Kamyane,"Kam'jane,Kamennoye,Kamenovata,Kamiane,Kamiané,Кам'яне",PPL,1425,48.18621,29.93142
Izyumovka,"Izjumivka,Izjumovka,Izyumovka,Tamgadzhi,Ізюмівка,Изюмовка,Тамгаджи́",PPL,1128,45.04437,35.13717
Yosypivka,"Iosipovka,Josipivka,Osipovka,Yosypivka,Yuzefstal',Yuzefstal’,Йосипівка",PPL,1429,46.407,30.43552
Husyatyn,"Gusjatin,Houssiatyn,Husiatyn,Гусятин",PPLA2,7083,49.07123,26.20464
Partenit,"Partenit,Partenito,pa er jie ni te,Партенит,Партеніт,Պարտենիտ,帕爾捷尼特",PPL,6193,44.578,34.34464
Dunayivtsi,"Dounaivtsi,Dounaïvtsi,Dunaevcy,Dunaiivti,Dunaiivți,Dunaivci,Dunajivciai,Dunajivtsi,Dunajiwzi,Dunajowce,du na yi fu qi,dunaevtsi,dunaivtsi,dwnayftsy,dwnayyftsy,dwnyybzy,Дунаевцы,Дунаївці,Դունաևցի,דונייבצי,دونائیفتسی,دونايفتسي,दुनैव्त्सि,დუნაევცი,杜納伊夫齊",PPL,15799,48.88697,26.84816
Duboviazivka,"Dubovyazivka,Dubov'jazivka,Duboviazivka,Dubovjazovka,Dubovyazovka,Dubov”yazivka,Дубовязовка,Дубов’язівка",PPLA3,0,51.13815,33.36793
Donetsk,"DOK,Daneck,Donec'k,Doneck,Doneck osh,Donecka,Doneckas,Donecko,Doneckoj,Donesk,Donetk,Donetsk,Donetsk i Ukraina,Donezk,Donețk,Donieck,Donietsk,Donjeck,Doněck,Dońeck,Doņecka,Hughesovka,Jusowka,Juzivka,Juzovka,Ntonetsk,Stalin,Staline,Stalino,Yuzovka,Yuzovo,deanerrsk,do net skh,donecheukeu,donetska,donetsuiku,dun nie ci ke,dwntsk,dwnytsk,dwnzq,tonetsk,Ντονέτσκ,Данецк,Донецк,Донецк ош,Донецкой,Донецьк,Доњецк,Сталино,Сталіне,Сталіно,Юзовка,Юзівка,Դոնեցկ,דונצק,دونتسک,دونيتسك,دونیتسک,دۆنێتسک,दोनेत्स्क,தோனெத்ஸ்க்,ഡൊണെറ്റ്സ്ക്,โดเนตสค์,დონეცკი,ドネツィク,頓涅茨克,도네츠크",PPLA,1024700,48.023,37.80224
Dnistrivka,"Dnestrovka,Dnistrivka,Otace Rasteu,Otace Răsteu,Resteu Atakhi,Resteu-Atachi,Restievo,Дністрівка",PPL,1208,48.53673,26.9268
Delzhyler,"Del'zhiler,Deljiler,Deljyler,Delschyler,Delzhiler,Delzyler,Delżyłer,Dmitrivka,de mi te li fu ka,Делжилер,Дельжилер,Дмитрівка,德米特里夫卡",PPL,4071,45.83973,29.48718
Desantne,"Desantne,Desantnoye,Galilesht',Galileshti,Galileshty,Galilesht’,Galilesti,Galileşti,Десантне",PPL,1816,45.57422,29.53961
Chulakivka,"Chulakivka,Chulakovka,Chulokovka,Culakivka,Чулаківка",PPL,2938,46.35845,32.35115
Chistopolye,"Chistopillja,Chistopol'e,Chistopolye,Dere-Salyn,Дере́-Салы́н,Чистополье,Чистопілля",PPLA3,1706,45.36541,36.18312
Esman,"Chervone,Chervonoye,Esman,Esman',Esman’,Luzhki,Yesman',Yesman’,Есмань,Червоне",PPL,1800,51.77006,34.06729
Chornohuzy,"Chernoguzy,Chornoguzi,Chornoguzy,Chornohuzy,Tsornokhuzi,Чорногузи",PPL,2804,48.27125,25.22889
Buzovytsya,"Bouzovytsia,Buzovica,Buzovicja,Buzovita,Buzovița,Бузовица,Бузовиця",PPL,1642,48.49859,26.93221
Bukachivtsi,"Boukatchivtsi,Bukachivci,Bukachjovcy,Bukaczowce,Букачёвцы,Букачівці",PPL,1179,49.25425,24.49559
Bratske,"Brats'ke,Bratske,Bratskoe,Bratské,Братское,Братське",PPLA2,5164,47.86664,31.57525
Bohorodchany,"Bogorodchani,Bogorodchany,Bohorodczany,Bohorodtchany,Brodshin,Богородчани,Богородчаны,בוהורודצ'אני",PPLA2,8222,48.80812,24.53728
Berehove,"Behrehgaveh,Bereg,Beregove,Beregovo,Beregszasz,Beregszász,Berehove,Berehovė,Berehowe,Berehowo,Bergsass,Bergsaß,Béréhové,Lampertshaza,Lampertsháza,Peregium,belehobe,beregovo,bie lie ge wo,brhwbh,brhwfh,byryhwfy,Берегове,Берегово,Бэрэгавэ,Բերեգովո,בערעגסאז,ברהובה,برهوفه,بيريهوفي,ბერეგოვო,别列戈沃,베레호베",PPLA2,23732,48.20514,22.64453
Bilenke,"Achembet,Akembet,Belen'koe,Bilen'ke,Bilenke,Bilenké,bi lian ke,Беленькое,Біленьке,比連克",PPL,1268,46.0528,30.37784
Baranivka,"Baranauka,Baraniuka,Baranivka,Baranivke,Baraniwka,Baranovka,Baranowka,Baranówka,ba la ni fu ka,bʼrʼnywwqʻ,Баранаўка,Барановка,Баранівка,Бараніўка,באראניווקע,巴拉尼夫卡",PPL,11343,50.29691,27.6622
Balky,"Balki,Balky,Балки",PPL,5717,47.38596,34.93132
Adzhamka,"Adzhamka,Аджамка",PPL,3859,48.53973,32.53595
Narkevychi,"Jasne,Narkevichi,Narkevici,Narkevytchi,Narkévytchi,Наркевичи,Наркевичі,Ясне",PPL,1477,49.51694,26.63787
Zhuravychi,"Juravici,Juravîci,Schurawytschi,Zhuraviche,Zhuravichi,Zhuravychi,Zhuravychy,Zuravici,Zuravicʻi,Zurawicze,ru la wei qi,Żurawicze,Žuraviči,Журавичи,Журавичі,Журавычы,Ժուրավիչի,茹拉維奇",PPL,1309,50.98016,25.71931
Zhmerynka,"Jmerynka,Jmérynka,Smerinca,Zhmerinka,Şmerinca,Жмеринка",PPLA2,34498,49.03523,28.11405
Zhemchuzhina,"Choty,Zhemchuzhina,Жемчужина,Чоты́",PPLA3,971,45.27466,34.65778
Zarechnoye,"Kamadzhi,Zarechnoe,Zarechnoye,Zarichne,Заречное,Зарічне,Камаджи́",PPLA3,1820,45.73636,34.48345
Bunhe,"Bunge,Bunhe,Imeni Yunykh Kommunarov,Junokomunarivs'k,Yunokommunarovsk,Yunokommunarovskoye,Yunokommunarskoye,Yunokomunarivsk,Yunykh Kommunarov,Yunyy Kommunar,Бунге,Юнокомунарівськ",PPL,13544,48.2214,38.28365
Yalta,"Ialta,Jalta,Jalto,Jałta,Yalta,ya er ta,yalta,yaruta,Ялта,يالطا,იალტა,ヤルタ,雅尔塔,얄타",PPLA2,77003,44.50218,34.16624
Vorobyovo,"Kudajgul,Vorob'jovo,Vorobjove,Vorobyovo,Воробйове,Воробьёво,Кудайгу́л",PPLA3,1085,45.32895,33.24654
Uglovoye,"Adzhi-Bulat,Uglove,Uglovoe,Uglovoye,Аджи́-Була́т,Углове,Угловое",PPLA3,3334,44.82146,33.60452
Turka,"Tourka,Turka,Turko,tu er ka,twrka,twrqh,Турка,Տուրկա,טורקה,تورکا,ტურკა,圖爾卡",PPLA2,7395,49.15613,23.02837
Truskavets,"Trouskavets,Truskavec,Truskavec',Truskaveca,Truskavet,Truskavets,Truskavets',Truskavets’,Truskaveț,Truskawec,Truskawez,Truskawiec,Truszkavec,te lu si ka wei ci,teuluseukabecheu,trwskawyk,Трускавец,Трускавець,Տրուսկավեց,טריסקעוויץ,تروسکاویک,ტრუსკავეცი,特魯斯卡韋茨,트루스카베츠",PPL,28474,49.27832,23.50998
Sutysky,"Sutiski,Сутиски",PPL,6027,49.03901,28.41956
Stizhkivske,"Stizhkivs'ke,Stizhkivske,Stizhkivs’ke,Stozhkovo,Stozhkovskoye,Стіжківське",PPL,4480,48.11333,38.4925
Botanicheskoye,"Aip,Botanicheskoe,Botanicheskoye,Botanichne,Аи́п,Ботаническое,Ботанічне",PPLA3,1661,45.78656,33.54856
Stayky,"Stajki,Stayki,Stayky,Стайки",PPL,2203,50.07818,30.9038
Stari Bohorodchany,"Stare-Bogorodchany,Stari Bogorodcani,Stari Bogorodchani,Stari Bohorodchany,Staryye Bogorodchany,Старі Богородчани",PPL,3426,48.82857,24.5255
Starokozache,"Cazaci,Cazacii-Vechi,Starokazach'e,Starokosatsche,Starokozache,Starokozatche,Starokozatché,jiu ke zha qie,Староказачье,Старокозаче,舊科扎切",PPL,5108,46.33583,29.98876
Stara Sil,"Stara Sil,Stara Sil',Stara Sil’,Stara Sol,Stara Sul',Stara Sul’,Stara Sól,Staraja Sol',Staraya Sol',Staraya Sol’,Стара Сіль,Старая Соль",PPL,1096,49.48906,22.96589
Synevyrska Poliana,"Sinevir-Polyana,Sinevirskaja Poljana,Sinevirskaya Polyana,Siniyvir Polyana,Синевирская Поляна",PPL,1355,48.58484,23.6891
Orekhovo,"Orekhovo,Orikhove,Орехово,Оріхове",PPLA3,3049,45.12944,33.6318
Pochetnoye,"Pochetne,Pochetnoye,Pochjotnoe,Tuzla,Почетне,Почётное,Тузла́",PPLA3,1247,45.99495,33.76588
Sovkhoznoye,"Sovkhozne,Sovkhoznoe,Sovkhoznoye,Temir-Aga,Совхозне,Совхозное,Теми́р-Ага́",PPL,1109,45.03061,34.01068
Khlibodarske,"Chlibodarske,Chlibodarśke,Hlibodarske,Khlebodarskoe,Khlibadarskeh,Khlibodars'ke,Khlibodarske,Khlibodars’ke,he li bo da er xi ke,Хлебодарское,Хлибодарске,Хлібадарскэ,Хлібодарське,赫利博達爾西克",PPL,2570,46.48455,30.59374
Husiatyn,"Gusjatin,Husiatyn,Гусятин",PPL,1311,49.07015,26.22299
Rzhyshchiv,"Rzhishchev,Rzhishchëv,Rzhishhev,Rzhishhiv,Rzhyshchiv,Ржищев,Ржищів",PPL,7993,49.96729,31.04069
Richky,"Rechki,Richki,Richky,Rzyczki,Zhichki,Zhychki,Речки,Річки",PPL,1319,50.27706,23.64617
Radens’k,"Radens'k,Radensk,Radenskoye,Radens’k,Redanskoje,Раденск,Раденськ",PPL,3972,46.5486,32.92787
Pryyutivka,"Prijutivka,Prijutovka,Pryioutivka,Pryïoutivka,Приютовка,Приютівка",PPL,3148,48.72925,33.06617
Primorskiy,"Dal'nie Kamyshi,Dal'nye Kamyshi,Dal’nye Kamyshi,Little Kamnishi,Primors'kij,Primorskij,Primorskiy,Дальние Камыши,Приморский,Приморський",PPL,12560,45.11201,35.4786
Pryazovske,"Pokrovka Druga,Pokrovka Vtoraja,Priazovs'ke,Priazovskoe,Pryazovske,Pryazovské,Покровка Вторая,Покровка Друга,Приазовское,Приазовське",PPLA2,6578,46.73123,35.64082
Koktebel,"Koktebel,Koktebel',Koktebel’,Planers'ke,Planerskoye,Planers’ke,Коктебель",PPL,2807,44.96462,35.24767
Otyniya,"Otinija,Ottynia,Otyniia,Otynija,Otyniïa,Отинія,Отыния",PPL,5444,48.73792,24.86115
Oleksandriya,"Aleksandrija,Oleksandriia,Oleksandrija,Oleksandriya,Oleksandriïa,Александрия,Олександрія",PPLA2,79289,48.67466,33.11761
Novyi Yarychiv,"Jarychow,Jaryczow,Jaryczow Nowy,Jaryczów,Jaryczów Nowy,Novij Jarichiv,Novyi Yarychiv,Novyj Jarychev,Novyy Yarychev,Novyy Yarychiv,Yarychev Novy,Yarychev Novyy,Yarychuv,Новий Яричів,Новый Ярычев",PPL,2841,49.90444,24.30523
Novovorontsovka,"Mikolaivka,Novovoroncovka,Novovorontsovka,Миколаївка,Нововоронцовка",PPLA2,6248,47.50499,33.92317
Novohuivynske,"Novogujvins'ke,Novoguyvinskoye,Novohuivynske,Novohuyvyns'ke,Novohuyvyns’ke,Новогуйвинське",PPLA3,0,50.20816,28.69285
Nevytske,"Nevic'ke,Nevickoe,Nevitske,Nevitskoye,Nevyts'ke,Nevytske,Nevyts’ke,Невицкое,Невицьке",PPL,1032,48.67472,22.38813
Nedoboyvtsi,"Nedabauti,Nedobauts',Nedobauts’,Nedoboevcy,Nedoboivci,Nedoboivtsi,Nedăbăuţi,Nédoboïvtsi,Недобоевцы,Недобоївці",PPL,2789,48.43181,26.36724
Myhove,"Migove,Migovo,Migovoye,Mikhova,Myhove,Мигове,Мигово",PPL,3693,48.15612,25.37574
Mala Vyska,"Mala Viska,Mala Vyska,Malaja Viska,Мала Виска,Малая Виска",PPLA2,10382,48.64694,31.63231
Magazinka,"Magazinka,Магазинка",PPLA3,1168,45.86312,34.04969
Lymany,"Holy Trinity Village,Limani,Limany,Lymany,Russkaya,Svyato-Troyits'ke,Svyato-Troyits’ke,Svyatotroitskaya,Svyatotroitskoye,Svyatotroitza,Svyototroitskaya,Лимани",PPL,2154,46.73156,31.96848
Lenkivtsi,"Lencauti,Lencăuţi,Lenkivci,Lenkivtsi,Lenkovcy,Ленковцы,Ленківці",PPL,2158,48.50738,26.75856
Lanchyn,"Lanchin,Lanczyn,Lantchyn,Łanczyn,Ланчин",PPL,7855,48.55173,24.74923
Krasnolesye,"Krasnoles'e,Krasnolesye,Krasnolissja,Tavel',Краснолесье,Краснолісся,Таве́ль",PPL,1061,44.83259,34.23086
Teple,"Katerinodon,Krasnodon,Krasnodonskiy,Krasnodón,Teple,Tjoploe,ke la si nuo dun,krasnwdwm,krasnwdwn,tai pu lai,Катеринодон,Краснодон,Тепле,Тёплое,كراسنودون,کراسنودوم,克拉斯諾頓,泰普萊",PPL,5398,48.31245,39.56284
Kostryzhivka,"Costrijeni,Kostrizhevka,Kostrizhovka,Kostrizivka,Kostryjivka,Kostryzhuvka,Kostryzowka,Kostryzówka,Кострижевка,Кострижівка",PPL,2606,48.65456,25.70916
Kosmach,"Kosmach,Космач",PPL,6204,48.75,24.37014
Kostiantynivka,"Konstantinovka,Konstantinowka,Kostantinovka,Kostiantynivka,Kostjantinivka,Kostjantyniwka,Kostyantynivka,Константиновка,Костянтинівка",PPL,91259,48.5277,37.7069
Kolomyya,"Colomeea,Kolomea,Kolomeo,Kolomija,Kolomyia,Kolomyja,Kołomyja,qwlwmyʼh,qʼlʼmyy,Коломия,Коломыя,קאלאמיי,קולומיאה",PPLA2,61269,48.52496,25.03712
Kolchyno,"Koelcseny,Kol'chino,Koltchyno,Kölcsény,Кольчино",PPL,4261,48.46936,22.75784
Kobleve,"Kobleve,Koblevo,Koblewo,Koblévé,Коблеве,Коблево",PPL,2385,46.66499,31.20804
Kyslytsya,"Caslita-Dunare,Câșlița-Dunăre,Kislica,Kislicja,Kislicʻa,Kyslytsia,Kyslyzja,ji si li qi ya,Кислица,Кислиця,Կիսլիցա,基斯利齊亞",PPL,2973,45.40802,29.03616
Kehychivka,"Kegichevka,Kegichëvka,Kegicivka,Kehychivka,Кегичевка,Кегичівка",PPL,5771,49.28656,35.76153
Kapitanivka,"Kapitanivka,Kapitanovka,Капитановка,Капітанівка",PPL,2539,48.92016,31.71627
Kalynivka,"Kalinivka,Kalinovka,Kalynivka,Калиновка,Калинівка",PPL,3471,47.04732,32.18071
Kadubivtsi,"Kadobeste,Kadobovtsy,Kadubivci,Kadubivtsi,Kadubovcy,Кадубовцы,Кадубівці",PPL,3528,48.58046,25.77021
Hrubna,"Grubna,Grubno,Hrubna,Грубна",PPL,1937,48.45568,27.07309
Grishino,"Grishine,Grishino,Tokulchak,Toqulcaq,Toqulčaq,Гришине,Гришино,Токулча́к",PPLA3,1755,45.64219,33.83098
Hradyzk,"Gradiz'k,Gradizhsk,Hradyzk,Градижск,Градизьк",PPL,6248,49.23943,33.13941
Holma,"Gol'ma,Holma,Гольма",PPL,1635,47.92886,29.84923
Hnidyn,"Gnedin,Gnedyn',Gnedyn’,Gnidin,Gnidyn,Hnidyn,Гнедин,Гнідин",PPL,5400,50.32899,30.71059
Filatovka,"Filativka,Filatovka,Фiлатiвка,Филатовка",PPLA3,516,46.08192,33.7851
Fastiv,"Fastiv,Fastiva,Fastiw,Fastov,Fastow,Fastów,fa si di fu,fastyw,pstwb,Фастив,Фастов,Фастів,Ֆաստով,כוואסטוב,פסטוב,فاستیو,ფასტოვი,法斯蒂夫",PPLA2,51143,50.0767,29.9177
Dunayivtsi,"Dounaivtsi,Dounaïvtsi,Dunaevcy,Dunaivci,Дунаевцы,Дунаївці",PPL,2417,49.02121,26.84084
Dubliany,"Dobrowlany,Dublany,Dubliany,Dubljani,Dublyany,Дубляни",PPL,2086,49.50335,23.39889
Dmytrivka,"Dmitrievka,Dmitrivka,Dmitriyevka,Dmitrovka,Dmytrivka,Дмитровка,Дмитрівка",PPL,3170,47.93611,38.93661
Dalnyk,"Dal'nik,Dal'nyk,Dalnyk,Dal’nik,Dal’nyk,Дальник",PPL,1241,46.22453,30.53031
Chopovychi,"Chapovichi,Chepovichi,Chopovichi,Chopovychi,Чоповичи,Чоповичі",PPL,2183,50.83325,28.95334
Oskil,"Chervonij Oskil,Chervonyj Oskol,Chervonyy Oskil,Chervonyy Oskol,Krasny Oskol,Krasnyy Oskol,Oskil,Оскіл,Червоний Оскіл,Червоный Оскол",PPL,3217,49.1785,37.42598
Cherniakhiv,"Cherniakhiv,Chernjakhiv,Chernjakhov,Chernyakhiv,Chernyakhov,Черняхов,Черняхів",PPL,9214,50.45652,28.67018
Chornoliztsi,"Charnolozhtse,Charnolozhtsy,Chernolozhtsy,Chernoloztsy,Chornolizci,Chornoliztsi,Cornolizci,Чорнолізці",PPL,2965,48.83221,24.89883
Kalynove,"Chapaevka,Chapaievka,Chapayevka,Kalinove,Kalynove,Zatons'ke,Zatonskoe,Zhidivs'ka Greblja,Zhidovskaja Greblja,Жидовская Гребля,Жидівська Гребля,Затонское,Затонське,Калинове,Чапаевка,Чапаєвка",PPL,3042,49.38036,30.44139
Bushtyno,"Bouchtyno,Bushtino,Bushtyno,Bustea,Bustin,Bustyahaza,Bustyaháza,Busztyno,Buštín,Буштино,Буштыно",PPL,8516,48.0473,23.48576
Brayiliv,"Brailiv,Brailov,Braïliv,Браилов,Браїлів",PPL,4559,49.10671,28.16472
Boianchuk,"Boianchuk,Boiantchouk,Bojanchuk,Bosanceni,Bosânceni,Boyanchuk,Boïantchouk,Боянчук",PPL,1033,48.49033,25.95393
Bochkivtsi,"Bochkivci,Bochkovcy,Bocicauti,Bocicăuți,Botchkivtsi,Бочковцы,Бочківці",PPL,2004,48.4302,26.17259
Bobovo,"Bobove,Bobovo,Bobovoje,Bobovoye,Tisobiken',Tiszaboekeny,Tiszabökény,Бобове,Тисобикень",PPL,2216,48.07166,22.89585
Bezliudivka,"Besliwdifca,Besljudiwka,Bezlioudivka,Bezliountivka,Bezliudivka,Bezliúdivka,Bezljudivka,Bezljudovka,Bezludiwka,Bezluedivka,Bezlyudivka,Bezlyudovka,Bezlüdivka,Pasjolak Behzljudziuka,bie zi liu ji fu ka,byzlywdyfka,Μπεζλιουντίβκα,Безлиудивка,Безлюдовка,Безлюдівка,Бєꙁлюдовъка,Пасёлак Бэзлюдзіўка,Բեզլյուդովկա,بيزليوديفكا,別茲柳季夫卡",PPL,9296,49.87547,36.26539
Belaya,"Belaya,Bila,Біла",PPL,3728,49.029,25.77059
Bairachky,"Bairachky,Bajrachki,Bayrachki,Bayrachky,Байрачки",PPL,1065,48.392,38.60174
Askaniya-Nova,"Askanievka,Askanievo,Askaniia-Nova,Askanija-Nova,Askaniïa-Nova,Chapel's'ka dacha,Chapli,Novij Angal't,Novij Keten,Аскания-Нова,Асканія-Нова,Асканієвка,Асканієво,Новий Ангальт,Новий Кетен,Чапельська дача,Чаплі",PPL,2696,46.45406,33.87128
Andriivka,"Andreeni,Andrejewka,Andreyen',Andreyen’,Andreyevka,Andriivka,Andriyivka,Andryiuka,Edmonton,andreevkʼa,Андрыіўка,Андріївка,ანდრეევკა",PPL,1203,46.22099,30.08481
Ilichanka,"Agro-Kombinat Il'ichevka,Agro-Kombinat Il’ichëvka,Il'ichevka,Il'ichovka,Ilichanka,Illichivka,Il’ichevka,Il’ichovka,Іллічівка,Ілічанка,Ильичевка",PPL,1321,46.61204,30.8124
Kopashnovo,"Gernyes,Gernyés,Kopashneve,Kopashnevo,Kopashnovo,Копашневе,Копашново",PPL,3010,48.21764,23.48366
Kirove,"Kirove,Kirovo,Кирово,Кірове",PPL,3291,47.65311,35.69512
Aromatnoye,"Aromatne,Aromatnoe,Ароматне,Ароматное",PPLA3,872,44.80373,33.87005
Sofiyivska Borschagivka,"Sofievskaja Borshhagovka,Софиевская Борщаговка",PPL,6571,50.41005,30.36724
Sakharnaya Golovka,"Sakharna Golovka,Sakharnaja Golovka,Sakharnaya Golovka,Сахарна Головка,Сахарная Головка",PPL,4146,44.58362,33.64383
Zelenyi Hai,"Zelenij Gaj,Zelenyi Hai,Zelenyy Hay,Zeljonyj Gaj,Зелений Гай,Зелёный Гай",PPL,1128,46.94244,32.24178
Dubynove,"Doubynove,Doubynové,Dubinove,Дубинове",PPL,1216,48.1339,30.28673
Zdolbuniv,"Zdolbuniv,Zdolbunov,Zdolbunovo,Zdolbunow,Zdolbunuv,Zdołbunów,Здолбунов,Здолбунів",PPL,24642,50.5206,26.24251
Shyryayeve,"Chyriaieve,Chyriaïévé,Sharayevo,Shirjaehve,Shirjaevo,Shiryayevo,Shyryayeve,Ширяево,Ширяэве",PPL,6537,47.38483,30.19065
Shchastia,"Schast'e,Schast'ye,Schast’ye,Shchastia,Shchastya,Shhastja,Счастье,Щастя",PPL,11552,48.73784,39.23047
Rykhtychi,"Rihtici,Rikhtichi,Rikhtsitse,Rychcice,Rykhtichi,Rykhtsitse,Rykhtychi,Рихтичи,Рихтичі",PPL,3244,49.38748,23.56344
Rohan,"Khutor Rogan',Khutor Rogan’,Rogan',Rogan’,Rohan,Rohan',Rohan’,Рогань",PPL,3355,49.9029,36.48122
Radisnyy Sad,"Radisnij Sad,Radisnyi Sad,Radisnyï Sad,Radostnyj Sad,Radsad,Радостный Сад,Радсад,Радісний Сад",PPL,1978,46.90089,31.98839
Prosyana,"Prosjana,Prosjanaja,Prossiana,Просяна,Просяная",PPL,4840,48.11368,36.37175
Prymorske,"Primors'ke,Primorskoe,Prymors'ke,Prymorske,Prymorské,Sagani,Shagani,pu li mo er xi ke,Şagani,Приморское,Приморське,Шагани,普里莫爾西克",PPL,1841,45.69012,29.7974
Pobednoye,"Pobedne,Pobednoe,Pobednoye,Tarkhanlar,Победное,Побєдне,Тарханла́р",PPLA3,3108,45.70109,34.44805
Plakhtiyivka,"Kurudere,Plachtijiwka,Plahteevca,Plajtiyivka,Plakht'ezhenka,Plakhtievka,Plakhtiivka,Plakhtiïvka,Plataresti,Plătăreşti,pei la he ji yi fu ka,Плахтиевка,Плахтьеженка,Плахтіївка,佩拉赫季伊夫卡",PPL,5237,46.095,29.7189
Pivdenne,"Pivdenne,Pivdennoe,Pivdennoye,Pivdennyy,Yuzhniy,Yuzhnyy,Пивденное,Південне",PPL,8053,49.8832,36.06846
Parafiivka,"Parafeyevka,Parafievka,Parafiivka,Parafiyevka,Parafiyivka,Парафиевка,Парафіївка",PPLA3,2212,50.87728,32.64598
Onufriyivka,"Onoufriivka,Onoufriïvka,Onufrievka,Onufriivka,Онуфриевка,Онуфріївка",PPLA2,3855,48.89917,33.44954
Novonikolayevka,"Kachan,Kachan-Besh-Kuju,Novomikolaivka,Novonikolaevka,Novonikolayevka,Кача́н,Кача́н-Беш-Кую́,Новомиколаївка,Новониколаевка",PPLA3,1171,45.30855,36.05749
Novoandreyevka,"Kashik-Degirmen,Novoandreevka,Novoandreyevka,Novoandriivka,Каши́к-Дегирме́н,Новоандреевка,Новоандріївка",PPLA3,2778,45.19904,34.09384
Nova Ushytsya,"Nova Ouchytsia,Nova Ushicja,Novaja Ushica,Нова Ушиця,Новая Ушица",PPLA2,4075,48.83699,27.27112
Mykolayivka,"Balabanca-Mica,Balabanca-Mică,Balabanivka,Balabanka,Mihaileni,Mihăileni,Mikolaivka,Mykolaivka,Mykolaïvka,Nicolaeni,Nicolaenii-Noui,Nicolăeni,Nikolaevka,mi ke la yi fu ka,Балаба́нівка,Миколаївка,Николаевка,米科拉伊夫卡",PPL,1516,45.90706,30.22221
Nerushay,"Nerouchai,Nerusai,Nerushai,Nerushaj,Neruşai,Nérouchaï,nie lu sha yi,Нерушай,涅魯沙伊",PPL,1993,45.6644,29.515
Muzhiievo,"Muzhievo,Muzhiievo,Muzhiyeve,Muzhiyevo,Muzhiyovo,Nagy-Muzsaly,Nagymuzsaly,Velikoye Muzhiyovo,Мужиево,Мужієво",PPL,2086,48.17856,22.70229
Liubar,"Liubar,Ljubar,Lubar,Lyubar,lywbr,Любар,ליובר",PPLA2,2351,49.92243,27.76323
Lopukhiv,"Brustura,Lopuhiv,Lopukhiv,Lopukhov,Лопухів",PPL,3199,48.36988,23.97141
Lysets,"Lisec,Lisec',Lysiec,Lyssets,Łysiec,Лисец,Лисець",PPL,2926,48.86912,24.60898
Kuty,"Kouty,Kuti,Kuty,Кути,Куты",PPL,4025,48.26249,25.17943
Kuriachi Lozy,"Kolontay,Kuriachi Lozy,Kurich'i Lozy,Kurich’i Lozy,Kurjach'i Lozy,Kurjachi Lozi,Kuryachi Lozy,Курячьи Лозы,Курячі Лози",PPL,1698,48.08375,30.34807
Tokarivka,"Kudryavtsevo,Kudryaztsevka,Tokarevka,Tokarivka,Токаревка,Токарівка",PPL,2029,47.30593,31.01522
Kryve Ozero,"Krive Ozero,Krivoe Ozero,Kryve Ozero,Kryvé Ozéro,Криве Озеро,Кривое Озеро",PPLA2,7583,47.94763,30.34701
Krasnokamenka,"Kiziltash,Krasnokam'janka,Krasnokamenka,Kyzyltash,Кизилта́ш,Краснокаменка,Краснокам’янка",PPL,1051,44.56383,34.28877
Koroviia,"Corovia,Koroviia,Korovija,Koroviya,Korovya,Коровія",PPL,2992,48.22405,25.97186
Kyseliv,"Chisalau,Chisălău,Khiseleu,Kisalau,Kiselev,Kiseliv,Kiselëv,Kyseliv,Киселів",PPL,2873,48.58022,25.657
Kirovskoye,"Kirovs'ke,Kirovskoe,Kirovskoye,Кировское,Кіровське",PPLA3,2096,45.54503,33.07769
