name,latitude,longitude,inf_type
Karpylivka,50.1989347,25.3904545,City/Town
Koty,50.1951155,25.4409805,City/Town
Tabachuky,50.1950143,25.4048696,City/Town
Tesluhiv,50.3034707,25.3208428,City/Town
Korytne,50.3124361,25.2581231,City/Town
Pliashivka,50.3286712,25.2405248,City/Town
Khotyn,50.2650565,25.2707168,City/Town
Vesele,50.2715007,25.2288814,City/Town
Polunychne,50.252505,25.218307,City/Town
Sumy,50.90876,34.8045577,City/Town
Pishchane,50.9821336,34.8115902,City/Town
Verkhnie Pishchane,50.9743022,34.7589925,City/Town
Zhyteiske,50.9819967,34.8307141,City/Town
Zahirske,50.9676592,34.7313664,City/Town
Kyryiakivshchyna,50.992758,34.8438803,City/Town
Trokhymenkove,50.9752247,34.7319993,City/Town
Okhtyrka,50.3109628,34.9001066,City/Town
Velyke Ozero,50.2663418,34.9334041,City/Town
Zaluzhany,50.3571773,34.8944015,City/Town
Koziatyn,50.3548497,34.8600567,City/Town
Prystan,50.3436955,34.8454404,City/Town
Hlukhiv,51.6817504,33.9086021,City/Town
Sliporod,51.6476235,33.8496308,City/Town
Konotop,51.2413928,33.217639,City/Town
Pidlypne,51.1959279,33.2124056,City/Town
Kalynivka,51.2024148,33.2529055,City/Town
Lobkivka,51.2119093,33.2822374,City/Town
Lebedyn,50.5825015,34.4812851,City/Town
Kudanivka,50.6176328,34.5446002,City/Town
Oleksenkove,50.5697464,34.5605649,City/Town
Tokari,50.6619241,34.4811189,City/Town
Romny,50.7497565,33.4783135,City/Town
Kolisnykove,50.7115405,33.5846763,City/Town
Luchky,50.7891523,33.4875514,City/Town
Shostka,51.8729375,33.4852583,City/Town
Chupakhivka,50.3801328,34.5851987,City/Town
Konovalyk,50.3618244,34.4659575,City/Town
Olenynske,50.3748758,34.5256507,City/Town
Sofiivka,50.3477759,34.4896578,City/Town
Bakyrivka,50.3868602,35.022143,City/Town
Zalisne,50.3553568,34.942095,City/Town
Lytovka,50.3931339,34.9718875,City/Town
Buhruvate,50.1961906,34.9688454,City/Town
Vosme Bereznia,50.2041038,34.9367955,City/Town
Vysoke,50.2841795,35.0370752,City/Town
Verbove,50.2582552,35.0007064,City/Town
Veselyi Hai,50.2737599,35.062291,City/Town
Kudriave,50.2657591,35.0796229,City/Town
Viazove,50.1938186,34.6438447,City/Town
Rubany,50.2059494,34.6874206,City/Town
Skelka,50.1757063,34.705038,City/Town
Shabaltaieve,50.1800173,34.5811564,City/Town
Hnylytsia,50.2938198,34.6774761,City/Town
Molodetske,50.3250634,34.6423157,City/Town
Hrinchenkove,50.4190051,34.63538,City/Town
Vsadky,50.3889135,34.612361,City/Town
Hrunka,50.4737857,34.6312446,City/Town
Soborne,50.4222171,34.6568607,City/Town
Piatkyne,50.3999088,34.6540128,City/Town
Rozsokhuvate,50.4556423,34.6274718,City/Town
Hrun,50.2294905,34.6042506,City/Town
Avramkivshchyna,50.2513419,34.5536905,City/Town
Sholudky,50.254829,34.5731815,City/Town
Dovzhyk,50.4191948,34.5848825,City/Town
Buro-Rubanivka,50.4104551,34.5102533,City/Town
Komyshi,50.3113942,34.4755238,City/Town
Lymareve,50.3441991,34.498931,City/Town
Ovcharenky,50.3528765,34.5191543,City/Town
Ozera,50.3121565,34.4184211,City/Town
Pereluh,50.3466105,34.5118392,City/Town
Kardashivka,50.2675038,34.8605763,City/Town
Buimerivka,50.2824782,34.8122146,City/Town
Hai-Moshenka,50.2548601,34.8288625,City/Town
Mykhailenkove,50.2718953,34.8123986,City/Town
Moshenka,50.2458948,34.9090251,City/Town
Pidloziivka,50.2692933,34.8826386,City/Town
Karpylivka,50.3530568,34.4147393,City/Town
Husarshchyna,50.3539163,34.3961274,City/Town
Mykolaivka,50.3732187,34.4126013,City/Town
Kuzemyn,50.1405258,34.6578891,City/Town
Lantrativka,50.3478401,34.6898893,City/Town
Dukhovnyche,50.3477326,34.6330934,City/Town
Novopostroiene,50.3615899,34.7395366,City/Town
Lutyshche,50.1918316,34.7532356,City/Town
Ukrainka,50.1660966,34.723003,City/Town
Mala Pavlivka,50.280643,34.5576524,City/Town
Buriachykha,50.270538,34.5769518,City/Town
Shchomy,50.3311736,34.5941847,City/Town
Zakabluky,50.2657706,34.5347833,City/Town
Kachanivka,50.3186593,34.6093784,City/Town
Kudari,50.2956442,34.5682128,City/Town
Neplatyne,50.3132516,34.5655393,City/Town
Oleshnia,50.4047737,34.7217316,City/Town
Horiaistivka,50.3909547,34.7851622,City/Town
Komarivka,50.4213159,34.8042558,City/Town
Lyse,50.4034898,34.7943243,City/Town
Nove,50.3987937,34.8071866,City/Town
Pasiky,50.3930918,34.8151889,City/Town
Sadky,50.4096568,34.7813567,City/Town
Polohy,50.3278815,34.9981371,City/Town
Korabelske,50.3442629,34.9505502,City/Town
Manchychi,50.3261484,34.9742592,City/Town
Rybalske,50.2509225,34.6805523,City/Town
Bandury,50.2514224,34.6599143,City/Town
Bidany,50.2680031,34.6644836,City/Town
Zholoby,50.220926,34.6819691,City/Town
Ivakhy,50.2694231,34.6862188,City/Town
Plastiuky,50.2758259,34.649916,City/Town
Shapovalivka,50.2365202,34.6760384,City/Town
Soniachne,50.1885232,35.0472704,City/Town
Myrne,50.2248987,35.0597271,City/Town
Stara Ivanivka,50.3733523,34.8367787,City/Town
Budne,50.3621048,34.7854959,City/Town
Klymentove,50.3800688,34.9227101,City/Town
Pisky,50.3738347,34.8530448,City/Town
Podil,50.3774721,34.8919214,City/Town
Sosonka,50.3928914,34.9102556,City/Town
Khukhra,50.2081876,34.8281104,City/Town
Peremoha,50.197996,34.8916483,City/Town
Pylivka,50.2287142,34.7910089,City/Town
Chernechchyna,50.3024654,34.8098357,City/Town
Borzivshchyna,50.3385908,34.7570639,City/Town
Dobroslavivka,50.3196181,34.8297755,City/Town
Zhuravne,50.244179,34.7633524,City/Town
Popelivshchyna,50.2350831,34.7469114,City/Town
Ryboten,50.2834115,34.7907206,City/Town
Yasenove,50.3057106,34.7167954,City/Town
Bilopillia,51.1488822,34.2942423,City/Town
Kovalenky,51.1107558,34.3140623,City/Town
Peremoha,51.1085241,34.3712434,City/Town
Sokhany,51.1947022,34.322458,City/Town
Vorozhba,51.1743489,34.2242904,City/Town
Mykolaivka,50.9450226,34.3777632,City/Town
Arkavske,50.963996,34.4726228,City/Town
Butovshchyna,50.969411,34.4404127,City/Town
Vesele,50.9333138,34.3330637,City/Town
Hostynne,50.9626932,34.3971842,City/Town
Zholobok,50.9336368,34.432516,City/Town
Zoriane,50.9844554,34.4839115,City/Town
Kalynivka,50.9326365,34.4687113,City/Town
Pashchenkove,50.9748724,34.3815091,City/Town
Samara,50.9786863,34.3957464,City/Town
Striltseve,50.9813538,34.3863079,City/Town
Sushylyne,50.9119617,34.4089665,City/Town
Timiriazievka,50.9575612,34.3564896,City/Town
Shevchenkivka,50.9951958,34.4394938,City/Town
Ulianivka,50.9762419,34.2916395,City/Town
Baksha,50.9338214,34.2827038,City/Town
Pavlenkove,50.9518057,34.3353447,City/Town
Hannivka-Vyrivska,51.0261076,34.2838403,City/Town
Kotenky,51.0380779,34.3468027,City/Town
Smolianykivka,51.0485494,34.3049035,City/Town
Bobryk,50.9633261,34.1233985,City/Town
Pishchane,50.9528684,34.0699887,City/Town
Ruda,50.9455623,34.085872,City/Town
Verkhosulka,50.8447175,34.2502392,City/Town
Valiivka,50.8352205,34.2616348,City/Town
Kurasove,50.8892844,34.2790855,City/Town
Lokhnia,50.8296565,34.2366781,City/Town
Mashari,50.8887451,34.2653382,City/Town
Mukiivka,50.8264364,34.2715162,City/Town
Sulske,50.857858,34.2831037,City/Town
Vyry,51.0386112,34.4105403,City/Town
Barylo,51.0680728,34.4570595,City/Town
Bilany,51.0212135,34.4152677,City/Town
Holovachi,51.0672568,34.4128859,City/Town
Kravchenkove,51.0612075,34.4061868,City/Town
Voronivka,51.1014309,34.2880375,City/Town
Dudchenky,51.0651301,34.321364,City/Town
Moskalenky,51.0752475,34.2538801,City/Town
Shtanivka,51.0728217,34.3108978,City/Town
Yanchenky,51.1084218,34.2517645,City/Town
Horobivka,51.0816848,34.3630453,City/Town
Bezsokyrne,51.0685627,34.3514868,City/Town
Bilovyshneve,51.0979384,34.3308954,City/Town
Zarichne,51.0867194,34.3203977,City/Town
Maksymivshchyna,51.1034328,34.4253161,City/Town
Omelchenky,51.1043373,34.3239229,City/Town
Hurynivka,51.1581334,34.4151198,City/Town
Bublykove,51.1733065,34.4266451,City/Town
Vasylivshchyna,51.1464031,34.4076829,City/Town
Hyrine,51.1858804,34.3552234,City/Town
Kandybyne,51.1761662,34.4077862,City/Town
Marianivka,51.1281526,34.4142821,City/Town
Morocha,51.1405718,34.4422623,City/Town
Novoivanivka,51.198004,34.3705724,City/Town
Oleksenky,51.172593,34.4456493,City/Town
Stepanivka,51.1537254,34.4610505,City/Town
Iskryskivshchyna,51.2386057,34.3810255,City/Town
Bezsalivka,51.2643475,34.3934804,City/Town
Neskuchne,51.2533922,34.4264805,City/Town
Rohizne,51.2532865,34.4545078,City/Town
Solianyky,51.2167726,34.3834556,City/Town
Kalchenky,51.0966584,34.147424,City/Town
Voronyne,51.1113259,34.1400312,City/Town
Kryzhyk,51.1250194,34.1254985,City/Town
Chervone,51.0960433,34.0933319,City/Town
Korshachyna,51.0153498,34.5230916,City/Town
Ambary,51.0012192,34.4702807,City/Town
Zelene,51.0578852,34.5260093,City/Town
Syniak,51.0570284,34.4918293,City/Town
Kuianivka,51.074239,34.2217256,City/Town
Yosypove,51.0330962,34.1344669,City/Town
Novopetrivka,51.0663091,34.1482636,City/Town
Pavlivske,51.0759479,34.1107366,City/Town
Chervanivka,51.0437464,34.1492735,City/Town
Lutsykivka,50.8584141,34.3403828,City/Town
Ptyche,50.8468504,34.3716654,City/Town
Bolotyshyne,50.833942,34.4021313,City/Town
Markivka,50.8660668,34.4014258,City/Town
Pershe Travnia,50.8645168,34.4494579,City/Town
Rudka,50.8840309,34.4399351,City/Town
Novi Vyrky,51.2194678,34.1679296,City/Town
Babakivka,51.1774625,34.1276781,City/Town
Stari Vyrky,51.222024,34.2186871,City/Town
Obody,51.223303,34.621288,City/Town
Dihtiarne,51.207649,34.6471437,City/Town
Makiivka,51.2366942,34.5953651,City/Town
Pavlivka,51.1973446,34.4901507,City/Town
Volfyne,51.2413788,34.4613155,City/Town
Katerynivka,51.2137662,34.5679981,City/Town
Kysla Dubyna,51.2084414,34.4297744,City/Town
Myrlohy,51.1979655,34.5335586,City/Town
Meliachykha,51.1663097,34.5206214,City/Town
Shpyl,51.2263474,34.465344,City/Town
Richky,51.1146029,34.4864538,City/Town
Baikha,51.0976937,34.5444704,City/Town
Ryzhivka,51.2527719,34.2480429,City/Town
Atynske,51.2207715,34.2650585,City/Town
Budky,51.2343319,34.3320271,City/Town
Holyshivske,51.2311008,34.3020986,City/Town
Stukalivka,51.2099543,34.2881242,City/Town
Serhiivka,51.0608293,34.0975044,City/Town
Hannivske,51.0422766,34.0578358,City/Town
Hezivka,51.0624813,34.0305849,City/Town
Mykolaivka-Ternivska,51.0755557,34.0408188,City/Town
Suprunivka,51.007261,34.1283344,City/Town
Bilykivka,50.9895316,34.123284,City/Town
Hannivka-Ternivska,51.0269169,34.0808179,City/Town
Lidyne,50.9887901,34.172853,City/Town
Pershotravneve,50.9909278,34.1550086,City/Town
Tereshchenky,51.0206629,34.1897882,City/Town
Novoandriivka,51.0052867,34.2255792,City/Town
Rudenkove,51.0275428,34.1799144,City/Town
Sadove,50.9992345,34.1784188,City/Town
Tovsta,50.9051589,34.1433899,City/Town
Komarytske,50.9214825,34.1787816,City/Town
Tuchne,50.9552782,34.2131905,City/Town
Oleksandrivka,50.9341978,34.2259118,City/Town
Shkurativka,51.1331516,34.1769984,City/Town
Nahirnivka,51.1127726,34.1888495,City/Town
Tsymbalivka,51.1207824,34.1936449,City/Town
Cherevativka,51.164714,34.1665705,City/Town
Buryn,51.1982591,33.8225644,City/Town
Oleksandrivka,51.233314,33.7467716,City/Town
Bizhivka,51.0034363,33.7654932,City/Town
Bolotivka,51.0473156,33.7261616,City/Town
Holuby,50.9877629,33.8225048,City/Town
Buryky,51.042277,33.601249,City/Town
Romanchukove,51.0557544,33.5354517,City/Town
Verkhnia Saharivka,51.0794515,33.7684877,City/Town
Voznesenka,51.0721229,33.6940219,City/Town
Korenivka,51.1100702,33.6297916,City/Town
Soroka,51.0934731,33.6380643,City/Town
Voskresenka,51.1091159,33.8100726,City/Town
Viktorynivka,51.14157,33.8338714,City/Town
Hvyntove,51.274872,33.6836019,City/Town
Konovalove,51.2466546,33.694607,City/Town
Nechaivka,51.2998884,33.6689539,City/Town
Shevchenkove,51.271899,33.7449712,City/Town
Diakivka,51.1826105,34.0372089,City/Town
Hatka,51.1646816,34.0776092,City/Town
Kopylove,51.1114305,34.0530729,City/Town
Kosharske,51.1509646,34.0828181,City/Town
Sapushyne,51.1339087,34.06571,City/Town
Shpokalka,51.1536367,34.020603,City/Town
Zhukivka,51.0512807,33.8364362,City/Town
Kubrakove,51.0439393,33.8644267,City/Town
Notariusivka,51.0637935,33.7884947,City/Town
Tymofiivka,51.0171255,33.7873407,City/Town
Klepaly,51.1930264,33.9594243,City/Town
Ihorivka,51.2087059,33.9246027,City/Town
Mykhailivka,51.1393834,33.9026164,City/Town
Bondari,51.1505545,33.8499948,City/Town
Nova Oleksandrivka,51.1284443,33.9722041,City/Town
Temne,51.130991,33.8686675,City/Town
Mykolaivka,51.0934827,33.9037267,City/Town
Boshivka,51.0719044,33.9411047,City/Town
Pisky,51.2284277,34.0983752,City/Town
Novyi Myr,51.1954648,34.1007051,City/Town
Sloboda,51.1934174,33.6101336,City/Town
Leontiivka,51.149371,33.6300828,City/Town
Sorochynske,51.1247594,33.626558,City/Town
Snizhky,51.0247515,33.6779,City/Town
Vyshnevyi Yar,51.0121655,33.6560745,City/Town
Molodivka,50.9938007,33.699095,City/Town
Pasovyny,50.984372,33.7009262,City/Town
Stepanivka,51.1855737,33.7161628,City/Town
Chalyshchivka,51.164549,33.7148608,City/Town
Sukhoverkhivka,51.0087075,33.8736842,City/Town
Atamanske,51.007796,33.8044257,City/Town
Dmytrivka,51.0291536,33.8465385,City/Town
Nyzhnia Saharivka,51.022053,33.8992324,City/Town
Uspenka,51.1245212,33.7316021,City/Town
Khustianka,51.0033361,33.6011959,City/Town
Kharchenky,51.0112221,33.5493989,City/Town
Shkumatove,50.9582184,33.6270812,City/Town
Yarove,50.9835416,33.5699087,City/Town
Chervona Sloboda,51.2351723,33.8717228,City/Town
Dych,51.2541745,33.8624989,City/Town
Chumakove,51.2235331,33.8963783,City/Town
Cherepivka,51.0426267,33.9006402,City/Town
Karpenkove,51.0727902,33.9315264,City/Town
Chernecha Sloboda,51.073752,33.6049227,City/Town
Velyka Pysarivka,50.4261326,35.4834447,City/Town
Ponomarenky,50.4194223,35.5437873,City/Town
Kyrykivka,50.3675213,35.1098667,City/Town
Marakuchka,50.3613743,35.0624012,City/Town
Vilne,50.4308582,35.3883359,City/Town
Druzhba,50.4914889,35.3418353,City/Town
Yizdetske,50.4805925,35.4035097,City/Town
Stanychne,50.49554,35.3696083,City/Town
Shyrokyi Bereh,50.4844478,35.3704145,City/Town
Shurove,50.4849879,35.3547825,City/Town
Vyshchevesele,50.2589175,35.1596493,City/Town
Vasylivka,50.2770634,35.118376,City/Town
Ridne,50.2391135,35.2183307,City/Town
Myrne,50.235653,35.1190036,City/Town
Dmytrivka,50.392836,35.56655,City/Town
Bratenytsia,50.3435749,35.6305746,City/Town
Lukashivka,50.4492751,35.566603,City/Town
Oleksandrivka,50.4524578,35.5368947,City/Town
Shevchenkove,50.3314679,35.5875725,City/Town
Dobrianske,50.378507,35.2817673,City/Town
Sydorova Yaruha,50.3882154,35.318809,City/Town
Ivanivka,50.3655944,35.1499167,City/Town
Katanske,50.3935986,35.1509479,City/Town
Berezivka,50.4185228,35.1653995,City/Town
Pozhnia,50.5103679,35.3393536,City/Town
Popivka,50.4956658,35.4561528,City/Town
Luhivka,50.4451219,35.4702899,City/Town
Striletska Pushkarka,50.4422724,35.4379248,City/Town
Rozsoshi,50.3413836,35.424442,City/Town
Riabyna,50.3554,35.2140946,City/Town
Katerynivka,50.296279,35.2842559,City/Town
Soldatske,50.4368357,35.2081087,City/Town
Kramchanka,50.4539506,35.2533558,City/Town
Tarasivka,50.4713804,35.283907,City/Town
Yabluchne,50.3047364,35.2354788,City/Town
Vesele,50.2924684,35.1609938,City/Town
Maiske,50.2811679,35.2838184,City/Town
Yamne,50.4044186,35.3998738,City/Town
Kopiiky,50.3628903,35.3967604,City/Town
Spirne,50.3571899,35.3282763,City/Town
Esman,51.7709122,34.0670843,City/Town
Luzhky,51.792274,34.1438423,City/Town
Shalyhyne,51.5733978,34.1187601,City/Town
Yemadykyne,51.5272128,34.1611854,City/Town
Banychi,51.5024161,33.9107918,City/Town
Budyshcha,51.4910319,33.9819011,City/Town
Matskove,51.4810589,33.8990027,City/Town
Bachivsk,51.848518,34.2787851,City/Town
Tovstodubove,51.8562887,34.2439567,City/Town
Bilokopytove,51.6676488,34.0558446,City/Town
Budivelne,51.6810279,34.0601948,City/Town
Zarutske,51.6559057,34.0260079,City/Town
Bereza,51.7355362,33.8644776,City/Town
Vilna Sloboda,51.8126057,34.2212319,City/Town
Mala Slobidka,51.8226534,34.2457685,City/Town
Horile,51.8042404,33.9465429,City/Town
Klochkivka,51.7815785,33.9698345,City/Town
Odradne,51.8029918,33.9711202,City/Town
Popivshchyna,51.7940628,33.9812278,City/Town
Dunaiets,51.5811112,33.7992107,City/Town
Sutysky,51.5459899,33.7741148,City/Town
Shchebry,51.6038355,33.7797122,City/Town
Zemlianka,51.6845059,33.6247394,City/Town
Huta,51.7454411,33.6223342,City/Town
Kushkyne,51.7136479,33.5398335,City/Town
Ivashchenkove,51.8081904,33.8422816,City/Town
Kryvenkove,51.7856636,33.8802201,City/Town
Shakutivshchyna,51.8097102,33.8752139,City/Town
Kucherivka,51.7310551,34.1839739,City/Town
Kharkivka,51.7049004,34.2337643,City/Town
Oblozhky,51.6383951,33.7472239,City/Town
Pervomaiske,51.8139478,34.0344245,City/Town
Esman,51.8086031,34.0423736,City/Town
Zhalkivshchyna,51.8287663,33.9729222,City/Town
Masenzivka,51.8496166,34.0264659,City/Town
Narbutivka,51.8671423,33.9972088,City/Town
Pershe Travnia,51.8019307,34.0060299,City/Town
Peremoha,51.5478232,33.9408689,City/Town
Poloshky,51.6451706,33.8085764,City/Town
Pryvillia,51.7086876,34.0190721,City/Town
Voznesenske,51.7479995,34.0081928,City/Town
Hodunivka,51.7403855,33.9571656,City/Town
Moskalenky,51.7180731,34.0054218,City/Town
Khotmynivka,51.7421023,33.9842913,City/Town
Pustohorod,51.8531588,34.1312219,City/Town
Smykarivka,51.8714184,34.1182568,City/Town
Smolyne,51.8742929,34.1601254,City/Town
Khodunia,51.8534465,34.0954041,City/Town
Svarkove,51.6157347,34.0319832,City/Town
Semenivka,51.5950551,33.8778415,City/Town
Ionyne,51.5718367,33.9074409,City/Town
Kaliuzhne,51.5984162,33.9476381,City/Town
Kravchenkove,51.6093978,33.9466515,City/Town
Nekrasove,51.6251436,33.8708013,City/Town
Slout,51.7536278,33.7842355,City/Town
Dolyna,51.7886373,33.7601791,City/Town
Sopych,51.8495412,34.3627412,City/Town
Potapivka,51.8256688,34.4098384,City/Town
Sosnivka,51.6302226,34.0542261,City/Town
Katerynivka,51.6560484,34.0906679,City/Town
Starykove,51.616938,34.1370248,City/Town
Studenok,51.6925848,34.1208394,City/Town
Sukhodil,51.7868118,34.2553313,City/Town
Korenok,51.7980084,34.3256451,City/Town
Topolia,51.7530478,34.2009524,City/Town
Uzdytsia,51.540192,33.8294193,City/Town
Viktorove,51.5159781,33.8898274,City/Town
Ulanove,51.7563147,34.3074012,City/Town
Bila Bereza,51.7326583,34.3429779,City/Town
Bobylivka,51.7792287,34.4123322,City/Town
Komarivka,51.7190275,34.2994127,City/Town
Sydorivka,51.7231955,34.4213143,City/Town
Chervona Zoria,51.7619367,34.4331979,City/Town
Fotovyzh,51.8903379,34.1968934,City/Town
Baranivka,51.9243615,34.1839675,City/Town
Muraveinia,51.9065873,34.1974456,City/Town
Khodyne,51.5244411,34.2129762,City/Town
Hudove,51.5388834,34.1778232,City/Town
Vovkivka,51.5155751,34.2606719,City/Town
Cherneve,51.5804293,34.0083551,City/Town
Shevchenkove,51.6844597,33.6762001,City/Town
Yastrubshchyna,51.7410577,34.2630763,City/Town
Vyshenky,51.7348684,34.2128341,City/Town
Duboviazivka,51.1368614,33.3715716,City/Town
Bilozerka,51.1233739,33.3197568,City/Town
Hamaliivka,51.1143381,33.3716931,City/Town
Kokhanivka,51.1740847,33.29428,City/Town
Poltavka,51.0947621,33.3640626,City/Town
Simianivka,51.1615454,33.3600128,City/Town
Topolyne,51.1199923,33.4065498,City/Town
Bochechky,51.299684,33.4147765,City/Town
Velykyi Sambir,51.0539554,33.1353962,City/Town
Brody,51.070857,33.0967337,City/Town
Vyrivka,51.275853,33.1412759,City/Town
Zavodske,51.2764302,33.1784322,City/Town
Lysohubivka,51.3180405,33.1668457,City/Town
Pytomnyk,51.2739459,33.2079528,City/Town
Sarnavshchyna,51.2838831,33.2135299,City/Town
Taranske,51.3151955,33.1302205,City/Town
Viazove,51.2073602,33.3902587,City/Town
Zhyhailivka,51.2126235,33.341104,City/Town
Sovynka,51.2226372,33.3760935,City/Town
Chervonyi Yar,51.2370152,33.3920065,City/Town
Hruzke,51.2103424,33.5384246,City/Town
Dubynka,51.2052039,33.4660647,City/Town
Deptivka,51.0213729,33.1318468,City/Town
Dukhanivka,51.3191401,33.6118496,City/Town
Aniutyne,51.2526311,33.6147863,City/Town
Berezhne,51.2478996,33.5697948,City/Town
Kurylivka,51.0817199,33.3890672,City/Town
Kapitanivka,51.0574065,33.4009823,City/Town
Zemlianka,51.1899043,33.5429489,City/Town
Kozatske,51.3001881,33.5085162,City/Town
Vovchyk,51.3536651,33.4660879,City/Town
Novomutyn,51.3924798,33.4638252,City/Town
Shchekynske,51.3066426,33.460247,City/Town
Karabutove,51.0633015,33.3556355,City/Town
Nekhaivka,51.0369991,33.422886,City/Town
Koshary,51.0157833,33.2337219,City/Town
Andriivske,51.0216582,33.2612851,City/Town
Nechaivske,51.0328788,33.2577439,City/Town
Krasne,51.0977169,33.4576099,City/Town
Vyshneve,51.0739674,33.4930368,City/Town
Lebedieve,51.094576,33.4768784,City/Town
Kuzky,51.2929632,33.2927989,City/Town
Huty,51.3096515,33.3266451,City/Town
Zholdaky,51.389547,33.3503141,City/Town
Novoselivka,51.2681112,33.299894,City/Town
Raky,51.2689213,33.2581179,City/Town
Malyi Sambir,51.0982089,33.0472203,City/Town
Melnia,51.3472449,33.0957758,City/Town
Mykhailo-Hannivka,51.0199704,33.3105397,City/Town
Turutyne,50.9919252,33.3105305,City/Town
Ulianivka,51.0058255,33.3243353,City/Town
Fesivka,51.0560118,33.3048619,City/Town
Pekari,51.0098946,33.4371941,City/Town
Popivka,51.2436228,33.1193889,City/Town
Selyshche,51.287678,33.0935731,City/Town
Tulushka,51.1940326,32.9985153,City/Town
Pryseimivia,51.383894,33.2046602,City/Town
Zaliznychne,51.3690574,33.1548355,City/Town
Kalyshenkove,51.408189,33.1738797,City/Town
Marianivka,51.4041514,33.1317324,City/Town
Nove,51.3647448,33.2179063,City/Town
Ozarychi,51.3466506,33.2074247,City/Town
Chornoplatove,51.3793086,33.1717039,City/Town
Saltykove,51.1540357,33.4551561,City/Town
Bilousivka,51.1650959,33.4271103,City/Town
Rokytne,51.1274651,33.4546097,City/Town
Sakhny,51.2664634,33.3342125,City/Town
Bondari,51.2767976,33.3271887,City/Town
Savoiske,51.2874692,33.3505427,City/Town
Sosnivka,51.1506484,33.1031156,City/Town
Vilne,51.1317539,33.1603332,City/Town
Shevchenkivske,51.1622438,33.0411789,City/Town
Ternivka,51.1255869,33.5497762,City/Town
Khyzhky,51.3668257,33.5882092,City/Town
Pryluzhzhia,51.3903935,33.4994967,City/Town
Shapovalivka,51.1750935,33.1251041,City/Town
Pryvokzalne,51.1969935,33.1762599,City/Town
Shevchenkove,51.1003685,33.246461,City/Town
Torhovytsia,51.1055673,33.3205513,City/Town
Shpotivka,51.0403589,33.4374097,City/Town
Bazylivka,51.0056192,33.4825531,City/Town
Pershotravneve,51.0275926,33.487357,City/Town
Yurivka,51.0029884,33.3895575,City/Town
Krasnopillia,50.7673259,35.2651335,City/Town
Mykhailivka,50.7983956,35.3178968,City/Town
Mykhailivske,50.8251496,35.292831,City/Town
Novodmytrivka,50.7568757,35.3815051,City/Town
Taratutyne,50.7292902,35.3770801,City/Town
Uhroidy,50.860341,35.2641551,City/Town
Naumivka,50.8645513,35.2226763,City/Town
Okip,50.8479636,35.2886843,City/Town
Petrushivka,50.9019082,35.296999,City/Town
Brantsivka,50.606693,35.202561,City/Town
Velykyi Bobryk,50.7725142,35.0260329,City/Town
Ivakhnivka,50.7283106,35.1260313,City/Town
Kamiane,50.7634153,34.9922475,City/Town
Malyi Bobryk,50.740722,35.0724307,City/Town
Yusupivka,50.7471258,35.0170706,City/Town
Hrabovske,50.7062871,35.4518077,City/Town
Vysoke,50.7480552,35.4666669,City/Town
Zapsillia,51.0238273,35.2207539,City/Town
Velyka Rybytsia,51.0082036,35.1750477,City/Town
Mala Rybytsia,50.9566761,35.221512,City/Town
Velykyi Prykil,50.9334488,35.2515823,City/Town
Mezenivka,50.6336663,35.3089869,City/Town
Maiske,50.6637471,35.3484854,City/Town
Novooleksandrivka,50.6740422,35.2598262,City/Town
Myropillia,51.0236645,35.2581302,City/Town
Oleksandriia,51.0541717,35.2849403,City/Town
Osoivka,50.8907891,35.1564157,City/Town
Marchenky,50.9135966,35.0834885,City/Town
Pokrovka,50.8010138,35.3801166,City/Town
Popivka,50.7711989,35.4741372,City/Town
Stepok,50.8507853,35.3821818,City/Town
Riasne,50.6902507,35.3952067,City/Town
Zemliane,50.6866282,35.2943464,City/Town
Lisne,50.7041023,35.3274818,City/Town
Samotoivka,50.807677,35.1451885,City/Town
Voropai,50.8321057,35.2111771,City/Town
Hlybne,50.8336686,35.0948669,City/Town
Dumivka,50.7819859,35.1152544,City/Town
Khvoine,50.841379,35.0618295,City/Town
Sinne,50.9633779,35.0882832,City/Town
Barylivka,50.9920201,35.053704,City/Town
Hnylytsia,50.9407428,35.1406386,City/Town
Hrunivka,50.9948977,35.1052922,City/Town
Slavhorod,50.5877148,35.3593836,City/Town
Verkhnia Pozhnia,50.562458,35.3535865,City/Town
Porozok,50.5619603,35.3724731,City/Town
Turia,50.8921254,35.3486022,City/Town
Marine,50.9179502,35.3776871,City/Town
Myropilske,50.9418349,35.3159183,City/Town
Prokhody,50.920975,35.3424971,City/Town
Khmelivka,50.72454,35.23215,City/Town
Vesele,50.6892353,35.2034153,City/Town
Vydnivka,50.7206998,35.1655793,City/Town
Lozove,50.6527715,35.2148314,City/Town
Chernechchyna,50.7581106,35.1713141,City/Town
Haponivka,50.6766401,35.1145701,City/Town
Mozkove,50.6914152,35.066567,City/Town
Yasenok,50.6996563,35.1320909,City/Town
Krolevets,51.5575794,33.3733127,City/Town
Altynivka,51.4534475,33.1887158,City/Town
Bilohryve,51.661926,33.4356516,City/Town
Luch,51.6424041,33.4347059,City/Town
Medvedeve,51.6482159,33.3403493,City/Town
Pasika,51.6466403,33.4109197,City/Town
Peremoha,51.7014683,33.5036236,City/Town
Sazhalky,51.6240119,33.3599735,City/Town
Khreshchatyk,51.6523634,33.3698802,City/Town
Shliakh,51.6525583,33.4543243,City/Town
Buivalove,51.4943271,33.4192325,City/Town
Mykolaienkove,51.4890104,33.3999052,City/Town
