name,latitude,longitude,inf_type
Bushynka,48.8331913,28.4537188,City/Town
Huta-Bushynska,48.8372296,28.4126395,City/Town
Vasylivka,48.9875305,28.4354233,City/Town
Zarvanka,48.9934136,28.4663611,City/Town
Kurnyky,48.9918468,28.4027669,City/Town
Maidan,48.9883669,28.4171245,City/Town
Velyka Vulyha,48.8588392,28.5883909,City/Town
Voroshylivka,49.040429,28.3287349,City/Town
Borskiv,49.0245141,28.3826133,City/Town
Maianiv,49.0124754,28.323216,City/Town
Hryshivtsi,48.9499261,28.3474511,City/Town
Kobeletske,48.9351073,28.3012082,City/Town
Dzvonykha,48.9848138,28.568505,City/Town
Dovhopolivka,49.024611,28.5389658,City/Town
Klishchiv,49.0084785,28.5631796,City/Town
Zhakhnivka,48.9328975,28.575716,City/Town
Ivonivtsi,48.9069964,28.5874407,City/Town
Onytkivtsi,48.9402025,28.5339389,City/Town
Ivankivtsi,48.9589388,28.3826746,City/Town
Krasnianka,48.8621572,28.3370378,City/Town
Dubyna,48.8505415,28.3113188,City/Town
Kruhy,48.837454,28.3300227,City/Town
Koliukhiv,48.9860856,28.6352398,City/Town
Kanava,48.9732493,28.6563029,City/Town
Sokolyntsi,49.0059558,28.5924151,City/Town
Mala Vulyha,48.8584306,28.6333859,City/Town
Pidlisivka,48.8412949,28.6470425,City/Town
Polova Slobidka,48.8337798,28.6272466,City/Town
Rohizna,48.8863793,28.6264972,City/Town
Markivka,49.0743553,28.6118991,City/Town
Kalnyshivka,49.0815515,28.6424195,City/Town
Fedorivka,49.0594001,28.6159767,City/Town
Nove Misto,48.901513,28.391021,City/Town
Iskrivka,48.8870878,28.3385564,City/Town
Krasne,48.9138349,28.401306,City/Town
Pyliava,49.0723065,28.5242844,City/Town
Rakhny-Polovi,48.915094,28.5049214,City/Town
Pyrohiv,48.9076873,28.4772531,City/Town
Selyshche,49.1391574,28.3469752,City/Town
Urozhaine,49.141316,28.3882304,City/Town
Slidy,48.8138705,28.5154945,City/Town
Strointsi,48.9084214,28.298981,City/Town
Trostianets,49.0940248,28.6091036,City/Town
Uiaryntsi,48.8640242,28.4798214,City/Town
Cheremoshne,48.9563439,28.41687,City/Town
Shenderiv,49.0527389,28.6386285,City/Town
Potush,49.0275984,28.6516717,City/Town
Shershni,49.024606,28.43381,City/Town
Huta-Shershnivska,49.0300484,28.4544239,City/Town
Yaryshivka,49.1224205,28.461206,City/Town
Lany,49.1530223,28.4066857,City/Town
Studenytsia,49.136088,28.4279586,City/Town
Berezna,49.5615817,27.845672,City/Town
Krupyn,49.5767111,27.8183062,City/Town
Chudynivtsi,49.5472248,27.8204097,City/Town
Velykyi Mytnyk,49.5901897,28.0113328,City/Town
Budkiv,49.5776306,27.9670991,City/Town
Kushelivka,49.6258808,27.9780712,City/Town
Malyi Mytnyk,49.5822465,27.9945927,City/Town
Filiopil,49.5837224,28.0402861,City/Town
Velykyi Ostrozhok,49.7102649,28.2706001,City/Town
Vyshenka,49.719952,28.3676864,City/Town
Malyi Ostrozhok,49.6862469,28.3125414,City/Town
Chervonyi Step,49.7403758,28.3707974,City/Town
Holodky,49.5232352,27.9755807,City/Town
Stara Huta,49.5002905,27.9652987,City/Town
Viitivtsi,49.6276009,27.886008,City/Town
Dibrivka,49.5888683,27.9262225,City/Town
Olhyne,49.6261547,27.8535702,City/Town
Kachanivka,49.6394289,27.9020435,City/Town
Semky,49.6569055,27.9130962,City/Town
Kryvoshyi,49.5918718,28.2085466,City/Town
Kolybabyntsi,49.5563438,28.1945534,City/Town
Kropyvna,49.7647711,28.3052837,City/Town
Klitenka,49.7767799,28.345431,City/Town
Stupnyk,49.7446701,28.280487,City/Town
Kryzhanivka,49.7107647,28.4230503,City/Town
Osychna,49.715472,28.4409773,City/Town
Sloboda-Kustovetska,49.7114461,28.3976393,City/Town
Kumanivtsi,49.5950344,27.8067302,City/Town
Kustivtsi,49.6458608,28.3617738,City/Town
Kustovetske,49.6822917,28.3775417,City/Town
Rohyntsi,49.6255927,28.3086648,City/Town
Lelitka,49.5515379,27.9038653,City/Town
Verbivka,49.534445,27.9106258,City/Town
Krutniv,49.5543615,27.8734424,City/Town
Lypiatyn,49.7495487,28.088372,City/Town
Morozivka,49.7178554,28.0888412,City/Town
Chesnivka,49.7498085,28.1227992,City/Town
Lozna,49.6561889,28.2244321,City/Town
Dubyna,49.6459648,28.2619619,City/Town
Khutory-Kryvoshyinetski,49.6204357,28.1920427,City/Town
Lozova,49.5155364,27.8391647,City/Town
Vuhly,49.521699,27.8882948,City/Town
Huli,49.5112551,27.7402685,City/Town
Dumenky,49.52505,27.7939259,City/Town
Pedosy,49.499474,27.8475876,City/Town
Markushi,49.6745477,28.0220231,City/Town
Mytyntsi,49.6746516,27.9644176,City/Town
Marianivka,49.7350823,27.8956499,City/Town
Lisohirka,49.7603242,27.8979759,City/Town
Volodymyrivka,49.7332681,27.838104,City/Town
Petrykivtsi,49.7541456,28.1965568,City/Town
Podorozhnia,49.7943321,28.259033,City/Town
Smila,49.7791869,28.164408,City/Town
Poryk,49.5119092,28.1226725,City/Town
Kurylivka,49.5016937,28.0810038,City/Town
Tomashpil,49.5390222,28.1310269,City/Town
Pustoviity,49.6393178,28.1037629,City/Town
Zozulyntsi,49.64454,28.0634807,City/Town
Cherniatyntsi,49.6398684,28.1672079,City/Town
Rybchyntsi,49.6828107,28.0855382,City/Town
Salnytsia,49.7362398,28.0088019,City/Town
Hnativka,49.7692373,28.0019914,City/Town
Somaky,49.6100701,28.1430602,City/Town
Bilyi Rukav,49.6073566,28.0973153,City/Town
Serbanivka,49.5905473,28.1280852,City/Town
Skarzhyntsi,49.7056726,27.9402605,City/Town
Sokolova,49.5689329,27.8968661,City/Town
Sulkivka,49.6940337,27.8731846,City/Town
Nova Sulkivka,49.7174273,27.8305173,City/Town
Torchyn,49.6942051,27.9177423,City/Town
Tereshpil,49.6841869,27.7966283,City/Town
Derzhanivka,49.6942821,27.7978768,City/Town
Sofiivka,49.6849786,27.7849103,City/Town
Ukrainske,49.6557224,27.8198061,City/Town
Ulaniv,49.6925214,28.1321943,City/Town
Voronivtsi,49.6738448,28.1657731,City/Town
Pahurtsi,49.6979153,28.1813184,City/Town
Tarasky,49.7059561,28.2239553,City/Town
Chepeli,49.7201122,28.2319702,City/Town
Shyroka Hreblia,49.5325109,28.0144976,City/Town
Chernivtsi,48.5496621,28.1132815,City/Town
Yosypivka,48.5189932,28.0701803,City/Town
Babchyntsi,48.4155044,28.1539828,City/Town
Vazluivka,48.461272,28.15009,City/Town
Hamulivka,48.3872305,28.1115806,City/Town
Maiorshchyna,48.4498498,28.1198844,City/Town
Nove Zhyttia,48.3784197,28.1702264,City/Town
Biliany,48.6277462,28.0100334,City/Town
Berezivka,48.5952272,28.1119554,City/Town
Luzhok,48.5807907,28.1077584,City/Town
Borivka,48.509072,28.2561704,City/Town
Stepok,48.5314068,28.2902231,City/Town
Traktove,48.5315552,28.25547,City/Town
Vyla-Yaruzki,48.4429658,28.0388434,City/Town
Bukatynka,48.4242594,28.0219312,City/Town
Volodiivtsi,48.5730951,28.2176701,City/Town
Pelynivka,48.5536448,28.2672311,City/Town
Yasne,48.5919505,28.2332855,City/Town
Hontivka,48.5437525,28.0114297,City/Town
Vyshneve,48.5592097,27.9809482,City/Town
Kaminske,48.5267228,28.0049011,City/Town
Kotlubaivka,48.5199075,27.966732,City/Town
Lozove,48.5146256,28.0351974,City/Town
Kosy,48.4707361,28.0155109,City/Town
Skalopil,48.4934998,28.0593797,City/Town
Mazurivka,48.5331987,28.145684,City/Town
Abramivska Dolyna,48.5143387,28.1088294,City/Town
Vesniane,48.4760778,28.1030054,City/Town
Hrabovets,48.4988982,28.1742633,City/Town
Romashka,48.4930424,28.0991143,City/Town
Skoriachyi Yar,48.4712311,28.0806601,City/Town
Tuliiv,48.508705,28.1989801,City/Town
Moivka,48.4601639,28.2155907,City/Town
Stepne,48.4036596,28.2737393,City/Town
Sainka,48.5472048,28.1965106,City/Town
Vivcharnia,48.5489623,28.2300343,City/Town
Sokil,48.4838283,28.1620022,City/Town
Shenderivka,48.5634904,28.0181514,City/Town
Dubyna,48.5630952,28.0378598,City/Town
Chechelnyk,48.2169036,29.3313709,City/Town
Bilyi Kamin,48.2642249,29.3834243,City/Town
Berizky-Chechelnytski,48.1331118,29.6588136,City/Town
Bondurivka,48.3072302,29.2252799,City/Town
Dokhno,48.2912293,29.2585176,City/Town
Brytavka,48.1766779,29.1694353,City/Town
Verbka,48.2060717,29.2675786,City/Town
Vasylivka,48.2550533,29.2752993,City/Town
Demivka,48.1462323,29.570165,City/Town
Katashyn,48.320686,29.2761774,City/Town
Zhabokrychka,48.3217679,29.3128386,City/Town
Kurenivka,48.254658,29.1983361,City/Town
Luhy,48.2248282,29.1292712,City/Town
Liubomyrka,48.1314931,29.5198405,City/Town
Olhopil,48.1777161,29.4885247,City/Town
Rohizka,48.2466793,29.4456798,City/Town
Tarasivka,48.2236987,29.4383445,City/Town
Stratiivka,48.1414321,29.424904,City/Town
Tartak,48.2075711,29.3892929,City/Town
Aniutyne,48.1694414,29.3723413,City/Town
Popova Hreblia,48.1265431,29.2957029,City/Town
Novoukrainka,48.1097498,29.3494274,City/Town
Sharhorod,48.7565927,28.0812787,City/Town
Poliana,48.7688258,28.075557,City/Town
Hybalivka,48.7229474,28.1003914,City/Town
Borivske,48.722337,28.1340468,City/Town
Derevianky,48.7148666,28.1295885,City/Town
Kropyvnia,48.6951979,28.1429387,City/Town
Lukashivka,48.7276228,28.1724123,City/Town
Myshivske,48.6915123,28.1131211,City/Town
Rolia,48.7021623,28.1759295,City/Town
Surohatka,48.7064876,28.1417359,City/Town
Holynchyntsi,48.6680726,28.3877409,City/Town
Synozhupannyky,48.6798511,28.4498834,City/Town
Derebchyn,48.7650977,28.3385386,City/Town
Arystivka,48.7809528,28.3100054,City/Town
Verbivka,48.7012975,28.3576781,City/Town
Volodymyrka,48.7486777,28.3619751,City/Town
Mala Derebchynka,48.7322683,28.3003026,City/Town
Semenivka,48.791219,28.3430393,City/Town
Dzhuryn,48.68438,28.2859771,City/Town
Murafa,48.7638013,28.2126468,City/Town
Dovzhok,48.7374418,28.2308167,City/Town
Zvedenivka,48.7109275,28.4095443,City/Town
Ivashkivtsi,48.7435754,27.9499412,City/Town
Kalytynka,48.625478,28.2542907,City/Town
Pokutyne,48.6359842,28.2694526,City/Town
Klekotyna,48.7923633,28.2265573,City/Town
Kozlivka,48.7829651,28.1260729,City/Town
Malovnyche,48.7849021,28.145526,City/Town
Konatkivtsi,48.7095136,27.9463329,City/Town
Kopystyryn,48.8532072,28.1332694,City/Town
Lozova,48.6728142,28.0143144,City/Town
Teklivka,48.6788315,28.0620119,City/Town
Mykhailivka,48.8074756,28.2951274,City/Town
Nosykivka,48.8135226,28.0464136,City/Town
Andriivka,48.846279,28.0468199,City/Town
Pasynky,48.8775935,28.0859528,City/Town
Penkivka,48.896912,28.2579583,City/Town
Babyna Dolyna,48.9100272,28.2421363,City/Town
Perepilchyntsi,48.8335669,27.9475283,City/Town
Plebanivka,48.7933681,28.0146394,City/Town
Kalynivka,48.7501939,28.0273029,City/Town
Olikhy,48.8128603,27.9894123,City/Town
Pysarivka,48.6706098,28.1276686,City/Town
Dubynky,48.6796527,28.1699558,City/Town
Politanky,48.6394837,28.1296147,City/Town
Lisnychivka,48.6149427,28.1772588,City/Town
Rakhny-Lisovi,48.7851274,28.4795281,City/Town
Rudanske,48.7810004,27.9391393,City/Town
Sadkivtsi,48.630222,28.2310115,City/Town
Sapizhanka,48.6293336,28.3075335,City/Town
Sloboda-Sharhorodska,48.7365854,28.0622251,City/Town
Budne,48.7192917,28.0158248,City/Town
Hrelivka,48.7360897,28.0288878,City/Town
Strilnyky,48.7905404,28.4115792,City/Town
Lopatyntsi,48.8111821,28.3699921,City/Town
Fedorivka,48.8755957,28.170408,City/Town
Khomenky,48.692936,28.2267301,City/Town
Novi Khomenky,48.6769807,28.2102657,City/Town
Yuliiampil,48.7223531,28.4863402,City/Town
Yuliiampilske,48.7146066,28.5013434,City/Town
Yarove,48.6884669,28.5015879,City/Town
Yukhymivka,48.8473157,28.2591265,City/Town
Yampil,48.2435366,28.2803308,City/Town
Bezvodne,48.4338438,28.318361,City/Town
Pryluzhne,48.4528243,28.2809066,City/Town
Busha,48.3434355,28.1201506,City/Town
Derzhanka,48.3478108,28.1558778,City/Town
Doroshivka,48.332112,28.1111413,City/Town
Sloboda-Bushanska,48.3481369,28.0867931,City/Town
Velyka Kisnytsia,48.1287481,28.4370164,City/Town
Halzhbiivka,48.2639642,28.2161588,City/Town
Bila,48.2540864,28.2177555,City/Town
Oksanivka,48.2257775,28.1899981,City/Town
Ulianivka,48.2217269,28.2295381,City/Town
Dzyhivka,48.3599479,28.3160049,City/Town
Dziubrove,48.3309944,28.2665234,City/Town
Dovzhok,48.2364514,28.5208619,City/Town
Kachkivka,48.2870059,28.4600492,City/Town
Klembivka,48.3891994,28.4067454,City/Town
Mykhailivka,48.2686068,28.0951333,City/Town
Petrashivka,48.3049908,28.159068,City/Town
Myronivka,48.2991085,28.168993,City/Town
Khmelivshchyna,48.3329358,28.2002614,City/Town
Pysarivka,48.3228586,28.3939829,City/Town
Porohy,48.2381356,28.3225683,City/Town
Dobrianka,48.279197,28.3707935,City/Town
Frankivka,48.2529467,28.3668847,City/Town
Ratush,48.3500576,28.4510578,City/Town
Rusava,48.2849191,28.3116759,City/Town
Nechuivka,48.3097309,28.2672177,City/Town
Severynivka,48.2312449,28.4206504,City/Town
Ivankiv,48.2138412,28.3767286,City/Town
Sloboda-Pidlisivska,48.219711,28.4603424,City/Town
Pidlisivka,48.2356538,28.4780296,City/Town
Prydnistrianske,48.1956653,28.4372854,City/Town
Trostianets,48.3589389,28.2283146,City/Town
Vitrivka,48.3927988,28.2469584,City/Town
Honorivka,48.3411188,28.2430916,City/Town
Lavrivka,48.3788537,28.2230522,City/Town
Rehliashyntsi,48.3775176,28.2289717,City/Town
Tsekynivka,48.1529531,28.3180456,City/Town
Lutsk,50.7558764,25.3552587,City/Town
Volodymyr-Volynskyi,50.8594211,24.3157428,City/Town
Kovel,51.2143959,24.7176993,City/Town
Novovolynsk,50.7225726,24.1643699,City/Town
Blahodatne,50.66625,24.2482235,City/Town
Ustyluh,50.8632485,24.1562579,City/Town
Zaluzhzhia,50.8829591,24.1404879,City/Town
Parkhomenkove,50.8920106,24.1144327,City/Town
Trostianka,50.8745861,24.1960749,City/Town
Bilyn,50.9400785,24.2604093,City/Town
Lisky,50.9943141,24.2724677,City/Town
Okhnivka,50.9315394,24.3201142,City/Town
Pysareva Volia,50.9804392,24.238378,City/Town
Berezovychi,50.7789808,24.5818611,City/Town
Beheta,50.8222795,24.5247696,City/Town
Bobychi,50.7636635,24.577157,City/Town
Mizhlissia,50.8395707,24.5300634,City/Town
Khvorostiv,50.8173856,24.5583038,City/Town
Yakovychi,50.7683779,24.5515634,City/Town
Bubniv,50.733882,24.3627905,City/Town
Markostav,50.7262602,24.3968361,City/Town
Rusniv,50.7414526,24.3153306,City/Town
Cherchychi,50.7517003,24.3533356,City/Town
Halynivka,50.8800369,24.5109668,City/Town
Volia-Sviichivska,50.8612453,24.5270781,City/Town
Hevyn,50.8501922,24.5555079,City/Town
Sviichiv,50.8712722,24.5487,City/Town
Zarichchia,50.8398302,24.3066358,City/Town
Dihtiv,50.7602476,24.2183692,City/Town
Novosilky,50.8146947,24.2392124,City/Town
Orani,50.7729626,24.2116807,City/Town
Sukhodoly,50.7863942,24.2244827,City/Town
Fedorivka,50.8531133,24.2889482,City/Town
Zoria,50.9355505,24.2055277,City/Town
Vorchyn,50.9149877,24.2216795,City/Town
Selisky,50.9491644,24.2426464,City/Town
Zymne,50.8005516,24.3368597,City/Town
Horychiv,50.7850822,24.2895874,City/Town
Oktavyn,50.7574588,24.262669,City/Town
Falemychi,50.813512,24.3708263,City/Town
Shystiv,50.8096356,24.3030618,City/Town
Krasnostav,50.9033761,24.4689914,City/Town
Liudmylpil,50.8783785,24.451711,City/Town
Laskiv,50.7900382,24.1884604,City/Town
Voshchatyn,50.7938845,24.1509727,City/Town
Lotnyche,50.8600859,24.3487972,City/Town
Volodymyrivka,50.830222,24.3816921,City/Town
Kohylne,50.8523675,24.4302205,City/Town
Ostrivok,50.8470609,24.3428623,City/Town
Ponychiv,50.8570954,24.3771999,City/Town
Ludyn,50.8030037,24.0481189,City/Town
Ambukiv,50.7868054,24.0025483,City/Town
Rokytnytsia,50.8218982,24.0552133,City/Town
Chornykiv,50.8234348,24.0288577,City/Town
Mykytychi,50.9530265,24.0679636,City/Town
Kladniv,51.0324945,23.9521042,City/Town
Korytnytsia,50.9490168,24.0091024,City/Town
Novyny,50.9794744,24.060717,City/Town
Ovadne,50.9273319,24.3874531,City/Town
Verba,50.9318965,24.3459023,City/Town
Susval,50.9118707,24.4346657,City/Town
Markelivka,50.8879423,24.4060151,City/Town
Piatydni,50.8551545,24.2187416,City/Town
Khrypalychi,50.8530038,24.2458944,City/Town
Rohozhany,50.7961591,24.0959241,City/Town
Izov,50.8263939,24.0990508,City/Town
Selets,50.7635376,24.3904504,City/Town
Mariia-Volia,50.7385943,24.4366827,City/Town
Chesnyi Khrest,50.7462481,24.4006337,City/Town
Stenzharychi,50.9390857,24.1165426,City/Town
Zabolottia,50.976504,24.1819068,City/Town
Turivka,50.9530095,24.1655755,City/Town
Polumiane,50.9249242,24.1052969,City/Town
Khmelivka,50.7849335,24.4414044,City/Town
Zhytani,50.7936256,24.4001215,City/Town
Nekhvoroshcha,50.7428356,24.5064042,City/Town
Khmeliv,50.7800625,24.4771912,City/Town
Khobultova,50.8123046,24.4526263,City/Town
Mykulychi,50.7830159,24.5198744,City/Town
Pidhaitsi,50.8019369,24.4701848,City/Town
Khotiachiv,50.8352015,24.1627938,City/Town
Darnytske,50.8206903,24.1569017,City/Town
Rusiv,50.8303086,24.1463803,City/Town
Horokhiv,50.4998841,24.7597034,City/Town
Berestechko,50.3549961,25.1278715,City/Town
Marianivka,50.454832,24.8052409,City/Town
Senkevychivka,50.5288883,25.041219,City/Town
Berezhanka,50.6016779,24.9737734,City/Town
Brany,50.4093762,24.7568797,City/Town
Boryskovychi,50.422075,24.7909626,City/Town
Dovhiv,50.4272859,24.739867,City/Town
Buzhany,50.3611204,24.8175835,City/Town
Rzhyshchiv,50.351269,24.7638523,City/Town
Vatyn,50.6489337,24.8771306,City/Town
Vatynets,50.6627539,24.8988102,City/Town
Halychany,50.4483944,24.9037708,City/Town
Novyi Zboryshiv,50.4077353,24.9471691,City/Town
Khmelnytske,50.4478667,24.9406105,City/Town
Horishnie,50.4598809,25.0562705,City/Town
Ivanivka,50.4427345,25.0505616,City/Town
Novostav,50.4468813,25.0995698,City/Town
Hubyn Pershyi,50.5502504,25.0478408,City/Town
Nyvy-Hubynski,50.5345072,25.0791381,City/Town
Zhuravnyky,50.422346,24.6798446,City/Town
Volytsia-Druzhkopilska,50.4177181,24.6962887,City/Town
Zhabche,50.4910426,25.1371888,City/Town
Serhiivka,50.5066568,25.1429879,City/Town
Zvyniache,50.5005641,24.904392,City/Town
Krasiv,50.4645295,24.9420928,City/Town
Kvasiv,50.4378662,24.639228,City/Town
Kryzhova,50.4500065,24.6049806,City/Town
Okhlopiv,50.4556864,24.6378176,City/Town
Kolodezhe,50.5043363,25.0858992,City/Town
Natalyn,50.4895297,25.0642161,City/Town
Lemeshiv,50.5659428,24.6699072,City/Town
Koziatyn,50.5732942,24.6582808,City/Town
Lobachivka,50.4194678,24.9778583,City/Town
Volytsia-Lobachivska,50.4283068,25.0144838,City/Town
Kolmiv,50.4444826,25.009589,City/Town
Merva,50.3487372,25.06354,City/Town
Burkachi,50.3525232,25.0238189,City/Town
Dykovyny,50.3801241,24.9862116,City/Town
Kutriv,50.3461686,25.1045517,City/Town
Myrkiv,50.5284985,24.6998247,City/Town
Myrne,50.6044162,24.9211223,City/Town
Desiatyna,50.5846786,24.9554609,City/Town
Mykhlyn,50.5946943,25.0338886,City/Town
Zahai,50.6079806,25.0638867,City/Town
Marusia,50.6141851,25.002725,City/Town
Novosilky,50.4677615,24.9914618,City/Town
Kovban,50.5087664,25.0028409,City/Town
Kumovyshche,50.4566474,25.0078777,City/Town
Myslyni,50.489309,24.9584891,City/Town
Vilkhivka,50.5336552,24.930804,City/Town
Dibrova,50.5309292,24.997894,City/Town
Sofiivka,50.552541,24.9560595,City/Town
Yarivka,50.5484851,24.9010754,City/Town
Peremyl,50.3967321,25.1601795,City/Town
Bohunivka,50.4061638,25.1178148,City/Town
Humnyshche,50.4119276,25.162975,City/Town
Lypa,50.4409447,25.1311072,City/Town
Staryky,50.3655299,25.1265691,City/Town
Pisky,50.3481647,25.1186941,City/Town
Antonivka,50.2997366,25.0929478,City/Town
Hektary,50.3151177,25.1083949,City/Town
Pechykhvosty,50.5017189,24.6152393,City/Town
Poliukhne,50.5020953,24.6630569,City/Town
Skabarivshchyna,50.4767794,24.6587459,City/Town
Strilche,50.5110211,24.5761988,City/Town
Pirvanche,50.5028993,24.7021389,City/Town
Pidberezzia,50.5324064,24.6205027,City/Town
Pustomyty,50.5935774,24.8594036,City/Town
Zelenoluzhne,50.609791,24.8534204,City/Town
Umantsi,50.617529,24.885729,City/Town
Rachyn,50.5682475,24.732086,City/Town
Ozertsi,50.5648238,24.773137,City/Town
Skirche,50.6398053,24.9679181,City/Town
Zhukovets,50.6683713,24.9401974,City/Town
Skobelka,50.5105886,24.7825419,City/Town
Bystrovytsia,50.5148944,24.8324258,City/Town
Markovychi,50.5322738,24.7328411,City/Town
Skryhove,50.3606435,24.9140193,City/Town
Pylhany,50.3670851,24.8843997,City/Town
Smoliava,50.4034371,25.0913494,City/Town
Zelene,50.3939576,25.0398991,City/Town
Tereshkivtsi,50.5469062,24.8634519,City/Town
Oshchiv,50.5277102,24.8881333,City/Town
Uhryniv,50.5709078,25.0526624,City/Town
Dubova Korchma,50.5506879,25.1188849,City/Town
Kholoniv,50.4812538,24.8385473,City/Town
Starostav,50.4934072,24.8036869,City/Town
Tsehiv,50.4572941,24.7867582,City/Town
Borochyche,50.4401254,24.8251047,City/Town
Siltse,50.4627129,24.7056155,City/Town
Shyroke,50.4152434,24.8593917,City/Town
Shklyn,50.5738902,25.002253,City/Town
Shklyn Druhyi,50.5451956,24.9733224,City/Town
Ivanychi,50.6391209,24.3580734,City/Town
Dolynka,50.6088989,24.3671343,City/Town
Romanivka,50.617269,24.3502261,City/Town
Buzhanka,50.7520328,24.1261754,City/Town
Bortniv,50.7731913,24.1096097,City/Town
Verkhniv,50.762967,24.1604678,City/Town
Ivaniv,50.7957939,24.1213046,City/Town
Shakhtarske,50.7303403,24.1407564,City/Town
Hrybovytsia,50.6852127,24.2427488,City/Town
Hriady,50.7294459,24.2254947,City/Town
Kropyvshchyna,50.7158997,24.2292943,City/Town
Nyzkynychi,50.7308085,24.1834081,City/Town
Tyshkovychi,50.7219422,24.1992773,City/Town
Khreniv,50.7420909,24.2255923,City/Town
Zhashkovychi,50.6677166,24.4944927,City/Town
Zabolottsi,50.6336429,24.2674469,City/Town
Bilychi,50.655804,24.2657424,City/Town
Zavydiv,50.5883757,24.595319,City/Town
Zastavne,50.5982202,24.265335,City/Town
Kolona,50.6702978,24.5358721,City/Town
Volytsia,50.6694315,24.5166743,City/Town
Lytovezh,50.6274974,24.185808,City/Town
Lukovychi,50.7143616,24.4891538,City/Town
Buzhkovychi,50.7222241,24.4442095,City/Town
Oryshchi,50.6898251,24.4630822,City/Town
Myliatyn,50.558711,24.5341555,City/Town
Hrushiv,50.5617412,24.4790878,City/Town
Movnyky,50.6620993,24.1300483,City/Town
Krechiv,50.6812614,24.0904846,City/Town
Morozovychi,50.7087207,24.1214607,City/Town
Volytsia-Morozovytska,50.7194535,24.1091627,City/Town
Rusovychi,50.7176435,24.1359562,City/Town
Myshiv,50.6835593,24.323547,City/Town
Drevyni,50.667933,24.3536436,City/Town
Ivanivka,50.6998933,24.3831084,City/Town
Luhove,50.6639104,24.3875874,City/Town
Pavlivka,50.6238705,24.4593041,City/Town
Samovolia,50.5774479,24.4206526,City/Town
Starosillia,50.6311323,24.4360507,City/Town
Pereslavychi,50.6110235,24.503313,City/Town
Trubky,50.5808472,24.4935027,City/Town
Poromiv,50.7516445,24.083678,City/Town
Lezhnytsia,50.734895,24.0982749,City/Town
Mlynyshche,50.7396086,24.0500538,City/Town
Petrove,50.759621,24.0484548,City/Town
Mykhalie,50.7282366,24.0716654,City/Town
Radovychi,50.6645334,24.4431335,City/Town
Shcheniatyn,50.6694662,24.4105768,City/Town
Rykovychi,50.6296976,24.5559478,City/Town
Sosnyna,50.7159999,24.3122666,City/Town
Menchychi,50.7060382,24.3425277,City/Town
Stara Lishnia,50.6849271,24.1693897,City/Town
Budiatychi,50.7087374,24.1732207,City/Town
Kosmivka,50.697745,24.173868,City/Town
Nova Lishnia,50.6872434,24.1959915,City/Town
Osmylovychi,50.6871068,24.1499625,City/Town
Staryi Porytsk,50.6321776,24.4914264,City/Town
Klopochyn,50.6386934,24.461587,City/Town
Topylyshche,50.6143007,24.5977487,City/Town
Kamin-Kashyrskyi,51.6251557,24.9673211,City/Town
Oleksiivka,51.6405047,24.9614202,City/Town
Pidtsyria,51.5910053,24.9613387,City/Town
Borovne,51.5085165,25.2791212,City/Town
Zhytnivka,51.5228685,25.2333839,City/Town
Nadrichne,51.493474,25.2891092,City/Town
Bronytsia,51.6527675,25.1622271,City/Town
Krymne,51.6621228,25.1810453,City/Town
Buzaky,51.6363985,24.8263176,City/Town
Krasnylivka,51.6149505,24.8101321,City/Town
Velykyi Obzyr,51.4551611,25.2116069,City/Town
Malyi Obzyr,51.4406842,25.2346047,City/Town
Stobykhva,51.3962398,25.183397,City/Town
Verkhy,51.4606079,25.1056882,City/Town
Voiehoshcha,51.6568728,25.1154202,City/Town
Vorokomle,51.7059154,25.0676687,City/Town
Vyderta,51.7371824,25.0228117,City/Town
Vydrychi,51.6420186,24.7688042,City/Town
Dubrovytsia,51.6653051,24.7746625,City/Town
Teklyne,51.6243394,24.7927435,City/Town
Hrudky,51.6804021,24.9407294,City/Town
Huta-Borovenska,51.5760089,25.222545,City/Town
Mali Holoby,51.5809866,25.1911099,City/Town
Dobre,51.690652,24.787626,City/Town
Zalissia,51.5455062,24.9423342,City/Town
Karasyn,51.3962184,25.0069785,City/Town
Karpylivka,51.3967101,25.0316188,City/Town
Kachyn,51.4857742,24.8104941,City/Town
Stavyshche,51.519407,24.7754386,City/Town
Oleksandriia,51.5044003,24.8500424,City/Town
Klitytsk,51.5621175,25.002525,City/Town
Huta-Kaminska,51.5909231,25.0357349,City/Town
Yalovatsk,51.5506175,24.9967693,City/Town
Lychyny,51.4491119,24.7851673,City/Town
Melnyky-Mostyshche,51.6857585,24.8348593,City/Town
Mostyshche,51.6558945,24.8227957,City/Town
Novi Chervyshcha,51.581636,25.3920624,City/Town
Rudka-Chervynska,51.5754495,25.3525113,City/Town
Nuino,51.5367005,24.8951777,City/Town
Olenyne,51.5358748,25.3190902,City/Town
Osivtsi,51.6752608,24.9098823,City/Town
Zalazko,51.6484613,24.8848091,City/Town
Olshany,51.6881611,24.9096956,City/Town
Pishchane,51.5077051,25.1679517,City/Town
Pnivne,51.6828547,25.2671469,City/Town
Vynimok,51.6916517,25.2160214,City/Town
Volytsia,51.6806435,25.2954054,City/Town
Horodok,51.6903941,25.2771463,City/Town
Sosnivka,51.6925248,25.2550061,City/Town
Farynky,51.6667675,25.2703001,City/Town
Polytsi,51.5644565,25.1305791,City/Town
Ivanomysl,51.5869136,25.1091779,City/Town
Rakiv Lis,51.6220983,24.9204174,City/Town
