name,latitude,longitude,inf_type,population
Kostryna,48.9441036,22.5992015,City/Town,
Kostrynska Roztoka,48.9452198,22.6214239,City/Town,
Kostryzhivka,48.6593197,25.7061271,City/Town,
Kostuvate,48.0684411,31.7068357,City/Town,
Kostychany,48.2266974,26.5083977,City/Town,
Kostychi,47.282173,32.211481,City/Town,
Kostylivka,47.9751032,24.2118511,City/Town,
Kostylnyky,49.674191,23.3008773,City/Town,
Kostyntsi,48.2832213,25.6356687,City/Town,
Kostyrine,45.1520173,36.3695114,City/Town,
Kostyriv,51.4493815,32.7074383,City/Town,
Kostyrka,47.394158,33.5524211,City/Town,
Kosy,48.4707361,28.0155109,City/Town,
Kosy-Slobidka,47.6522303,29.4631993,City/Town,
Kosychi,49.7699518,24.4861643,City/Town,
Kosykh,46.4648343,35.2817117,City/Town,
Kosykivtsi,48.7170593,27.103497,City/Town,
Kosyno,48.5161747,22.7859759,City/Town,
Kosynske,52.0409195,33.832457,City/Town,
Kosytsi,51.8366633,24.4406316,City/Town,
Koteleve,48.2819479,26.3563583,City/Town,
Kotelevka,50.0358831,34.9217085,City/Town,
Kotelianka,50.0400022,27.613744,City/Town,
Kotelnykove,45.367739,34.0261654,City/Town,
Kotelnytsia,48.8205113,23.0734712,City/Town,
Kotelva,50.0637955,34.7607951,City/Town,
Kotenky,51.0380779,34.3468027,City/Town,
Kotiurzhyntsi,50.1558855,27.642321,City/Town,
Kotiuzhany,48.7700886,27.7016437,City/Town,
Kotiuzhyntsi,49.4861622,28.6206682,City/Town,
Kotiuzhyny,49.9091517,25.8433529,City/Town,
Kotiv,49.3523181,24.9655956,City/Town,
Kotivka,49.9725041,28.889937,City/Town,
Kotliareve,46.8845702,32.2134746,City/Town,
Kotliarevske,47.4724693,38.2912639,City/Town,
Kotliari,50.0667266,33.5203361,City/Town,
Kotliarivka,47.122049,36.2536268,City/Town,
Kotliarivske,48.1922777,35.6293029,City/Town,
Kotliarka,50.027347,29.3326645,City/Town,
Kotliary,49.9066474,36.2953024,City/Town,
Kotlovyna,45.5062267,28.5739961,City/Town,
Kotlubaivka,48.5199075,27.966732,City/Town,
Kotlyne,48.2537468,37.0494463,City/Town,
Kotoryny,49.2109266,24.3917638,City/Town,
Kotova,49.0908853,27.7031692,City/Town,
Kotovane,49.4397534,23.3455083,City/Town,
Kotovka,49.1357303,34.9381892,City/Town,
Kotovske,45.6975333,33.1666415,City/Town,
Kotsiubynchyky,48.958216,26.16288,City/Town,
Kotsiubynske,50.4896726,30.3390704,City/Town,
Kotsiubyntsi,49.0724877,25.9775933,City/Town,
Kotsiury,51.1976965,23.9825182,City/Town,
Kotsupiivka,50.5652065,33.66804,City/Town,
Kotsuriv,49.7131006,24.2908673,City/Town,
Kotush,51.7668009,24.8019006,City/Town,
Kotuziv,49.2355185,25.3099766,City/Town,
Koty,50.1951155,25.4409805,City/Town,
Kotykivka,48.6804298,25.5105354,City/Town,
Kotyra,51.8491704,25.7490319,City/Town,
Kovalchukivka,49.9690584,35.1676347,City/Town,
Kovalenkivka,49.0387097,34.0356938,City/Town,
Kovalenky,49.8949035,27.9082079,City/Town,
Kovaleve,49.9161266,34.8738783,City/Town,
Kovali,49.2943451,33.5164946,City/Town,
Kovalivka,49.2971791,26.6589826,City/Town,
Kovalivshchyna,50.803195,28.6723346,City/Town,
Kovalivske,49.910969,35.0943813,City/Town,
Kovalove,50.9575375,32.72193,City/Town,
Kovalykha,49.1402727,31.7900683,City/Town,
Kovalyn,50.074346,31.2013559,City/Town,
Kovanchyk,49.5554326,34.3479554,City/Town,
Kovanka,51.3871042,28.0914304,City/Town,
Kovankivka,49.6778306,34.6747138,City/Town,
Kovban,50.5087664,25.0028409,City/Town,
Kovbashchyna,50.8460506,28.4862835,City/Town,
Kovbasova Poliana,48.0900145,30.0699055,City/Town,
Kovbasyne,51.579541,33.561536,City/Town,
Kovchyn,51.4488209,31.6975853,City/Town,
Kovel,51.2120538,24.708894,City/Town,67991
Koverdyna Balka,49.9470117,34.1026657,City/Town,
Koverivka,49.8983879,35.6586917,City/Town,
Kovhanivka,50.3597983,29.6307716,City/Town,
Koviahy,49.9029495,35.563155,City/Town,
Koviari,49.7354633,24.0075106,City/Town,
Kovnirivshchyna,49.5000712,33.4761475,City/Town,
Kovpakivka,49.1377517,35.0255805,City/Town,
Kovpakove,48.1935194,39.1084558,City/Town,
Kovpaky,49.0918543,39.017698,City/Town,
Kovpyn Stavok,50.073688,25.0625549,City/Town,
Kovpynka,52.2200292,33.2346097,City/Town,
Kovpyta,51.3835776,30.8631688,City/Town,
Kovrai,49.4728373,32.4159772,City/Town,
Kovrai Druhyi,49.7775364,31.9203054,City/Town,
Kovraiski Khutory,49.7563693,31.9123101,City/Town,
Kovrove,45.6144243,34.9011803,City/Town,
Kovske,47.2371644,38.2372023,City/Town,
Kovtunivka,50.478703,32.2799569,City/Town,
Kovtunove,51.844519,33.4121912,City/Town,
Kovtuny,49.7618875,32.0603723,City/Town,
Kovylne,46.4952567,34.1495164,City/Town,
Kovynychi,49.6215567,23.2327652,City/Town,
Kovzhyzha,49.835138,34.7866949,City/Town,
Koza,47.0147574,36.4947989,City/Town,
Kozacha Lopan,50.335925,36.189667,City/Town,
Kozachany,48.7669176,31.3107596,City/Town,
Kozachchyna,48.8572297,26.0025031,City/Town,
Kozache,50.0217652,32.6794185,City/Town,
Kozachenkivka,49.78178,35.6473664,City/Town,
Kozachi Laheri,46.7032737,32.9769348,City/Town,
Kozachi Maidany,49.3839012,35.7891003,City/Town,
Kozachka,49.5983481,36.2033464,City/Town,
Kozachky,49.8550764,26.1571485,City/Town,
Kozachyi,48.887954,39.5777619,City/Town,
Kozachyi Hai,48.4120038,35.6340772,City/Town,
Kozachyi Yar,47.6821431,30.2613835,City/Town,
Kozak,50.3420874,28.9605773,City/Town,
Kozakivka,48.2209711,39.0357825,City/Town,
Kozakivske,48.0198637,35.4704799,City/Town,
Kozakova Balka,48.4947902,31.2563835,City/Town,
Kozakove,47.0549497,30.0721276,City/Town,
Kozaky,49.796956,24.9853556,City/Town,
Kozari,49.2483585,24.4565856,City/Town,
Kozarivka,49.7605307,31.2506834,City/Town,
Kozarovychi,50.7590127,30.3381734,City/Town,
Kozary,50.9400877,31.4025756,City/Town,
Kozaryk,49.8495231,38.2705354,City/Town,
Kozatske,49.3431081,35.8625335,City/Town,
Kozelets,50.9174653,31.1089602,City/Town,
Kozelne,50.7450786,34.0889508,City/Town,
Kozelshchyna,49.4418144,34.6716645,City/Town,
Kozerohy,51.3084268,31.0393534,City/Town,
Kozhanka,49.9681495,29.7625755,City/Town,
Kozhenyky,49.7291482,30.230855,City/Town,
Kozhevnia,47.8794801,38.9240173,City/Town,
Kozhukhiv,49.4593185,27.9295385,City/Town,
Kozhukhivka,50.2576264,30.2343925,City/Town,
Kozhumiaky,47.2471116,34.2252647,City/Town,
Kozhushky,50.4558462,27.5118346,City/Town,
Kozhychi,49.8897221,23.8658303,City/Town,
Koziari,49.6411686,26.0836029,City/Town,
Koziatyn,49.7106162,28.8295294,City/Town,
Koziivka,50.0803319,30.6862017,City/Town,
Koziutivka,49.4518735,37.2767062,City/Town,
Kozivka,49.4576943,25.1049752,City/Town,
Kozlianychi,51.7330513,32.5620302,City/Town,
Kozliv,48.4787989,27.5219938,City/Town,
Kozlivka,48.2254812,29.057084,City/Town,
Kozlivshchyna,49.7791565,34.7444952,City/Town,
Kozlivske,47.9126227,32.4352657,City/Town,
Kozlove,47.0745509,30.4555976,City/Town,
Kozlyn,50.71811,26.4278491,City/Town,
Kozlynychi,51.2448188,25.0361057,City/Town,
Kozodub,48.4179127,34.2559324,City/Town,
Kozoluhivka,47.1080273,35.792873,City/Town,
Kozorizy,49.9814865,32.3242038,City/Town,
Kozova,48.951359,23.3522035,City/Town,
Kozovata,51.8812227,24.5846088,City/Town,
Kozubivka,47.5405892,31.1461059,City/Town,
Kozuby,49.3263324,34.1797061,City/Town,
Kozuli,51.4645285,28.3753246,City/Town,
Kozulka,50.0382847,23.7866918,City/Town,
Kozychanka,50.2601778,29.7686167,City/Town,
Kozylivka,51.8771397,32.7175303,City/Town,
Kozylivshchyna,51.9488889,32.7062412,City/Town,
Kozyn,50.1460894,26.4099158,City/Town,
Kozyna,49.0765288,24.7503046,City/Town,
Kozyntsi,48.4495584,29.1518228,City/Town,
Kozyriany,48.3671158,26.6442152,City/Town,
Kozyriv,49.1043265,36.1969001,City/Town,
Kozyrivka,48.3737642,32.4021603,City/Town,
Kozyrka,46.8088307,31.8772696,City/Town,
Kozyrshchyna,49.0398865,35.3017343,City/Town,
Krachanivka,49.9441099,27.3100667,City/Town,
Krachkivka,49.0344494,30.4315795,City/Town,
Krachky,49.5442128,26.6835297,City/Town,
Krainia Derazhnia,50.5620739,27.2556157,City/Town,
Krainia Martynka,48.4131124,23.0069983,City/Town,
Krainie,45.2278936,33.8332555,City/Town,
Krainykovo,48.1189944,23.4420913,City/Town,
Kraiv,50.4687522,26.470855,City/Town,
Kraivshchyna,50.73298,28.3381514,City/Town,
Krakivshchyna,50.2409498,29.5679781,City/Town,
Krakovets,49.9614325,23.1585484,City/Town,
Kramarenky,49.1750565,33.6116786,City/Town,
Kramarivka,49.2777014,37.2675981,City/Town,
Kramarka,48.9390804,35.1020771,City/Town,
Kramarshchyna,50.4402288,33.8107789,City/Town,
Kramatorsk,48.7319907,37.5824734,City/Town,
Kramatorsk Airport,48.706799,37.630922,small_airport,
Kramchanka,50.4539506,35.2533558,City/Town,
Krasavych,47.0086042,34.7529393,City/Town,
Krasenivka,49.8224136,32.3955263,City/Town,
Krasiatychi,51.0744055,29.6548364,City/Town,
Krasichyn,50.1076276,24.2032633,City/Town,
Krasiiv,49.0578434,25.03039,City/Town,
Krasiuky,49.5978249,30.3138638,City/Town,
Krasiv,50.4645295,24.9420928,City/Town,
Krasivka,49.868586,26.9671174,City/Town,
Krasivske,47.8957251,33.591264,City/Town,
Kraska,51.5817775,24.3172091,City/Town,
Kraskivske,51.7355479,30.9715195,City/Town,
Krasliany,50.5677626,32.6734344,City/Town,
Krasna,49.6069608,25.1781063,City/Town,
Krasna Balka,48.0931798,33.4297673,City/Town,
Krasna Dolyna,45.4371864,34.5153924,City/Town,
Krasna Hirka,51.9789111,33.2400999,City/Town,
Krasna Hora,48.660755,38.0171661,City/Town,
Krasna Kosa,46.3349158,30.0935065,City/Town,
Krasna Luka,50.4264358,33.9777722,City/Town,
Krasna Poliana,45.4736965,34.1279865,City/Town,
Krasna Slobidka,50.0231864,30.5926617,City/Town,
Krasna Sloboda,44.9848495,34.7423552,City/Town,
Krasna Talivka,48.8523301,39.8474822,City/Town,
Krasna Volia,48.3843806,33.6262538,City/Town,
Krasna Zoria,48.1407001,38.1144953,City/Town,
Krasna Zorka,45.1268353,34.0395912,City/Town,
Krasne,49.0806949,34.2580201,City/Town,
Krasne Pershe,50.0801979,30.6728382,City/Town,
Krasne Pole,49.6695222,39.5193023,City/Town,
Krasnenke,49.0229038,29.1342026,City/Town,
Krasni Lozy,52.2103209,32.3610265,City/Town,
Krasnianka,48.8621572,28.3370378,City/Town,
Krasnianske,49.1719559,35.6913569,City/Town,
Krasnivka,45.2464441,35.3019668,City/Town,
Krasnoarmiiske,45.992275,34.0318859,City/Town,
Krasnobirka,50.5897954,29.2940901,City/Town,
Krasnodarka,45.6084295,34.0851951,City/Town,
Krasnodarskyi,48.2966241,39.9710388,City/Town,
Krasnodolne,45.5795153,34.3621297,City/Town,
Krasnodon,48.2951439,39.7296772,City/Town,42582
Krasnodubia,51.2513695,24.5023699,City/Town,
Krasnoflotske,45.3176541,34.944285,City/Town,
Krasnohirka,49.9209846,29.3678433,City/Town,
Krasnohirske,45.0031086,34.3462344,City/Town,
Krasnohorivka,48.4585768,36.6979629,City/Town,
Krasnohorodka,49.3834244,30.6819559,City/Town,
Krasnohrad,49.3741326,35.4494234,City/Town,20013
Krasnohryhorivka,49.6760938,38.4168672,City/Town,
Krasnohvardiiske,45.4869963,34.2911292,City/Town,
Krasnoiarka,47.8413661,31.5143055,City/Town,
Krasnoiarske,52.2448931,33.4171027,City/Town,
Krasnoillia,48.1202742,24.9045033,City/Town,
Krasnoilsk,48.0152165,25.574487,City/Town,
Krasnoivanivka,48.3549297,33.7426483,City/Town,
Krasnokamianka,44.9246084,35.0735606,City/Town,
Krasnokutsk,50.0613632,35.1477343,City/Town,
Krasnolissia,44.8384279,34.2260462,City/Town,
Krasnolisy,49.8714964,29.7854002,City/Town,
Krasnoliubetsk,47.1216301,32.9616977,City/Town,
Krasnoluka,49.8987001,26.0636482,City/Town,
Krasnolutskyi,48.1456358,38.9901169,City/Town,
Krasnopavlivka,49.1355281,36.3186098,City/Town,
Krasnopavlivske,49.2057242,36.3133859,City/Town,
Krasnoperekopsk,45.9580695,33.8009867,City/Town,
Krasnopil,47.2999938,29.8052093,City/Town,
Krasnopilka,48.7983981,29.7233598,City/Town,
Krasnopillia,50.7673259,35.2651335,City/Town,
Krasnopodillia,48.4188816,37.0867103,City/Town,
Krasnopolivka,48.7296792,38.0455384,City/Town,
Krasnopushcha,49.6071569,24.9434107,City/Town,
Krasnorichenske,49.2118949,38.2045242,City/Town,
Krasnorichka,50.6041931,28.5872385,City/Town,
Krasnoselivka,47.6142008,36.5676981,City/Town,
Krasnoshchokove,48.1802126,36.1813357,City/Town,
Krasnosilka,48.8808673,31.9792587,City/Town,
Krasnosillia,49.1644896,32.5464101,City/Town,
Krasnosilske,47.0398278,33.2884791,City/Town,
Krasnosiltsi,49.7128465,25.8228459,City/Town,
Krasnostav,50.40936,27.1815035,City/Town,
Krasnostavtsi,48.5354067,25.4874226,City/Town,
Krasnotorka,48.6786034,37.5229919,City/Town,
Krasnovolia,51.2858149,24.5892695,City/Town,
Krasnovolytsia,50.0308907,28.0150221,City/Town,
Krasnoznamianka,45.2879987,33.9975624,City/Town,
Krasnyi Bir,51.6198203,23.6470524,City/Town,
Krasnyi Derkul,48.8664262,39.8175208,City/Town,
Krasnyi Khutir,52.2867045,33.034852,City/Town,
Krasnyi Koliadyn,50.9486501,33.0470905,City/Town,
Krasnyi Kut,48.2161145,38.7918656,City/Town,
Krasnyi Luch,48.1790971,38.8818684,City/Town,79764
Krasnyi Luh,48.4714718,33.650954,City/Town,
Krasnyi Lyman,48.7210179,38.9769565,City/Town,
Krasnyi Mak,44.6457507,33.7824359,City/Town,
Krasnyi Partyzan,45.4012007,34.2201254,City/Town,
Krasnyi Pid,47.7602415,33.4615376,City/Town,
Krasnyi Rih,50.7655529,30.0364785,City/Town,
Krasnyi Yar,50.3378401,37.4092894,City/Town,
Krasnyk,48.1349855,24.7609929,City/Town,
Krasnylivka,51.6149505,24.8101321,City/Town,
Krasnytsia,49.6057012,23.1684233,City/Town,
Krasulia,50.3678975,27.3492767,City/Town,
Krasychka,52.184067,33.7606046,City/Town,
Krasyliv,49.6555755,26.9740478,City/Town,
Krasylivka,50.6737441,27.4398056,City/Town,
Krasylivske,50.673991,27.3952188,City/Town,
Krasyve,49.2799638,36.4770631,City/Town,
Krat,51.0238118,24.2417337,City/Town,
Kratova Hovtva,49.8738132,34.5102292,City/Town,
Kratyn,51.7799766,30.841911,City/Town,
Kravchenkove,51.6093978,33.9466515,City/Town,
Kravchenky,49.5307974,33.6826324,City/Town,
Kravchykha,50.8946124,32.0333207,City/Town,
Kravtsi,47.6618751,33.4196756,City/Town,
Kravtsivka,49.5626178,37.3279846,City/Town,
Kravtsove,49.75655,36.1019541,City/Town,
Krechiv,50.6812614,24.0904846,City/Town,
Kreidiane,49.2993315,39.6610169,City/Town,
Kreidianka,49.4363359,36.773452,City/Town,
Krekhaiv,50.7968329,30.7861444,City/Town,
Krekhiv,49.2412204,24.1526014,City/Town,
Krekhovychi,49.0065748,24.1478237,City/Town,
Kremenchuk,49.09285285,33.43081884909263,City/Town,217710
Kremenchuky,49.8059324,26.9778484,City/Town,
Kremenchuvate,48.1320865,32.3001231,City/Town,
Kremenets,50.9140182,25.2157256,City/Town,
Kremenivka,49.0680951,34.840325,City/Town,
Kremenyshche,50.2970292,30.4626778,City/Town,
Kremesh,50.6773576,24.7036228,City/Town,
Kremianka,50.0094887,33.2649179,City/Town,
Kreminets,47.9164423,37.6188931,City/Town,
Kreminianski Khutory,49.2054122,26.4352697,City/Town,
Kreminna,49.0445949,38.2137875,City/Town,
Kreminna Balka,48.0713244,37.2831149,City/Town,
Kreminne,48.4644477,27.5998638,City/Town,
Kremne,51.0564823,28.2311246,City/Town,
Kremnivka,45.468764,34.085577,City/Town,
Kremskyi Buhor,52.2247123,33.2956638,City/Town,
Kremydiv,49.1033301,24.9087745,City/Town,
Kremydivka,46.7368705,30.7888098,City/Town,
Kremydivka Airfield,46.758049,30.792846,small_airport,
Kreni,50.9508623,30.9619821,City/Town,
Krenychi,50.2316308,30.4988125,City/Town,
Krenydivka,52.2369962,33.4674041,City/Town,
Krepy,48.9314052,39.5053956,City/Town,
Krestianivka,45.7236032,33.9379144,City/Town,
Krestopivshchyna,51.9102385,31.7103342,City/Town,
Kretivtsi,49.634931,25.8414248,City/Town,
Krevelivka,49.900589,33.1647834,City/Town,
Kriachkivka,50.3006725,32.3043881,City/Town,
Kriachky,50.2129797,30.2895082,City/Town,
Kriakivka,48.7677861,38.8639198,City/Town,
Kriazhove,47.7348753,33.4715645,City/Town,
Kripenskyi,48.0762514,39.0532182,City/Town,
Kripke,45.9442249,33.9189882,City/Town,
Kriuchky,49.5160269,37.169525,City/Town,
Kriukivshchyna,50.3686884,30.3649641,City/Town,
Kriukove,49.657459,34.7440953,City/Town,
Krohulets,49.1017424,26.0120614,City/Town,
Krokhmalne,49.5723042,37.9141635,City/Town,
Krokhmaltsi,49.6425492,33.9466814,City/Town,
Krokva,48.4260946,26.6044228,City/Town,
Krolevets,51.5575794,33.3733127,City/Town,
Krolevets-Slobidka,52.060656,33.2024552,City/Town,
Krolivka,46.4140497,29.156056,City/Town,
Kropotkine,45.8016523,33.4809827,City/Town,
Kropy,50.1390335,23.9558679,City/Town,
Kropylnyky,49.6569303,23.2884339,City/Town,
Kropyvenka,50.6724895,28.5451805,City/Town,
Kropyvna,49.7647711,28.3052837,City/Town,
Kropyvne,50.9836631,31.8407366,City/Town,
Kropyvnia,48.6951979,28.1429387,City/Town,
Kropyvnyk,49.034172,24.258806,City/Town,
Kropyvnyky,51.5126844,24.0813658,City/Town,
Kropyvnytske,48.1639945,31.6933342,City/Town,
Kropyvnytskyi,48.5105805,32.2656283,City/Town,222695
Kropyvshchyna,50.7158997,24.2292943,City/Town,
Kropyvyntsi,50.7307016,33.3381129,City/Town,
Kropyvyshche,48.440826,25.100018,City/Town,
Krotivka,47.8821673,32.9741463,City/Town,
Krotivshchyna,49.773545,33.6028611,City/Town,
Krotoshyn,49.7429746,24.0852222,City/Town,
Kroty,50.3872411,32.4672031,City/Town,
Krovatka,50.924986,25.0765847,City/Town,
Krovne,51.0496867,34.7107785,City/Town,
Krovynka,49.3356557,25.6851784,City/Town,
Krucha,49.8604311,27.3526694,City/Town,
Kruchenets,50.469183,28.5012459,City/Town,
Kruchyk,50.1417357,35.4064946,City/Town,
Kruglaya Bukhta Heliport,44.6014149349,33.4506440163,heliport,
Kruhel,51.2609141,24.5192943,City/Town,
Kruhiv,49.8304624,25.1270297,City/Town,
Kruhle,49.4658204,38.4893117,City/Town,
Kruhle Ozero,50.1396922,33.8577002,City/Town,
Kruhliakivka,49.5326208,37.7111569,City/Town,
Kruhlianka,49.8048593,35.7420062,City/Town,
Kruhloozerka,46.1325015,32.3927059,City/Town,
Kruhlyi,47.9591105,24.1897403,City/Town,
Kruhlyk,48.0099574,35.159283,City/Town,
Kruhlyky,49.6038402,27.2259519,City/Town,
Kruholets,50.0994057,26.1017073,City/Town,
Kruhy,48.837454,28.3300227,City/Town,
Kruk,50.6865075,28.326445,City/Town,
Krukenychi,49.6894498,23.1546635,City/Town,
Krukhynychi,50.7528946,24.6561301,City/Town,
Krukovets,49.6471662,23.597391,City/Town,
Kruky,50.0804194,25.4411007,City/Town,
Krupa,50.6740294,25.4302428,City/Town,
Krupchanske,49.5719711,39.4313468,City/Town,
Krupchatka,51.0922901,28.3818136,City/Town,
Krupchyne,50.0885693,35.8239472,City/Town,
Krupets,51.9215969,33.5379813,City/Town,
Krupianske,48.162173,26.070413,City/Town,
Krupoderyntsi,49.9186213,32.4829914,City/Town,
Krupove,51.5638499,26.4826784,City/Town,
Krupske,49.4627988,24.0309279,City/Town,
Krupychpole,50.9591472,32.4064788,City/Town,
Krupyn,49.5767111,27.8183062,City/Town,
Krupytsia,46.9925641,33.580894,City/Town,
Krushanivka,48.6659917,26.9327053,City/Town,
Krushelnytsia,49.1085167,23.4926377,City/Town,
Krushnyky,50.8072063,29.0751907,City/Town,
Krushynets,51.4132307,24.056575,City/Town,
Krushynivka,48.4868775,29.5835852,City/Town,
Krushynka,50.2307064,30.3663112,City/Town,
Kruta Balka,49.672973,35.4026452,City/Town,
Kruta Dolyna,50.0738559,23.8455491,City/Town,
Kruta Hora,48.6617705,39.1436394,City/Town,
Krute,48.117484,34.6936184,City/Town,
Krutenke,48.1605506,36.3405814,City/Town,
Krutenky,48.3712027,26.5508671,City/Town,
Kruti,47.9583811,29.2040117,City/Town,
Kruti Brody,49.1401045,27.0191157,City/Town,
Kruti Horby,49.4281287,30.6092826,City/Town,
Krutky,49.5656148,32.2119616,City/Town,
Krutniv,49.947432,25.4278252,City/Town,
Krutohorb,48.7414178,29.3406538,City/Town,
Krutoiarivka,46.3624045,29.8153131,City/Town,
Krutoiarka,48.1854644,35.8888046,City/Town,
Kruty,50.137139,28.3281686,City/Town,
Krutyi Bereh,47.8690458,34.1414115,City/Town,
Krutyi Yar,46.7731913,32.4854534,City/Town,
Krutyliv,49.2294025,26.197968,City/Town,
Kruzhkivtsi,48.8207213,27.1061696,City/Town,
Kruzhok,51.2988989,34.2039723,City/Town,
Kruzhyky,49.5317482,23.3019904,City/Town,
Kruzhylivka,48.5825096,39.793881,City/Town,
Krychanivka,48.5882901,27.8532911,City/Town,
Krychevychi,51.2796454,24.9687356,City/Town,
Krychka,48.6699756,24.3241422,City/Town,
Krychovo,48.1908029,23.5723107,City/Town,
Krychunove,47.9921873,30.1935041,City/Town,
Krychylsk,51.2476284,26.3599725,City/Town,
Krykhivtsi,48.9024849,24.6724162,City/Town,
Krykiv,49.0266304,26.2101853,City/Town,
Krykivtsi,48.98676,28.9946808,City/Town,
Kryklyvets,48.3221425,28.970024,City/Town,
Krykunka,48.2902663,31.2553401,City/Town,
Kryliv,50.5577503,26.965581,City/Town,
Krylivka,49.7949065,29.2042501,City/Town,
Krylivske,48.060825,35.0360763,City/Town,
Krylos,49.0915691,24.6940163,City/Town,
Krylovka,45.3100277,33.0856376,City/Town,
Krymka,46.9393803,36.4670116,City/Town,
Krymky,48.8528408,32.0635756,City/Town,
Krymne,51.6621228,25.1810453,City/Town,
Krymok,50.5649813,29.4053013,City/Town,
Krympulka,47.4563537,29.6481593,City/Town,
Krymska Roza,45.0576087,34.3598374,City/Town,
Krymske,48.7572336,38.756343,City/Town,
Krynivka,47.8688446,35.867361,City/Town,
Krynky,46.7241299,33.0564645,City/Town,
Kryntiata,49.1511097,23.2555201,City/Town,
Kryntsiliv,49.2276345,26.2027276,City/Town,
Krynychanka,47.0370706,33.2042166,City/Town,
Krynychanske,48.5955339,38.7550352,City/Town,
Krynychany,48.965451,26.5983354,City/Town,
Krynychky,49.2940019,38.7092304,City/Town,
Krynychna,48.1251669,38.0324396,City/Town,
Krynychne,49.4484734,36.7459021,City/Town,
Krynychuvate,47.9093816,34.3231408,City/Town,
Krynychuvatka,48.0415427,32.6180353,City/Town,
Krynytsi,48.6606603,37.1213332,City/Town,
Krynytsia,49.9011273,27.090297,City/Town,
Kryshchyntsi,48.7318435,28.9080199,City/Town,
Kryshtofivka,48.4144831,27.883748,City/Town,
Kryshtopivka,49.9948976,32.0899272,City/Town,
Kryshtopivske,48.9232517,29.3451621,City/Town,
Krysky,51.7364304,32.955196,City/Town,
Krysovychi,49.7586076,23.1468559,City/Town,
Krysyne,50.1090596,35.621891,City/Town,
Kryte,48.6095015,22.6990953,City/Town,
Kryulky,52.1857621,32.9298917,City/Town,
Kryva,48.1706418,23.2319846,City/Town,
Kryva Balka,46.1931673,29.8942872,City/Town,
Kryva Luka,48.872678,37.9019538,City/Town,
Kryva Pustosh,47.9308023,31.7224092,City/Town,
Kryva Ruda,49.5015432,32.8086906,City/Town,
Kryvachyntsi,49.4789995,26.4184196,City/Town,
Kryvbas,47.9346521,33.0641745,City/Town,
Kryvche,48.6980666,26.1115778,City/Town,
Kryvchunka,49.2377666,29.9608678,City/Town,
Kryvchyk,48.8066799,26.8300075,City/Town,
Kryvchyky,49.9254921,25.800916,City/Town,
Kryve,49.4117227,25.9689835,City/Town,
Kryve Ozero,47.9531933,30.3469908,City/Town,
Kryve Ozero Druhe,47.9271662,30.3429456,City/Town,
Kryvenke,49.000972,26.1118912,City/Town,
Kryvenkove,51.7856636,33.8802201,City/Town,
Kryvets,49.0742068,30.3352054,City/Town,
Kryvi Kolina,48.8069618,30.8563,City/Town,
Kryviaky,49.8506449,23.1358565,City/Town,
Kryvka,48.8794,23.0739865,City/Town,
Kryvky,49.6823105,34.1120747,City/Town,
Kryvlyn,51.176018,25.1162745,City/Town,
Kryvnia,49.5064689,24.5939698,City/Town,
Kryvobokove,48.0512655,36.3725248,City/Town,
Kryvobrody,48.4087196,25.1143404,City/Town,
Kryvokhyzhyntsi,48.8062687,27.5595493,City/Town,
Kryvoluka,50.0860042,26.7408009,City/Town,
Kryvonosivka,49.7788318,32.2846513,City/Town,
Kryvonosove,48.0770424,31.8942113,City/Town,
Kryvopillia,48.1961491,24.6974606,City/Town,
Kryvorivnia,48.1807756,24.8857207,City/Town,
Kryvorizhzhia,47.3755938,31.760779,City/Town,
Kryvorizke,48.0807723,35.8756831,City/Town,
Kryvoruchka,47.5346995,31.2281182,City/Town,
Kryvoruchky,49.8695453,34.2014255,City/Town,
Kryvorudka,49.8816002,26.6961199,City/Town,
Kryvoshyi,49.5918718,28.2085466,City/Town,
Kryvoshyintsi,49.7433694,29.4845608,City/Town,
Kryvoshyivka,49.4991112,38.0019822,City/Town,
Kryvotyn,50.9447295,28.0820731,City/Town,
Kryvovilka,49.8739523,26.4100668,City/Town,
Kryvtsi,49.6366445,33.459853,City/Town,
Kryvtsove,45.0723174,34.8576845,City/Town,
Kryvukha,50.4084305,25.6862469,City/Town,
Kryvusha,52.1852165,32.6797718,City/Town,
Kryvushi,49.0937387,33.3521969,City/Town,
Kryvychi,50.6326934,26.0620602,City/Town,
Kryvyi,48.2842404,23.3407857,City/Town,
Kryvyi Rih,46.4298679,34.2481394,City/Town,
Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,medium_airport,
Kryvytsia,51.556846,26.3857193,City/Town,
Kryvytske,50.9188936,31.0770733,City/Town,
Kryzhanivka,47.2876741,30.2238266,City/Town,
Kryzhchene,47.2987246,36.1466304,City/Town,
Kryzhi,50.1297453,25.4741636,City/Town,
Kryzhivka,51.0292166,25.3569675,City/Town,
Kryzhopil,48.377976,28.8697544,City/Town,
Kryzhopil Airstrip,48.35874,28.860397,small_airport,
Kryzhova,50.4500065,24.6049806,City/Town,
Kryzhovlyn,48.0805954,29.7044542,City/Town,
Kryzhyk,51.1250194,34.1254985,City/Town,
Kryzke,49.4536636,39.6249471,City/Town,
Ksaveriv,50.9634254,29.1479013,City/Town,
Ksaverivka,50.0381269,30.2076275,City/Town,
Ksaverivka Airfield,50.005647,30.197924,small_airport,
Ksaverivka Druha,50.0315299,30.1681238,City/Town,
Ksaverove,49.1902257,31.5162316,City/Town,
