title,link,description
"Live Updates: Costs of War Mount for Russia, and for Civilians in Ukraine",https://www.nytimes.com/live/2022/03/09/world/ukraine-russia-war,"Russia’s Central Bank limited withdrawals of foreign currency, hoping to shore up the plunging ruble as Western economic penalties take a serious toll. In Ukraine, efforts to evacuate civilians from battered cities resumed, but many remain trapped in the areas of heaviest fighting."
Live Updates: South Korea Presidential Race Too Close to Call,https://www.nytimes.com/live/2022/03/08/world/korean-election,"With less than one-tenth of ballots still to be tallied, Yoon Suk-yeol, the conservative candidate, had a slim lead over his liberal rival, Lee Jae-myung, early Thursday."
Russia’s Other Contest With the West: Economic Endurance,https://www.nytimes.com/2022/03/09/world/europe/russia-ukraine-economy.html,Which side can maintain domestic support as the war costs regular citizens could also determine the outcome in Ukraine.
"Assassinated in His Prime, an Iconic African Leader Haunts a Trial and His Country",https://www.nytimes.com/2022/03/09/world/africa/thomas-sankara-assassination-trial.html,"Thirty-five years after the killing of President Thomas Sankara of Burkina Faso, his supporters hope for justice. But the full truth about the murder, including any foreign role, is elusive."
Australia Flooding Declared a National Emergency,https://www.nytimes.com/2022/03/09/world/australia/nsw-floods.html,At least 20 people have died and tens of thousands have been ordered to evacuate as record rainfall continues to inundate the country’s eastern coast.
Hong Kong's Covid Crackdown Empties Stores and Sets Off Exodus,https://www.nytimes.com/2022/03/09/world/asia/hong-kong-covid-lockdown.html,A surge in cases has alarmed many residents. But the government’s mixed messaging about whether it will impose a lockdown has also been destabilizing.
Mexican Women Protest Femicides as President Warns Against Violence,https://www.nytimes.com/2022/03/09/world/americas/mexico-women-femicides.html,President Andrés Manuel López Obrador has been accused of not doing enough to stem the rise in violence against women.
How Russia’s War in Ukraine Complicates the Iran Nuclear Deal,https://www.nytimes.com/2022/03/08/world/europe/iran-nuclear-deal-russia-ukraine.html,"With the world eager to wean itself from Russian oil after the invasion of Ukraine, negotiators appeared close to signing a revived nuclear pact with Iran and lifting sanctions. Then Moscow put up a hurdle."
"Meet South Korea’s Swing Voters: Young, Broke and Angry",https://www.nytimes.com/2022/03/08/world/asia/south-korea-young-voters-election.html,"Frustrated over housing prices, a lack of job opportunities and a widening income gap, the once-reliable voting bloc is undecided and will most likely elect the next president."
Venezuela Releases Imprisoned Americans After Talks With U.S.,https://www.nytimes.com/2022/03/08/world/americas/venezuela-american-prisoner-release.html,"The release of Gustavo Cárdenas, an executive at the U.S. branch of Venezuela’s state oil company, and Jorge Alberto Fernández came after Biden officials moved to thaw relations with Venezuela, long a steadfast Russian ally."
"As Fighting Gets Closer, a Kyiv Hospital Treats the War’s Atrocities",https://www.nytimes.com/2022/03/08/world/europe/ukraine-kyiv-hospitals.html,"As Russian bombings have grown more indiscriminate, hospitals in Ukraine have become perilous places to work."
​South Korea’s Presidential Election: What to Watch,https://www.nytimes.com/explain/2022/03/08/world/south-korea-presidential-election,"​After a campaign marred by scandals and mudslinging, the country is set to elect its next president amid widespread voter discontent."
Two Days of Russian News Coverage: An Alternate Reality of War,https://www.nytimes.com/2022/03/08/world/europe/russia-ukraine-media.html,To watch news broadcasts of the fighting in Ukraine on the main state channels in Russia is to witness the extent of the Kremlin’s efforts to sanitize its war.
Moldova Fears It May Be Russia’s Next Target,https://www.nytimes.com/2022/03/08/world/europe/ukraine-moldova-russia-invasion.html,"Moldova has taken in more Ukrainians, per capita, than any other country. But the closer Russian troops get to Moldova, the more locals consider their own escape plans."
