titles,descriptions,links,pubDates
 Shanghai COVID lockdown threatens new export delays, Nearly a third of goods leaving the Port of Shanghai are held up due to a strict COVID lockdown. The delays are set to exacerbate a supply chain crisis that has caused shortages and price rises across the world., https://www.dw.com/en/shanghai-covid-lockdown-threatens-new-export-delays/a-61557795?maca=en-rss-en-all-1573-rdf, 2022-04-22T17:54:00Z
 World's biggest particle collider restarts after three-year break, The Large Hadron Collider has been restarted after a lengthy maintenance break. Upgrades will allow scientists to be able to smash protons into each other at greater speeds and collect more data., https://www.dw.com/en/world-s-biggest-particle-collider-restarts-after-three-year-break/a-61563358?maca=en-rss-en-all-1573-rdf, 2022-04-22T16:52:00Z
 Europe saw hottest summer on record in 2021," Countries were hit with ""severe and long-lasting"" heat waves last summer, EU scientists have revealed in a new report. Experts believe the conditions contributed to wildfires and deadly flooding across Europe in 2021.", https://www.dw.com/en/europe-saw-hottest-summer-on-record-in-2021/a-61561679?maca=en-rss-en-all-1573-rdf, 2022-04-22T16:28:00Z
 Mali: France says Russians buried bodies in smear effort, The French military says it has filmed Russian mercenaries burying bodies near an army base in northern Mali. France says it suspects the operation was part of a disinformation campaign against its troops., https://www.dw.com/en/mali-france-says-russians-buried-bodies-in-smear-effort/a-61562897?maca=en-rss-en-all-1573-rdf, 2022-04-22T16:21:00Z
 France elections: What you need to know, Emmanuel Macron and Marine Le Pen are going head-to-head in runoff presidential elections on Sunday. Here's what you need to know., https://www.dw.com/en/france-elections-what-you-need-to-know/a-61561714?maca=en-rss-en-all-1573-rdf, 2022-04-22T15:49:00Z
 Ukrainian refugees in Germany make Orthodox Easter unusually busy," Hundreds of thousands of Ukrainians have fled to Germany from the war. This weekend, they will celebrate Easter with other Orthodox Christians, where denominational boundaries lose their significance in desperate times.", https://www.dw.com/en/ukrainian-refugees-in-germany-make-orthodox-easter-unusually-busy/a-61561265?maca=en-rss-en-all-1573-rdf, 2022-04-22T15:14:00Z
 Let's talk about salt, Most people consume too much table salt — with potentially massive effects for their health. But it's possible to find a healthy balance., https://www.dw.com/en/let-s-talk-about-salt/a-61560081?maca=en-rss-en-all-1573-rdf, 2022-04-22T15:09:00Z
" Writing despite war, exile and fear of death"," Violence and repression impacts writers physically and mentally, but inspires some to turn trauma into words. On World Book Day, DW presents authors from Ukraine, Belarus and Iraq who have written through hardship.", https://www.dw.com/en/writing-despite-war-exile-and-fear-of-death/a-61557246?maca=en-rss-en-all-1573-rdf, 2022-04-22T14:20:00Z
 Kenya mourns former president Mwai Kibaki," Kenya's third president has died at the age of 90. Under Kibaki, the country experienced its bloodiest crisis but his legacy includes free schooling and a new constitution.", https://www.dw.com/en/kenya-mourns-former-president-mwai-kibaki/a-61560998?maca=en-rss-en-all-1573-rdf, 2022-04-22T14:06:00Z
 Macron or Le Pen: a tough choice for Africans in France, Around 1 in 20 of France's population is of African origin. Many of them are citizens and thus eligible to vote in Sunday's presidential runoff. DW has checked in on the diaspora in and around Paris., https://www.dw.com/en/macron-or-le-pen-a-tough-choice-for-africans-in-france/a-61559734?maca=en-rss-en-all-1573-rdf, 2022-04-22T13:49:00Z
" France: Voters face difficult choice between Macron, Le Pen"," Going into Sunday's winner-takes-all runoff vote, French President Emmanuel Macron is leading several polls. But nationalist Marine Le Pen is not far behind. Both are hoping to woo undecided leftist voters.", https://www.dw.com/en/france-voters-face-difficult-choice-between-macron-le-pen/a-61551006?maca=en-rss-en-all-1573-rdf, 2022-04-22T12:58:00Z
 So you want to live forever?," Spoiler: You probably won't be able to live forever, even if you want to. How about settling for a life free from age-related ailments like Alzheimer's or arthritis instead?", https://www.dw.com/en/so-you-want-to-live-forever/a-61556152?maca=en-rss-en-all-1573-rdf, 2022-04-22T12:42:00Z
 Vive la France!," On July 14, the French celebrate their national day, which commemorates the storming of the Bastille, the symbolic start of the French Revolution in 1789. We join the festivities with a pictorial trip through France.", https://www.dw.com/en/vive-la-france/a-19329296?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:45:00Z
 Turkey: Trial of jailed philanthropist Osman Kavala nears end, An Istanbul court has been hearing the final statements in a long-running case against Turkish entrepreneur Osman Kavala., https://www.dw.com/en/turkey-trial-of-jailed-philanthropist-osman-kavala-nears-end/a-61557455?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:43:00Z
 He made psychopaths cult: Jack Nicholson turns 85," ""Easy Rider,"" ""Chinatown,"" ""The Shining,"" ""Batman"" and more ... As Jack Nicholson celebrates his 85th birthday on April 22, here's a look back at some of the superstar's numerous iconic roles.", https://www.dw.com/en/he-made-psychopaths-cult-jack-nicholson-turns-85/a-38531647?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:24:00Z
 Germany's Baerbock calls for stronger NATO strategy in Baltics," The German foreign minister has wrapped up a Baltic tour in Lithuania saying Germany is ready to send more troops to the region to deter Russian aggression, calling the current response level concerning.", https://www.dw.com/en/germany-s-baerbock-calls-for-stronger-nato-strategy-in-baltics/a-61557467?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:23:00Z
 Why isn't ​Germany supplying Ukraine with heavy weapons?, The criticism against German Chancellor Olaf Scholz has been unrelenting. He's been accused of stalling and breaking his promises over sending heavy weapons to Ukraine. DW looks at some of the main points of contention., https://www.dw.com/en/why-isn-t-​germany-supplying-ukraine-with-heavy-weapons/a-61553273?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:16:00Z
" COVID: In a crowd of unmasked people, can a mask still protect you?"," Many countries around the world are easing mask mandates. If no one else is masking up, should you?", https://www.dw.com/en/covid-in-a-crowd-of-unmasked-people-can-a-mask-still-protect-you/a-61544150?maca=en-rss-en-all-1573-rdf, 2022-04-22T11:06:00Z
 COVID travel restrictions: Germany," Travel in Europe is subject to COVID-19 restrictions. The omicron variant has led to higher numbers of infections, which are often less severe. This is how Germany is responding to the current situation.", https://www.dw.com/en/covid-travel-restrictions-germany/a-60771733?maca=en-rss-en-all-1573-rdf, 2022-04-22T10:55:00Z
 Will the EU stick with its 'green policy' for Southeast Asia?," The EU was struggling to bring Southeast Asia onboard with its environmental policies even before the Ukraine war began, but that conflict has further complicated Brussels' efforts to make its own supply chains greener.", https://www.dw.com/en/will-the-eu-stick-with-its-green-policy-for-southeast-asia/a-61557897?maca=en-rss-en-all-1573-rdf, 2022-04-22T10:47:00Z
 UK and India ink Indo-Pacific defense agreement, Britain and India have signed a new defense cooperation agreement. The two countries are also seeking to complete a free trade deal by the end of the year., https://www.dw.com/en/uk-and-india-ink-indo-pacific-defense-agreement/a-61557759?maca=en-rss-en-all-1573-rdf, 2022-04-22T10:41:00Z
 Polish subsidies make electric cars a cheaper alternative, A government scheme in Poland means drivers are paying lower monthly leasing fees for e-cars than for conventional cars. Will the policy eventually kickstart a mobility shift?, https://www.dw.com/en/polish-subsidies-make-electric-cars-a-cheaper-alternative/a-61551098?maca=en-rss-en-all-1573-rdf, 2022-04-22T10:14:00Z
