titles,descriptions,links,pubDates
" Canada to ban China's Huawei, ZTE from 5G networks", Canada's government said it would ban the use of the two Chinese telecommunications giants' 5G gear due to national security concerns. The move follows similar bans in other Western countries., https://www.dw.com/en/canada-to-ban-china-s-huawei-zte-from-5g-networks/a-61870419?maca=en-rss-en-all-1573-rdf, 2022-05-19T22:35:00Z
 Bundesliga playoff: Advantage Hamburg against Felix Magath and Hertha Berlin," Four years after their first ever relegation, Hamburg have one foot back in the Bundesliga. Ludovit Reis' looped goal was a fluke, but HSV won't care. Hertha Berlin and Felix Magath are edging towards relegation.", https://www.dw.com/en/bundesliga-playoff-advantage-hamburg-against-felix-magath-and-hertha-berlin/a-61869764?maca=en-rss-en-all-1573-rdf, 2022-05-19T20:47:00Z
 Spain: Exiled ex-King Juan Carlos returns for brief visit," The former Spanish monarch has returned to the country after spending nearly two years in self-imposed exile in the UAE. He was set to visit his son, King Felipe VI, in Madrid.", https://www.dw.com/en/spain-exiled-ex-king-juan-carlos-returns-for-brief-visit/a-61845457?maca=en-rss-en-all-1573-rdf, 2022-05-19T18:44:00Z
 Eco-fascism: The greenwashing of the far right, White-supremacist killers are invoking environmental concerns to justify murder. But what is eco-fascism and why are people attracted to it?, https://www.dw.com/en/eco-fascism-the-greenwashing-of-the-far-right/a-61867605?maca=en-rss-en-all-1573-rdf, 2022-05-19T18:33:00Z
" NATO: Joe Biden backs Sweden, Finland membership bid"," Although Turkey has doubled down on blocking Sweden and Finland's membership bids, Western leaders have expressed confidence the proceedings will move quickly.", https://www.dw.com/en/nato-joe-biden-backs-sweden-finland-membership-bid/a-61859523?maca=en-rss-en-all-1573-rdf, 2022-05-19T17:47:00Z
" Explained: The mysterious monkeypox outbreak in UK, Europe"," The UK and other European countries have reported a small number of human monkeypox infections, a virus rarely seen in Europe. Health services remain puzzled over how the virus is transmitted.", https://www.dw.com/en/explained-the-mysterious-monkeypox-outbreak-in-uk-europe/a-61859359?maca=en-rss-en-all-1573-rdf, 2022-05-19T17:47:00Z
 US Senate approves $40 billion Ukraine aid package — live updates," Meanwhile, the first Russian soldier to face trial for killing a civilian has asked the man's widow for ""forgiveness."" Ukrainian President Zelenskyy has warned of a long war. Follow DW for the latest.", https://www.dw.com/en/us-senate-approves-40-billion-ukraine-aid-package-live-updates/a-61845391?maca=en-rss-en-all-1573-rdf, 2022-05-19T17:27:00Z
" Russia 'weaponizes' food security, US tells UN meeting"," Washington's top diplomat has called on Russia to lift a blockade on Ukraine's Black Sea ports, while Russia's UN envoy said it was ""absolutely false"" that Moscow was blamed for global food insecurity.", https://www.dw.com/en/russia-weaponizes-food-security-us-tells-un-meeting/a-61865923?maca=en-rss-en-all-1573-rdf, 2022-05-19T17:13:00Z
 G7: Germany pledges €1 billion in grants for Ukraine," The influx of cash aims to support the financing of Ukraine's government, as Russia's war has decimated tax revenue. The grant is part of over €18 billion pledged by G7 finance ministers during their summit in Germany.", https://www.dw.com/en/g7-germany-pledges-€1-billion-in-grants-for-ukraine/a-61868266?maca=en-rss-en-all-1573-rdf, 2022-05-19T16:54:00Z
 Thailand: What happened to mass anti-government protests?," In 2020, Thai youth sparked the largest wave of anti-government protests since the 2014 military coup. But human rights activists say persecutions and systematic harassment have weakened the pro-democracy movement.", https://www.dw.com/en/thailand-what-happened-to-mass-anti-government-protests/a-61861179?maca=en-rss-en-all-1573-rdf, 2022-05-19T15:02:00Z
 Herbal medicines that really work, Medicines have been extracted from plants for thousands of years and new ones are still being discovered. Here are several plant extracts with robust medical benefits., https://www.dw.com/en/herbal-medicines-that-really-work/a-61865033?maca=en-rss-en-all-1573-rdf, 2022-05-19T14:50:00Z
 Taliban orders female TV presenters to cover face on air, The Taliban authorities in Afghanistan have issued an official order that female journalists must cover their faces on television. The move comes days after authorities ordered women to cover their faces in public., https://www.dw.com/en/taliban-orders-female-tv-presenters-to-cover-face-on-air/a-61859653?maca=en-rss-en-all-1573-rdf, 2022-05-19T14:23:00Z
 Historian Christopher Clark to receive European media award, The eminent historian and academic is being awarded the Charlemagne Award for his work on Anglo-German history. We take a look at his illustrious career., https://www.dw.com/en/historian-christopher-clark-to-receive-european-media-award/a-61832172?maca=en-rss-en-all-1573-rdf, 2022-05-19T13:12:00Z
 Germany: Ex-Chancellor Schröder loses part of state privileges," The former chancellor has come under heavy criticism for refusing to distance himself from Russia and Vladimir Putin. Now the German government is planning to take away his office and staff, without touching his pension.", https://www.dw.com/en/germany-ex-chancellor-schröder-loses-part-of-state-privileges/a-61843090?maca=en-rss-en-all-1573-rdf, 2022-05-19T13:09:00Z
 Champions League: How Barcelona rose to challenge Lyon's dominance," Lyon dominated women's football in Europe for an entire decade. However, this year's Champions League final against Barcelona could mark a changing of the guard, one the Catalans have long prepared for.", https://www.dw.com/en/champions-league-how-barcelona-rose-to-challenge-lyon-s-dominance/a-61826930?maca=en-rss-en-all-1573-rdf, 2022-05-19T12:22:00Z
 Guinea-Bissau's political crisis deepens, Opposition parties and constitutional experts have slammed President Umaro Sissoco Embalo's decision to dissolve parliament. The move has heightened fears in the coup-prone West African nation., https://www.dw.com/en/guinea-bissau-s-political-crisis-deepens/a-61853451?maca=en-rss-en-all-1573-rdf, 2022-05-19T11:58:00Z
 European Parliament backs sanctions against Germany's ex-Chancellor Gerhard Schröder, The parliament has called for sanctions on former German Chancellor Gerhard Schröder because of his links to Russia., https://www.dw.com/en/european-parliament-backs-sanctions-against-germany-s-ex-chancellor-gerhard-schröder/a-61853701?maca=en-rss-en-all-1573-rdf, 2022-05-19T11:13:00Z
 UK: Police end inquiry into 'Partygate' scandal at Downing Street, Police have ended an investigation into breaches of COVID lockdown rules that sparked outrage across the United Kingdom. Prime Minister Boris Johnson has not received any more fines., https://www.dw.com/en/uk-police-end-inquiry-into-partygate-scandal-at-downing-street/a-61852967?maca=en-rss-en-all-1573-rdf, 2022-05-19T10:26:00Z
" Asia security in focus as Biden visits South Korea, Japan", US President Joe Biden is aiming to boost ties with East Asian allies to face down a nuclear-armed North Korea and an increasingly expansionist China., https://www.dw.com/en/asia-security-in-focus-as-biden-visits-south-korea-japan/a-61847610?maca=en-rss-en-all-1573-rdf, 2022-05-19T09:49:00Z
 Germany: One person injured in a shooting incident at a high school," An armed suspect has been detained after one person was seriously injured in a shooting at a high school in the northern city of Bremerhaven, police said.", https://www.dw.com/en/germany-one-person-injured-in-a-shooting-incident-at-a-high-school/a-61847686?maca=en-rss-en-all-1573-rdf, 2022-05-19T09:48:00Z
 Germany: Dutch police arrest 3 over ATM bombings, Suspects believed to have stolen almost €1 million after bombing several ATMs across Germany have been arrested. The operation was the result of Dutch-German cooperation., https://www.dw.com/en/germany-dutch-police-arrest-3-over-atm-bombings/a-61847670?maca=en-rss-en-all-1573-rdf, 2022-05-19T09:31:00Z
 The Freiburg Way: 'A specific type of intelligence' and 'football for everyone'," SC Freiburg will play RB Leipzig in their first ever German Cup final on Saturday. The two clubs are cut from very different cloth but, deep in the Black Forest, Freiburg are happy to continue on their own unique path.", https://www.dw.com/en/the-freiburg-way-a-specific-type-of-intelligence-and-football-for-everyone/a-61844735?maca=en-rss-en-all-1573-rdf, 2022-05-19T09:21:00Z
" 'Happy birthday, Mr. President' — famous birthday serenades"," On this day 60 years ago, Marilyn Monroe famously serenaded John F. Kennedy for his birthday. But there are other legendary birthday songs.", https://www.dw.com/en/happy-birthday-mr-president-famous-birthday-serenades/a-61837742?maca=en-rss-en-all-1573-rdf, 2022-05-19T08:59:00Z
 One tiny company is wrecking the American solar industry - why?, A small US solar panels manufacturer is pushing for high tariffs on imports. This threatens the Biden administration's climate goals and the industry as a whole., https://www.dw.com/en/one-tiny-company-is-wrecking-the-american-solar-industry-why/a-61846726?maca=en-rss-en-all-1573-rdf, 2022-05-19T08:57:00Z
 US natural gas price spikes as demand from Europe grows," Natural gas prices in the United States have hit a 13-year high, partly due to Europe's demand for alternative energy sources in the wake of Russia's invasion of Ukraine.", https://www.dw.com/en/us-natural-gas-price-spikes-as-demand-from-europe-grows/a-61830135?maca=en-rss-en-all-1573-rdf, 2022-05-19T08:16:00Z
 Chancellor Olaf Scholz tells German parliament 'Russia must not win this war', German Chancellor Olaf Scholz has delivered a statement to the German parliament ahead of an EU summit on the war in Ukraine. Scholz described the war in Ukraine as the greatest crisis facing the EU in its history., https://www.dw.com/en/chancellor-olaf-scholz-tells-german-parliament-russia-must-not-win-this-war/a-61845874?maca=en-rss-en-all-1573-rdf, 2022-05-19T08:00:00Z
 Conference on diverse forms of global feminist protests," Violence against women is a global problem but women are successfully fighting back. The Goethe Institute's ""Frequencies. Sharing Feminisms"" festival shows how they do this.", https://www.dw.com/en/conference-on-diverse-forms-of-global-feminist-protests/a-61840309?maca=en-rss-en-all-1573-rdf, 2022-05-19T07:30:00Z
 Are European academics helping China's military?," An investigation by DW and partners has found that European researchers have cooperated with China's National University of Defense Technology. The NUDT's purpose is to ""Strengthen the Armed Forces and the Nation.""", https://www.dw.com/en/are-european-academics-helping-china-s-military/a-61834716?maca=en-rss-en-all-1573-rdf, 2022-05-19T04:00:00Z
 Europa League final: Frankfurt break glass ceiling as new era begins in Seville," After 42 years of waiting, Eintracht Frankfurt are continental champions again after a long, hot night in Seville. Around 40,000 ticketless Frankfurt fans made the journey on a night when a new Eintracht was born.", https://www.dw.com/en/europa-league-final-frankfurt-break-glass-ceiling-as-new-era-begins-in-seville/a-61845456?maca=en-rss-en-all-1573-rdf, 2022-05-19T02:20:00Z
 Shootout in Seville: Europa League glory for Eintracht Frankfurt after victory over Rangers, Eintracht Frankfurt crowned a spectacular Europa League campaign by beating Rangers on penalties in the final in Seville. Goalkeeper Kevin Trapp was the hero with vital saves in extra time and in the shootout., https://www.dw.com/en/shootout-in-seville-europa-league-glory-for-eintracht-frankfurt-after-victory-over-rangers/a-61844022?maca=en-rss-en-all-1573-rdf, 2022-05-18T21:58:00Z
