titles,descriptions,links,pubDates
Buffalo shooting: Ten dead in attack at supermarket in New York state ,"A suspect is arrested over the attack, which is being investigated as a racially-motivated hate crime. ",https://www.bbc.co.uk/news/world-us-canada-61452958?at_medium=RSS&at_campaign=KARANGA ,"Sun, 15 May 2022 00:36:53 GMT "
"Eurovision 2022: Ukraine wins, while the UK's Sam Ryder comes second ","Ukraine's Kalush Orchestra triumphs, while Sam Ryder gives the UK its best result since 1998. ",https://www.bbc.co.uk/news/entertainment-arts-61452678?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 23:30:37 GMT "
Ukraine war: Putin warns Finland joining Nato would be 'mistake' ,Finland and Sweden have indicated they want to become Nato members following Russia's war in Ukraine. ,https://www.bbc.co.uk/news/world-europe-61450694?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 18:10:26 GMT "
"North Korea: Covid outbreak a great disaster, says Kim Jong-un ",North Korea's leader blames the outbreak on bureaucratic and medical incompetence. ,https://www.bbc.co.uk/news/world-asia-61446907?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 05:44:20 GMT "
Shireen Abu Aqla: UN condemns killing of Al Jazeera reporter ,Shireen Abu Aqla was shot dead in disputed circumstances in the occupied West Bank. ,https://www.bbc.co.uk/news/world-middle-east-61448311?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 08:35:36 GMT "
Delhi office fire: Dozens killed as fire sweeps through building ,"Most of those inside were women, leaving families frantically searching for news of their fate. ",https://www.bbc.co.uk/news/world-asia-india-61445600?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 13:17:49 GMT "
Nigeria student killing: Round-the-clock curfew in Sokoto after protests ,Demonstrators have been demanding the release of two suspects held over the murder of a Christian student. ,https://www.bbc.co.uk/news/world-africa-61450976?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 16:39:53 GMT "
Rome Open: Iga Swiatek beats Aryna Sabalenka to reach Rome Open final ,Iga Swiatek extends her winning run to 27 matches and moves within one victory of a fifth consecutive title by reaching the Italian Open final. ,https://www.bbc.co.uk/sport/tennis/61448479?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 18:17:02 GMT "
Kenyan fighting FGM crowned world's best nurse ,"Anna Qabale Duba says the $250,000 prize money will help expand her school for children and adults. ",https://www.bbc.co.uk/news/world-africa-61435153?at_medium=RSS&at_campaign=KARANGA ,"Fri, 13 May 2022 15:57:10 GMT "
Mao Zedong scroll thieves jailed in Hong Kong ,The thieves were unaware of its value and sold it to an amateur collector for less than $25 (£20). ,https://www.bbc.co.uk/news/world-asia-china-61442748?at_medium=RSS&at_campaign=KARANGA ,"Fri, 13 May 2022 20:16:57 GMT "
Brittney Griner: US basketball star has Russian detention extended ,"Russian media says Moscow wishes to ""swap"" Griner for the arms trafficker Viktor Bout. ",https://www.bbc.co.uk/news/world-us-canada-61417928?at_medium=RSS&at_campaign=KARANGA ,"Fri, 13 May 2022 19:20:47 GMT "
Elon Musk puts Twitter deal on hold over fake account details ,"The billionaire wants more data on fake accounts, prompting speculation over the deal's future. ",https://www.bbc.co.uk/news/business-61433724?at_medium=RSS&at_campaign=KARANGA ,"Fri, 13 May 2022 15:16:05 GMT "
Covid: What will the pandemic look like in North Korea? ,"North Korea is uniquely vulnerable to the virus, and the options to control its spread are limited. ",https://www.bbc.co.uk/news/world-asia-61450255?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 16:55:37 GMT "
East Africa drought: 'The suffering here has no equal' ,Some 20 million people face severe hunger but aid agencies say the world's attention is on Ukraine. ,https://www.bbc.co.uk/news/world-africa-61437239?at_medium=RSS&at_campaign=KARANGA ,"Sat, 14 May 2022 00:25:35 GMT "
Ukraine conflict: Russian soldiers seen killing unarmed civilians ,"The incident, captured on video seen by the BBC, is being investigated as a suspected war crime. ",https://www.bbc.co.uk/news/world-europe-61425025?at_medium=RSS&at_campaign=KARANGA ,"Thu, 12 May 2022 13:11:57 GMT "
