titles,descriptions,links,pubDates
Russian warship: Moskva crew 'shown for first time since sinking' ,Russia's defence ministry releases a video purportedly showing the crew of the Moskva in Sevastopol. ,https://www.bbc.co.uk/news/world-europe-61129151?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 19:38:13 GMT "
Ukraine war: Trucks stuck at Poland-Belarus border as EU sanctions deadline passes ,An 80km queue formed on the Polish border ahead of a deadline for Russian trucks to leave the EU. ,https://www.bbc.co.uk/news/world-europe-61133439?at_medium=RSS&at_campaign=KARANGA ,"Sun, 17 Apr 2022 09:44:39 GMT "
Ukraine war scams: Cybercriminals stole my identity ,Scammers are using emotionally charged tricks in a bid to steal online donations. ,https://www.bbc.co.uk/news/world-61100181?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 23:03:05 GMT "
UK's Rwanda asylum plan the 'opposite of nature of God' - Welby ,"There were ""serious ethical questions"" over sending migrants to east Africa, Justin Welby says. ",https://www.bbc.co.uk/news/uk-61130841?at_medium=RSS&at_campaign=KARANGA ,"Sun, 17 Apr 2022 09:17:01 GMT "
North Korea tests new weapon 'to improve tactical nukes' ,Kim Jong-un clapped as he watched the launch - a new indication of his intention to resume nuclear tests. ,https://www.bbc.co.uk/news/world-asia-61133225?at_medium=RSS&at_campaign=KARANGA ,"Sun, 17 Apr 2022 10:04:41 GMT "
Unrest in Sweden over planned Quran burnings ,"There is ongoing unrest over a far-right group which burned a copy of the Quran, and planned to do so again. ",https://www.bbc.co.uk/news/world-europe-61134734?at_medium=RSS&at_campaign=KARANGA ,"Sun, 17 Apr 2022 15:20:11 GMT "
Angella Okutoyi: Kenya's rising tennis star ,"After playing in the Australian Open, could Kenyan Angella Okutoyi emulate her hero Serena Williams? ",https://www.bbc.co.uk/news/world-africa-61111425?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 15:27:04 GMT "
South Africa flooding: 'I had thought my house was safe' ,"Torrential floods have killed nearly 400 people in South Africa, with more rain forecast. ",https://www.bbc.co.uk/news/world-africa-61128662?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 13:56:39 GMT "
Johnson to visit India in bid to boost defence ties ,The prime minister will meet his Indian counterpart after previous visits were postponed due to Covid. ,https://www.bbc.co.uk/news/uk-61130758?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 22:33:26 GMT "
Climate change: Key UN finding widely misinterpreted ,"Suggestions emissions could rise for another three years without dangerous warming are wrong, scientists say. ",https://www.bbc.co.uk/news/science-environment-61110406?at_medium=RSS&at_campaign=KARANGA ,"Sat, 16 Apr 2022 00:18:27 GMT "
