titles,descriptions,links,pubDates
 EU unveils €300 billion plan to reduce its energy dependency on Russia," The European Union plans to invest up to €300 billion to reduce its dependence on Russian fossil fuels, the European Commission announced.", https://www.dw.com/en/eu-unveils-€300-billion-plan-to-reduce-its-energy-dependency-on-russia/a-61838801?maca=en-rss-en-all-1573-rdf, 2022-05-18T16:22:00Z
 How does a prisoner exchange work?, The Ukrainian fighters who surrendered at the Azovstal steelworks are now in Russian captivity. Ukraine is hoping for a prisoner exchange., https://www.dw.com/en/how-does-a-prisoner-exchange-work/a-61839018?maca=en-rss-en-all-1573-rdf, 2022-05-18T16:18:00Z
 UN calls for renewable energy push following damning climate report, UN chief Antonio Guterres has called for more investment in renewables and an end to the millions of dollars in subsidies for fossil fuels as a new report shows several climate indicators broke troubling records., https://www.dw.com/en/un-calls-for-renewable-energy-push-following-damning-climate-report/a-61837833?maca=en-rss-en-all-1573-rdf, 2022-05-18T16:03:00Z
" Droughts, fires and floods: Could climate change decide Australia's election?"," Australia, a major coal exporter and one of the worst per capita emitters, goes to the polls Saturday. The result could be decisive for global climate goals, as voters demand lawmakers do more to cut emissions.", https://www.dw.com/en/droughts-fires-and-floods-could-climate-change-decide-australia-s-election/a-61821853?maca=en-rss-en-all-1573-rdf, 2022-05-18T15:47:00Z
 Why some young Swedes remain uneasy about joining NATO," While the majority of Swedes are in favor of joining NATO, there are others who even took to the streets in protest. They warn the decision is rushed and that Sweden should better stick with its tradition of neutrality.", https://www.dw.com/en/why-some-young-swedes-remain-uneasy-about-joining-nato/a-61826790?maca=en-rss-en-all-1573-rdf, 2022-05-18T15:13:00Z
" Health tips: Stay safe in the India, Pakistan heat wave"," Heat waves are common in India and Pakistan, but this year is hotter than ever before. Here's how to stay safe when temperatures soar.", https://www.dw.com/en/health-tips-stay-safe-in-the-india-pakistan-heat-wave/a-61822226?maca=en-rss-en-all-1573-rdf, 2022-05-18T14:58:00Z
 NATO: Turkey blocks early talks on Finland and Sweden joining," Turkey has blocked discussions on Finland and Sweden's accession NATO hours after the countries officially launched their bids to join the alliance, a diplomatic source told DW on condition of anonymity.", https://www.dw.com/en/nato-turkey-blocks-early-talks-on-finland-and-sweden-joining/a-61839527?maca=en-rss-en-all-1573-rdf, 2022-05-18T13:38:00Z
 Is Bangladesh heading toward a Sri Lanka-like crisis?," Like Colombo, Dhaka has also taken on massive foreign loans to embark on what critics call ""white elephant"" projects. The economic turmoil in Sri Lanka should serve as a cautionary tale, say experts.", https://www.dw.com/en/is-bangladesh-heading-toward-a-sri-lanka-like-crisis/a-61838597?maca=en-rss-en-all-1573-rdf, 2022-05-18T13:21:00Z
 How NATO weapons from Afghanistan are impacting Kashmir's militancy," Bombs and weapons used in Afghanistan by militants and US forces are making their way into India-administered Kashmir, raising fears that they could bolster an Islamist insurgency in the area.", https://www.dw.com/en/how-nato-weapons-from-afghanistan-are-impacting-kashmir-s-militancy/a-61838513?maca=en-rss-en-all-1573-rdf, 2022-05-18T13:10:00Z
 Germany to give Czechs tanks so it could provide more weapons to Ukraine — live updates, The Czech Republic will receive tanks donated by Germany as the country passes its stocks of Soviet weaponry to Ukraine. Meanwhile a Russian soldier pleaded guilty to killing an unarmed civilian. DW has the latest., https://www.dw.com/en/germany-to-give-czechs-tanks-so-it-could-provide-more-weapons-to-ukraine-live-updates/a-61832918?maca=en-rss-en-all-1573-rdf, 2022-05-18T12:22:00Z
 Germans and sex: It's complicated," How well do Germans do in bed? That's what Rachel Stewart asked a woman who should know. A conversation about the sexual needs of German women, the insecurity of men — and the evolution of the vibrator.", https://www.dw.com/en/germans-and-sex-it-s-complicated/a-53210116?maca=en-rss-en-all-1573-rdf, 2022-05-18T12:10:00Z
 Hong Kong: Why Catholics are worried over free speech," Following the arrest of pro-democracy Cardinal Joseph Zen, some Catholic community members in Hong Kong worry the government may now shift the focus of its crackdown to the religious community.", https://www.dw.com/en/hong-kong-why-catholics-are-worried-over-free-speech/a-61837390?maca=en-rss-en-all-1573-rdf, 2022-05-18T11:46:00Z
 Belarus: 'Attempted terrorism' to be punishable by death, Belarus has introduced the death penalty for attempted terrorist attacks. The move could affect opposition activists who are currently on trial., https://www.dw.com/en/belarus-attempted-terrorism-to-be-punishable-by-death/a-61837461?maca=en-rss-en-all-1573-rdf, 2022-05-18T11:27:00Z
 El Salvador: MS-13 gang blames killing spree on broken pact with government — report," The violent gang MS-13 has backed up claims of a years-long pact with the government, according to Salvadoran media. They said a recent killing spree was revenge for the deal being broken.", https://www.dw.com/en/el-salvador-ms-13-gang-blames-killing-spree-on-broken-pact-with-government-report/a-61836298?maca=en-rss-en-all-1573-rdf, 2022-05-18T09:56:00Z
 Iraq: UN envoy urges politicians to end stalemate to prevent unrest," In a UN Security Council briefing, Jeanine Hennis-Plasschaert said the streets in Iraq could ""boil over"" if political leaders were unable to end a political stalemate that has gripped the country for over seven months.", https://www.dw.com/en/iraq-un-envoy-urges-politicians-to-end-stalemate-to-prevent-unrest/a-61834072?maca=en-rss-en-all-1573-rdf, 2022-05-18T09:33:00Z
 The dangers of app-based delivery work," While new delivery startups boast about record investment earnings, many of their workers complain about tiring work, poor compensation and organizational issues. Paul Krantz reports from Berlin.", https://www.dw.com/en/the-dangers-of-app-based-delivery-work/a-61786310?maca=en-rss-en-all-1573-rdf, 2022-05-18T08:24:00Z
 Carbon pollution pushed environmental breakdown to record levels in 2021," People have warped the climate so much that in 2021 four critical measures of planetary health broke records. Oceans grew hotter, higher and more acidic than ever documented, said the World Meteorological Organization.", https://www.dw.com/en/carbon-pollution-pushed-environmental-breakdown-to-record-levels-in-2021/a-61831484?maca=en-rss-en-all-1573-rdf, 2022-05-18T08:01:00Z
 Finland and Sweden formally submit bids to join NATO military alliance," Two new prospective members of the 73-year-old NATO alliance have submitted their applications to join. Their bids, which come in light of Russia's aggression in Ukraine, have already faced resistance from Turkey.", https://www.dw.com/en/finland-and-sweden-formally-submit-bids-to-join-nato-military-alliance/a-61833726?maca=en-rss-en-all-1573-rdf, 2022-05-18T06:20:00Z
" Pollution kills 9 million people a year, new study finds"," The latest figures put pollution on par with smoking in terms of global deaths. In comparison, COVID-19 killed about 6.7 million people globally since the pandemic began.", https://www.dw.com/en/pollution-kills-9-million-people-a-year-new-study-finds/a-61833303?maca=en-rss-en-all-1573-rdf, 2022-05-18T05:39:00Z
" Beer bottle shortage for summer season, German breweries warn"," Rising production costs and logistical issues could lead to a beer bottle shortage, breweries say. Small and mid-sized breweries are likely to be most affected.", https://www.dw.com/en/beer-bottle-shortage-for-summer-season-german-breweries-warn/a-61833275?maca=en-rss-en-all-1573-rdf, 2022-05-18T03:48:00Z
 UN rights chief condemns 'unimaginable' violence in Haiti," Michelle Bachelet said that violence has reached ""intolerable levels"" in the Caribbean country. The human rights commissioner said that the fragility of state institutions had fueled lawlessness in Haiti.", https://www.dw.com/en/un-rights-chief-condemns-unimaginable-violence-in-haiti/a-61832902?maca=en-rss-en-all-1573-rdf, 2022-05-18T00:47:00Z
