titles,descriptions,links,pubDates
 France: Melenchon forms anti-Macron alliance with the Greens," France's far-left LFI and its Green Party EELV have joined forces ahead of parliamentary elections in June, aiming to prevent President Emmanuel Macron ""from pursuing his unjust and brutal policies.""", https://www.dw.com/en/france-melenchon-forms-anti-macron-alliance-with-the-greens/a-61665348?maca=en-rss-en-all-1573-rdf, 2022-05-02T19:16:00Z
 Is Putin's threat of 'lightning-fast' response escalation or empty rhetoric?," Putin has threatened to launch a ""lightning-fast"" response to any nation that intervenes in the Ukraine war. How seriously should this warning be taken?", https://www.dw.com/en/is-putin-s-threat-of-lightning-fast-response-escalation-or-empty-rhetoric/a-61665108?maca=en-rss-en-all-1573-rdf, 2022-05-02T18:02:00Z
 Ukraine: UEFA bans Russian teams from Champions League — live updates," Russian teams would be banned from competing in the 2022-2023 season of the Champions League, UEFA officials said. Israel has asked Russia to apologize over Sergey Lavrov's Hitler comments. Follow DW for the latest.", https://www.dw.com/en/ukraine-uefa-bans-russian-teams-from-champions-league-live-updates/a-61654618?maca=en-rss-en-all-1573-rdf, 2022-05-02T17:56:00Z
 US Marshals offer reward over missing inmate and officer, Casey White and Vicky White vanished after leaving an Alabama jail on the pretext of a mental health appointment. The vehicle they had used was later found abandoned near a shopping center., https://www.dw.com/en/us-marshals-offer-reward-over-missing-inmate-and-officer/a-61664838?maca=en-rss-en-all-1573-rdf, 2022-05-02T16:22:00Z
 German opposition leader Friedrich Merz plans controversial trip to Ukraine, The German opposition leader is set to head to Ukraine's capital — a trip Chancellor Olaf Scholz so far has no plans to make. Scholz's Social Democrats see Merz's move as a PR stunt ahead of important state elections., https://www.dw.com/en/german-opposition-leader-friedrich-merz-plans-controversial-trip-to-ukraine/a-61664778?maca=en-rss-en-all-1573-rdf, 2022-05-02T16:04:00Z
 Spain says PM Sanchez' phone hacked with Pegasus," Spanish authorities say that ""a certain amount of data"" was taken from the phones of the country's prime minister and defense minister through the Pegasus spying tool.", https://www.dw.com/en/spain-says-pm-sanchez-phone-hacked-with-pegasus/a-61663794?maca=en-rss-en-all-1573-rdf, 2022-05-02T15:51:00Z
 Germans split over heavy weapons deliveries to Ukraine, The German public is split on the issue of military support for Ukraine: Many fear the delivery of tanks and training of Ukrainian soldiers in Germany may drag the country into the war., https://www.dw.com/en/germans-split-over-heavy-weapons-deliveries-to-ukraine/a-61664515?maca=en-rss-en-all-1573-rdf, 2022-05-02T15:33:00Z
 Ethiopian police fire tear gas at protesters during Eid celebrations, Clashes broke out at Eid celebrations in Addis Ababa after police fired tear gas into the crowd. Religious tensions have been high since a recent attack on a Muslim funeral., https://www.dw.com/en/ethiopian-police-fire-tear-gas-at-protesters-during-eid-celebrations/a-61664016?maca=en-rss-en-all-1573-rdf, 2022-05-02T15:29:00Z
" Modi, Scholz call for peace in Ukraine following talks in Berlin"," India's Narendra Modi and Germany's Olaf Scholz did not take reporters' questions following their talks in Berlin, reportedly at the insistence of the Indian prime minister.", https://www.dw.com/en/modi-scholz-call-for-peace-in-ukraine-following-talks-in-berlin/a-61657311?maca=en-rss-en-all-1573-rdf, 2022-05-02T15:23:00Z
 DW honors Ukrainian journalists Maloletka and Chernov for Mariupol reporting," Risking their lives, Evgeniy Maloletka and Mstyslav Chernov documented Russia's siege of the Ukrainian port city of Mariupol. The journalists are the 2022 recipients of DW's Freedom of Speech Award.", https://www.dw.com/en/dw-honors-ukrainian-journalists-maloletka-and-chernov-for-mariupol-reporting/a-61647140?maca=en-rss-en-all-1573-rdf, 2022-05-02T15:08:00Z
