title,link,description
Ukraine war: Maternity hospital hit by Russian air strike,https://www.bbc.co.uk/news/world-europe-60675599?at_medium=RSS&at_campaign=KARANGA,President Volodymyr Zelensky said people were trapped under the rubble following the attack.
"Ukraine war: Chernobyl power supply cut off, says energy operator",https://www.bbc.co.uk/news/world-europe-60678598?at_medium=RSS&at_campaign=KARANGA,"Even without power there is no critical impact on safety, the UN nuclear watchdog says."
"War in Ukraine: Russia soon unable to pay its debts, warns agency",https://www.bbc.co.uk/news/business-60672085?at_medium=RSS&at_campaign=KARANGA,"Russia will soon be in a position where it is unable to pay its debts, says Fitch Ratings."
Ukraine: First Lady Olena Zelenska condemns Russian 'mass murder',https://www.bbc.co.uk/news/world-europe-60674333?at_medium=RSS&at_campaign=KARANGA,"Olena Zelenska issues an impassioned plea to world media, focusing on Ukraine's children."
Man given genetically modified pig heart dies,https://www.bbc.co.uk/news/health-60681493?at_medium=RSS&at_campaign=KARANGA,"The man died two months after operation, says the hospital that carried out the world-first surgery."
Ukraine: Five moments of human connection amid the war,https://www.bbc.co.uk/news/world-europe-60674185?at_medium=RSS&at_campaign=KARANGA,"Since Russia's invasion of Ukraine, moments of hope and music have emerged on social media."
Covid: Austria suspends compulsory vaccination mandate,https://www.bbc.co.uk/news/world-europe-60681288?at_medium=RSS&at_campaign=KARANGA,The country was days away from enforcing compulsory vaccinations for almost all over-18s with fines.
Venezuela releases two jailed US citizens after talks,https://www.bbc.co.uk/news/world-latin-america-60675469?at_medium=RSS&at_campaign=KARANGA,The two were released just days after a high-level US delegation met President Nicolás Maduro.
Guatemala Congress bans same-sex marriage,https://www.bbc.co.uk/news/world-latin-america-60675472?at_medium=RSS&at_campaign=KARANGA,The law also increases the length of prison sentences for women who seek an abortion.
Australia floods: PM Morrison to declare a national emergency,https://www.bbc.co.uk/news/world-australia-60672065?at_medium=RSS&at_campaign=KARANGA,"The floods have been described as a ""once in 500-years event"" and have left 20 people dead."
Denmark says sorry to children of failed experiment,https://www.bbc.co.uk/news/world-europe-60646898?at_medium=RSS&at_campaign=KARANGA,Six surviving Inuit Greenlanders taken from their families in 1951 speak about their ordeal.
'We are not co-operating': Life in occupied Ukraine,https://www.bbc.co.uk/news/world-europe-60670173?at_medium=RSS&at_campaign=KARANGA,"Ukrainian cities are now occupied by Russian troops, and residents are not making them feel welcome."
A Russian woman considers leaving her country behind,https://www.bbc.co.uk/news/world-europe-60674341?at_medium=RSS&at_campaign=KARANGA,"As Western companies leave Russia, Moscow residents consider what will happen to their jobs and the economy."
War in Ukraine: Troops dig in near Kyiv,https://www.bbc.co.uk/news/world-europe-60671329?at_medium=RSS&at_campaign=KARANGA,Ukrainians are determined to defend their capital city as Russian troops prepare for an assault.
Ukraine: Mother of Russian soldier asks 'Whose door should I knock on to get my child back?',https://www.bbc.co.uk/news/world-europe-60604952?at_medium=RSS&at_campaign=KARANGA,Families of Russian soldiers in Ukraine tell the BBC the men had no idea what they were getting into.
Zimbabwe clinics struggle for nurses after exodus to the UK,https://www.bbc.co.uk/news/world-africa-60524576?at_medium=RSS&at_campaign=KARANGA,"With large numbers of nurses emigrating, patient care is suffering as there are not enough staff."
Private military firms see demand in Ukraine war,https://www.bbc.co.uk/news/world-us-canada-60669763?at_medium=RSS&at_campaign=KARANGA,Private military contractors see surging demand in Ukraine - but could the work turn mercenary?
Russia-Ukraine: Is internet on verge of break-up?,https://www.bbc.co.uk/news/technology-60661987?at_medium=RSS&at_campaign=KARANGA,The global internet is under threat as the conflict in Ukraine continues.
Ukraine: The Indian girl who wouldn’t abandon her dog in a war zone,https://www.bbc.co.uk/news/world-asia-india-60657698?at_medium=RSS&at_campaign=KARANGA,Arya Aldrin undertook a gruelling journey to bring her Siberian husky to India.
Endurance: Underwater robots find Shackleton's lost ship,https://www.bbc.co.uk/news/science-environment-60670325?at_medium=RSS&at_campaign=KARANGA,Video captured by underwater robots of the shipwreck shows Endurance to be in remarkable condition.
War in Ukraine: Ukraine maternity and children's ward in ruins after Russia strike,https://www.bbc.co.uk/news/world-europe-60676231?at_medium=RSS&at_campaign=KARANGA,"Russian forces bombed a hospital in the southern city of Mariupol, say officials in Ukraine."
Ukraine President Zelensky: From TV star to wartime leader,https://www.bbc.co.uk/news/world-europe-60664824?at_medium=RSS&at_campaign=KARANGA,The Ukrainian president's journey from comedian with no political experience to convincing war leader.
Ukraine invasion: 'I had to leave my parents in Sumy',https://www.bbc.co.uk/news/world-europe-60676224?at_medium=RSS&at_campaign=KARANGA,"Civilians flee the besieged Ukrainian city, parts of which have been wiped out."
Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer,https://www.bbc.co.uk/news/world-europe-60667313?at_medium=RSS&at_campaign=KARANGA,"After four days on the run, three-year-old Polina and her mother have made it out of Ukraine."
