title,link,description
Ukraine war: Russia 'plans to seize southern Ukraine',https://www.bbc.co.uk/news/world-europe-61188943?at_medium=RSS&at_campaign=KARANGA,"A senior general says the aim is to open a route into a separatist region of Moldova, Transnistria."
Ukraine war: The Russia I knew no longer exists - Steve Rosenberg,https://www.bbc.co.uk/news/world-europe-61188783?at_medium=RSS&at_campaign=KARANGA,The BBC's Steve Rosenberg takes in the sites of Moscow apparently distorted by the war against Ukraine.
Afghanistan: Kunduz mosque attacked during Friday prayers,https://www.bbc.co.uk/news/world-asia-61191643?at_medium=RSS&at_campaign=KARANGA,The deadly explosion comes amid a revival of violence claimed by Islamic State militants.
Gun deaths were the leading killer of US children in 2020,https://www.bbc.co.uk/news/world-us-canada-61192975?at_medium=RSS&at_campaign=KARANGA,Guns have overtaken car crashes as the leading cause of death among young Americans.
Imran Khan: Inside the huge rally in Lahore for Pakistan's ousted PM,https://www.bbc.co.uk/news/world-asia-61189745?at_medium=RSS&at_campaign=KARANGA,The former prime minister's narrative of a US-led conspiracy to oust him is resonating with his supporters.
Mike Tyson punched plane passenger 'after bottle thrown',https://www.bbc.co.uk/news/world-us-canada-61192417?at_medium=RSS&at_campaign=KARANGA,Video shows the former heavyweight boxer repeatedly punching a man in the head.
#JusticeForSheila: Kenyan anger after lesbian's murder,https://www.bbc.co.uk/news/world-africa-61192594?at_medium=RSS&at_campaign=KARANGA,People in Kenyan are expressing their upset about LGBTQ discrimination after
Mariupol steelworks: 'We have wounded and dead inside the bunkers',https://www.bbc.co.uk/news/world-europe-61183062?at_medium=RSS&at_campaign=KARANGA,One of the last defenders in Mariupol tells the BBC conditions are dire but they won't surrender.
Shanghai escalates Covid lockdown restrictions,https://www.bbc.co.uk/news/world-asia-china-61137649?at_medium=RSS&at_campaign=KARANGA,The latest measures will include placing door alarms to prevent those infected from leaving.
Jerusalem holy site clashes fuel fears of return to war,https://www.bbc.co.uk/news/world-middle-east-61154373?at_medium=RSS&at_campaign=KARANGA,Tensions are high following several days of violence in and around the al-Aqsa Mosque compound.
Johnny Depp and Amber Heard face off in court,https://www.bbc.co.uk/news/world-us-canada-61156743?at_medium=RSS&at_campaign=KARANGA,"Depp says she stubbed a cigarette on his face. The court sees a Depp text saying: ""Lets burn Amber!!!"""
Mwai Kibaki: Kenya's first opposition president dies aged 90,https://www.bbc.co.uk/news/world-africa-61188963?at_medium=RSS&at_campaign=KARANGA,Mwai Kibaki ended 40 years of one-party rule but his 2007 re-election sparked nationwide violence.
Kenya's Mwai Kibaki: The hope and disappointment,https://www.bbc.co.uk/news/world-africa-61191761?at_medium=RSS&at_campaign=KARANGA,Ex-Kenyan President Mwai Kibaki is remembered for ending the stranglehold of the former ruling party.
Mariupol: Driving into the 'apocalypse' to save mum and dad,https://www.bbc.co.uk/news/world-europe-61178199?at_medium=RSS&at_campaign=KARANGA,How a young Ukrainian woman travelled into the besieged city of Mariupol to save her parents.
Africa's week in pictures: 15-21 April 2022,https://www.bbc.co.uk/news/world-africa-61173922?at_medium=RSS&at_campaign=KARANGA,A selection of the best photos from across Africa and beyond this week.
Mid-day meal plan struggles to feed India's hungry students,https://www.bbc.co.uk/news/world-asia-india-61162642?at_medium=RSS&at_campaign=KARANGA,"The world's most ambitious free school food programme resumes post pandemic, but problems remain."
Why Argentina is embracing cryptocurrency,https://www.bbc.co.uk/news/business-60912789?at_medium=RSS&at_campaign=KARANGA,The nation that has seen economic trauma is open to the possibility of alternative money like Bitcoin.
What weapons has the US given Ukraine - and how much do they help?,https://www.bbc.co.uk/news/world-us-canada-60774098?at_medium=RSS&at_campaign=KARANGA,President Biden has announced a new $800m assistance package that includes ammunition and drones.
Ukraine war: Inside Kyiv's trench defences,https://www.bbc.co.uk/news/world-europe-61191111?at_medium=RSS&at_campaign=KARANGA,"Kyiv's defence force remains on high alert, dug into trenches in case of the return of Russian troops."
Khodorkovsky: Oil ban would deal Putin ‘very serious blow’,https://www.bbc.co.uk/news/world-europe-61187658?at_medium=RSS&at_campaign=KARANGA,Exiled Russian tycoon says oil embargo could halve country’s cash and damage Putin’s war capability.
The German towns in Paraguay with a surge in European immigrants,https://www.bbc.co.uk/news/world-latin-america-61184479?at_medium=RSS&at_campaign=KARANGA,Thousands of German nationals have migrated to Paraguay to escape Covid restrictions and immigration in Europe.
France election: What far-right leader Marine Le Pen said before… and now,https://www.bbc.co.uk/news/world-europe-61168776?at_medium=RSS&at_campaign=KARANGA,"Has Marine Le Pen's strong views on immigration, the EU and Nato shifted since the last election?"
Ukrainians injured or killed by unexploded ammunition,https://www.bbc.co.uk/news/world-europe-61181978?at_medium=RSS&at_campaign=KARANGA,"Across Ukraine’s Kyiv region, efforts have begun to clear the countless pieces of unexploded ammunition left behind after fierce fighting."
