titles,descriptions,links,pubDates
Russian oligarch lambasts country's 'massacre' ,Businessman Oleg Tinkov is one of the most high profile Russians to publicly condemn the war. ,https://www.bbc.co.uk/news/business-61163546?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 18:10:19 GMT "
Russia releases video of intercontinental ballistic missile launch ,President Putin says the new Sarmat missile is food for thought for those who try to threaten Russia. ,https://www.bbc.co.uk/news/world-61170853?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 20:47:02 GMT "
Ukraine war: Mariupol commander makes 'last' plea for help ,Major Serhiy Volyna says his troops are heavily outnumbered and running out of supplies. ,https://www.bbc.co.uk/news/world-europe-61159812?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 17:30:31 GMT "
Ukraine war: Holocaust survivor aged 91 among Mariupol's civilian dead - reports ,The woman reportedly died in a basement more than 80 years after surviving the city's Nazi occupiers. ,https://www.bbc.co.uk/news/world-europe-61165270?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 17:29:33 GMT "
French election: Macron and Le Pen clash in TV presidential debate ,Emmanuel Macron and Marine Le Pen take part in an animated contest four days before the election. ,https://www.bbc.co.uk/news/world-europe-61166601?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 01:18:27 GMT "
Working with assertive China a must - New Zealand PM Jacinda Ardern ,New Zealand's PM tells the BBC in an exclusive interview she'll work with China where possible. ,https://www.bbc.co.uk/news/world-asia-61160207?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 00:13:17 GMT "
Scott Morrison: Australia PM faces backlash over 'blessed' disability remark ,"Scott Morrison has been criticised for saying he is ""blessed"" not to have children with disabilities. ",https://www.bbc.co.uk/news/world-australia-61171449?at_medium=RSS&at_campaign=KARANGA ,"Thu, 21 Apr 2022 02:22:57 GMT "
Covid: Woman caught virus twice within record 20 days ,Spanish researchers say it's the shortest-known gap between two coronavirus infections. ,https://www.bbc.co.uk/news/health-61161529?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 23:30:04 GMT "
Tesla profits soar as customers pay more ,Elon Musk's Tesla has raised prices for its electric cars as it faces higher costs. ,https://www.bbc.co.uk/news/business-61170691?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 23:45:33 GMT "
Alec Baldwin: Rust film producers were indifferent to gun safety - report ,"The makers of a film whose cinematographer was shot dead knew firearm safety rules were not being followed, a report says. ",https://www.bbc.co.uk/news/entertainment-arts-61169495?at_medium=RSS&at_campaign=KARANGA ,"Wed, 20 Apr 2022 22:24:52 GMT "
